Bundesland;Landkreis;Verwaltung;man;woman;older75;catholic;evangelic
14;28;Gemeinde;2656;2646;593;107;1234
14;13;Gemeinde;241255;261724;51051;20062;59435
14;13;Stadtkreis/kreisfreie Stadt/Landkreis;241255;261724;51051;20062;59435
14;29;Stadtkreis/kreisfreie Stadt/Landkreis;128287;133927;28146;7182;45808
14;29;Gemeinde;2528;2500;454;114;708
14;29;Gemeinde;3251;3451;790;134;556
14;29;Gemeinde;9471;10314;2289;481;2351
14;29;Gemeinde;3983;4219;639;231;1264
14;29;Gemeinde;4617;4791;899;222;1225
14;29;Gemeinde;4552;4655;1094;190;2230
14;29;Gemeinde;1783;1808;397;75;1001
14;29;Gemeinde;5303;5313;1193;318;3366
14;29;Gemeinde;13209;13883;3035;590;4756
14;29;Gemeinde;3792;3990;913;131;1287
14;29;Gemeinde;2645;2663;493;162;863
14;29;Gemeinde;1423;1354;286;46;668
14;29;Gemeinde;2624;2740;527;122;672
14;29;Gemeinde;1425;1397;287;43;1127
14;29;Gemeinde;3233;3395;507;218;1108
14;29;Gemeinde;11368;12304;2544;1067;3681
14;29;Gemeinde;7160;7603;1561;344;1739
14;29;Gemeinde;1121;1056;177;98;380
14;29;Gemeinde;2672;2795;575;112;645
14;29;Gemeinde;1847;1796;321;79;858
14;29;Gemeinde;2029;2054;466;96;760
14;29;Gemeinde;8101;8827;2130;577;2590
14;29;Gemeinde;4279;4496;978;242;1281
14;29;Gemeindeverband;4783;5041;1102;327;2743
14;29;Gemeinde;4063;4307;991;309;2363
14;29;Gemeinde;720;734;111;18;380
14;29;Gemeindeverband;3673;3846;987;248;2561
14;29;Gemeinde;2788;2982;824;216;1852
14;29;Gemeinde;885;864;163;32;709
14;29;Gemeindeverband;7574;7732;1351;445;2522
14;29;Gemeinde;1666;1662;203;122;562
14;29;Gemeinde;4148;4323;884;256;1330
14;29;Gemeinde;1760;1747;264;67;630
14;29;Gemeindeverband;3826;3980;874;223;1514
14;29;Gemeinde;662;659;102;38;254
14;29;Gemeinde;961;914;144;30;522
14;29;Gemeinde;2203;2407;628;155;738
14;29;Gemeindeverband;2962;2893;726;116;611
14;29;Gemeinde;840;858;185;26;135
14;29;Gemeinde;2122;2035;541;90;476
14;29;Gemeindeverband;3053;3031;551;131;741
14;29;Gemeinde;1228;1174;191;52;326
14;29;Gemeinde;1825;1857;360;79;415
14;30;Stadtkreis/kreisfreie Stadt/Landkreis;99119;102046;21548;5898;31788
14;30;Gemeinde;3930;4163;833;357;1397
14;30;Gemeinde;2313;2363;593;112;946
14;30;Gemeinde;1211;1147;252;41;882
14;30;Gemeinde;2207;2379;560;81;1305
14;30;Gemeinde;12398;12963;2782;956;2388
14;30;Gemeinde;2133;2060;323;105;660
14;30;Gemeinde;7566;8228;1932;389;1299
14;30;Gemeinde;1989;1986;352;93;1093
14;30;Gemeinde;1632;1593;313;45;1243
14;30;Gemeinde;1033;1064;234;124;431
14;30;Gemeinde;2619;2560;506;118;1326
14;30;Gemeinde;3184;3250;778;159;1186
14;30;Gemeinde;1236;1177;223;64;623
14;30;Gemeinde;7385;7779;1740;305;2108
14;30;Gemeinde;2465;2456;420;106;569
14;30;Gemeinde;1815;1756;403;62;828
14;30;Gemeinde;8412;8510;1908;423;1747
14;30;Gemeinde;6742;7386;1535;410;1366
14;30;Gemeinde;2696;2800;537;158;1257
14;30;Gemeindeverband;3262;3231;646;204;1165
14;30;Gemeinde;1049;1014;213;103;400
14;30;Gemeinde;2213;2217;433;101;765
14;30;Gemeindeverband;2802;2756;668;202;1315
14;30;Gemeinde;1336;1388;390;90;508
14;30;Gemeinde;777;700;136;82;296
14;30;Gemeinde;689;668;142;30;511
14;30;Gemeindeverband;3140;3094;575;159;1316
14;30;Gemeinde;1894;1855;354;88;687
14;30;Gemeinde;1246;1239;221;71;629
14;30;Gemeindeverband;11226;11658;2528;874;3106
14;30;Gemeinde;1114;1070;163;54;532
14;30;Gemeinde;9398;9858;2285;796;2373
14;30;Gemeinde;714;730;80;24;201
14;30;Gemeindeverband;3045;3030;479;139;1374
14;30;Gemeinde;1537;1501;207;51;565
14;30;Gemeinde;1508;1529;272;88;809
14;30;Gemeindeverband;2678;2657;428;212;858
14;30;Gemeinde;1130;1117;172;102;330
14;30;Gemeinde;1033;1007;150;42;334
14;30;Gemeinde;515;533;106;68;194
15;1;Gemeinde;41493;44537;10337;2743;9408
15;1;Stadtkreis/kreisfreie Stadt/Landkreis;41493;44537;10337;2743;9408
15;2;Gemeinde;108653;120500;22976;8755;20760
15;2;Stadtkreis/kreisfreie Stadt/Landkreis;108653;120500;22976;8755;20760
15;3;Gemeinde;110616;117528;23080;8596;20166
15;3;Stadtkreis/kreisfreie Stadt/Landkreis;110616;117528;23080;8596;20166
15;81;Stadtkreis/kreisfreie Stadt/Landkreis;44029;44212;8863;2240;23998
15;81;Gemeinde;3669;3611;735;265;2123
15;81;Gemeinde;11786;11782;2425;516;6293
15;81;Gemeinde;4099;3979;857;181;2294
15;81;Gemeinde;5230;5328;1077;253;3358
15;81;Gemeinde;12139;12554;2424;618;4671
15;81;Gemeindeverband;7106;6958;1345;407;5259
15;81;Gemeinde;904;878;145;48;764
15;81;Gemeinde;1693;1620;335;94;1004
15;81;Gemeinde;780;760;143;70;622
15;81;Gemeinde;1218;1256;292;78;1042
15;81;Gemeinde;885;857;153;63;716
15;81;Gemeinde;584;587;74;18;345
15;81;Gemeinde;576;549;117;9;462
15;81;Gemeinde;466;451;86;27;304
15;82;Stadtkreis/kreisfreie Stadt/Landkreis;83925;88202;19124;6988;21279
15;82;Gemeinde;3991;4247;970;323;903
15;82;Gemeinde;20768;22533;5387;1914;3016
15;82;Gemeinde;13296;14269;3246;1101;3242
15;82;Gemeinde;5963;6095;1244;310;1874
15;82;Gemeinde;4681;4557;806;332;1600
15;82;Gemeinde;4775;4909;977;303;1068
15;82;Gemeinde;7357;7826;1705;912;1305
15;82;Gemeinde;7229;7303;1412;513;2471
15;82;Gemeinde;11046;11562;2425;566;4218
15;82;Gemeinde;4819;4901;952;714;1582
15;83;Stadtkreis/kreisfreie Stadt/Landkreis;87374;88674;16620;7022;29594
15;83;Gemeinde;4409;4537;752;227;820
15;83;Gemeinde;9005;9522;2056;626;2712
15;83;Gemeinde;9128;9005;1298;526;2866
15;83;Gemeinde;3698;3539;532;346;964
15;83;Gemeinde;6910;6928;1425;404;3287
15;83;Gemeinde;10012;10576;2293;1414;2866
15;83;Gemeinde;4596;4641;825;398;1172
15;83;Gemeinde;7325;7442;1458;563;2524
15;83;Gemeinde;5647;6061;944;345;1148
15;83;Gemeindeverband;6947;6849;1224;248;2644
15;83;Gemeinde;1043;1033;206;33;551
15;83;Gemeinde;792;837;235;29;418
15;83;Gemeinde;1655;1591;234;77;639
15;83;Gemeinde;529;473;87;37;197
15;83;Gemeinde;1078;1116;225;35;381
15;83;Gemeinde;888;861;140;19;275
15;83;Gemeinde;962;938;97;18;183
15;83;Gemeindeverband;7430;7430;1506;475;4330
15;83;Gemeinde;578;566;126;21;301
15;83;Gemeinde;452;470;110;45;143
15;83;Gemeinde;462;455;73;16;363
15;83;Gemeinde;1808;1855;365;83;1386
15;83;Gemeinde;1502;1496;304;166;764
15;83;Gemeinde;1395;1408;291;47;808
15;83;Gemeinde;747;716;143;71;396
15;83;Gemeinde;486;464;94;26;169
15;83;Gemeindeverband;7621;7488;1440;858;2743
15;83;Gemeinde;1931;1948;374;224;995
15;83;Gemeinde;849;779;147;73;170
15;83;Gemeinde;1905;1858;361;295;484
15;83;Gemeinde;747;714;142;78;210
15;83;Gemeinde;502;522;99;53;410
15;83;Gemeinde;711;719;174;83;177
15;83;Gemeinde;976;948;143;52;297
15;83;Gemeindeverband;4646;4656;867;592;1518
15;83;Gemeinde;1153;1162;188;192;448
15;83;Gemeinde;889;866;168;71;240
15;83;Gemeinde;1860;1852;347;249;535
15;83;Gemeinde;744;776;164;80;295
15;84;Stadtkreis/kreisfreie Stadt/Landkreis;92935;96794;23026;5496;26393
15;84;Gemeinde;4446;4448;936;224;991
15;84;Gemeinde;5014;5318;1276;244;698
15;84;Gemeinde;4517;4646;1018;171;1432
15;84;Gemeinde;15979;17249;4086;1122;5575
15;84;Gemeinde;4429;4384;933;189;735
15;84;Gemeinde;19725;20469;4913;1356;3660
15;84;Gemeinde;14409;16036;4597;924;2136
15;84;Gemeindeverband;6236;6172;1377;317;4004
15;84;Gemeinde;891;877;210;75;725
15;84;Gemeinde;1470;1458;352;42;921
15;84;Gemeinde;1202;1207;254;98;714
15;84;Gemeinde;652;618;123;25;477
15;84;Gemeinde;582;572;110;21;381
15;84;Gemeinde;853;844;201;25;356
15;84;Gemeinde;586;596;127;31;430
15;84;Gemeindeverband;4788;4789;991;294;1243
15;84;Gemeinde;1020;1052;251;91;296
15;84;Gemeinde;993;927;182;35;298
15;84;Gemeinde;1342;1383;300;84;319
15;84;Gemeinde;518;460;80;10;189
15;84;Gemeinde;915;967;178;74;141
15;84;Gemeindeverband;8565;8501;1954;463;3905
15;84;Gemeinde;611;576;117;41;407
15;84;Gemeinde;2395;2543;598;88;1052
15;84;Gemeinde;672;631;132;12;472
15;84;Gemeinde;513;521;115;29;281
15;84;Gemeinde;1040;904;187;46;368
15;84;Gemeinde;1580;1553;369;96;786
15;84;Gemeinde;1754;1773;436;151;539
15;84;Gemeindeverband;4827;4782;945;192;2014
15;84;Gemeinde;568;510;106;13;168
15;84;Gemeinde;891;854;167;13;428
15;84;Gemeinde;598;547;102;12;385
15;84;Gemeinde;1294;1332;284;72;436
15;84;Gemeinde;519;519;81;21;309
15;84;Gemeinde;456;513;132;34;149
15;84;Gemeinde;501;507;73;27;139
15;85;Stadtkreis/kreisfreie Stadt/Landkreis;110274;116221;25479;7996;34787
15;85;Gemeinde;3783;4037;930;245;1562
15;85;Gemeinde;10182;10937;2602;847;2523
15;85;Gemeinde;2935;2847;536;103;1014
15;85;Gemeinde;19697;21012;4671;1247;4161
15;85;Gemeinde;4329;4327;965;222;2446
15;85;Gemeinde;3909;3915;912;730;1739
15;85;Gemeinde;4735;4852;967;237;1528
15;85;Gemeinde;4102;4062;712;172;2184
15;85;Gemeinde;5662;6024;1583;370;3030
15;85;Gemeinde;5895;5816;1129;414;1977
15;85;Gemeinde;13246;14494;3084;1186;3666
15;85;Gemeinde;9128;9354;2214;639;2291
15;85;Gemeinde;16069;17894;3882;1025;4818
15;85;Gemeindeverband;6602;6650;1292;559;1848
15;85;Gemeinde;817;831;173;24;337
15;85;Gemeinde;485;494;66;26;176
15;85;Gemeinde;1085;1125;156;55;227
15;85;Gemeinde;741;726;164;105;174
15;85;Gemeinde;1302;1321;267;92;323
15;85;Gemeinde;759;763;162;67;202
15;85;Gemeinde;1413;1390;304;190;409
15;86;Stadtkreis/kreisfreie Stadt/Landkreis;46581;47268;9739;2505;13715
15;86;Gemeinde;4158;4336;772;297;990
15;86;Gemeinde;11448;11705;2631;493;2285
15;86;Gemeinde;3496;3553;714;144;1090
15;86;Gemeinde;7433;7603;1734;464;2417
15;86;Gemeinde;5342;5577;1153;396;1668
15;86;Gemeinde;3707;3636;674;121;1375
15;86;Gemeinde;6949;6779;1521;341;2880
15;86;Gemeinde;4048;4079;540;249;1010
15;87;Stadtkreis/kreisfreie Stadt/Landkreis;72689;75198;17445;5304;17180
15;87;Gemeinde;4203;4174;935;200;1344
15;87;Gemeinde;3685;3670;863;161;1209
15;87;Gemeinde;11955;12672;3095;1127;2172
15;87;Gemeinde;3993;4029;928;268;920
15;87;Gemeinde;7408;7788;1815;512;1038
15;87;Gemeinde;4805;4801;1182;176;1297
15;87;Gemeinde;14048;14830;3350;1064;2939
15;87;Gemeinde;4785;4882;1079;336;793
15;87;Gemeinde;5068;5031;1104;250;2363
15;87;Gemeindeverband;5031;5148;1117;212;2065
15;87;Gemeinde;897;894;164;25;615
15;87;Gemeinde;541;535;117;10;226
15;87;Gemeinde;537;513;90;16;72
15;87;Gemeinde;1790;1868;407;74;721
15;87;Gemeinde;1266;1338;339;87;431
15;87;Gemeindeverband;7708;8173;1977;998;1040
15;87;Gemeinde;852;869;193;55;88
15;87;Gemeinde;1002;1195;401;134;135
15;87;Gemeinde;666;666;137;27;87
15;87;Gemeinde;436;408;91;28;67
15;87;Gemeinde;2030;2227;533;444;182
15;87;Gemeinde;838;864;176;73;128
15;87;Gemeinde;1253;1307;311;194;212
15;87;Gemeinde;631;637;135;43;141
15;88;Stadtkreis/kreisfreie Stadt/Landkreis;94414;97267;18996;5512;22177
15;88;Gemeinde;5845;6188;1632;298;1108
15;88;Gemeinde;4546;4603;932;346;1513
15;88;Gemeinde;5900;5735;1158;278;1169
15;88;Gemeinde;4445;4379;658;215;631
15;88;Gemeinde;7647;7627;1196;382;1749
15;88;Gemeinde;7008;7130;1330;393;2036
15;88;Gemeinde;5208;5352;1103;304;1275
15;88;Gemeinde;16066;17814;4052;1241;2981
15;88;Gemeinde;4597;4653;987;209;1481
15;88;Gemeinde;5030;5067;814;425;1192
15;88;Gemeinde;5600;5926;1166;324;1559
15;88;Gemeinde;5914;6166;964;378;1486
15;88;Gemeinde;5625;5611;977;269;1312
15;88;Gemeinde;6722;6785;1123;296;1332
15;88;Gemeindeverband;4261;4231;904;154;1353
15;88;Gemeinde;555;532;110;12;185
15;88;Gemeinde;815;814;183;16;266
15;88;Gemeinde;466;435;81;14;199
15;88;Gemeinde;1210;1212;259;42;327
15;88;Gemeinde;580;606;148;25;71
15;88;Gemeinde;635;632;123;45;305
15;89;Stadtkreis/kreisfreie Stadt/Landkreis;100092;105366;23255;7039;24295
15;89;Gemeinde;13679;14861;3365;952;2579
15;89;Gemeinde;4520;4649;1116;260;1671
15;89;Gemeinde;16940;18076;3984;1378;4583
15;89;Gemeinde;4002;3998;731;255;902
15;89;Gemeinde;4632;4947;1313;254;916
15;89;Gemeinde;3703;3771;738;238;948
15;89;Gemeinde;4527;4587;938;191;1508
15;89;Gemeinde;3458;3506;784;270;1091
15;89;Gemeinde;15688;16904;3846;1056;2613
15;89;Gemeinde;4339;4469;867;136;1001
15;89;Gemeinde;13679;14375;3060;978;3306
15;89;Gemeindeverband;5707;5792;1235;675;1444
15;89;Gemeinde;952;956;192;69;218
15;89;Gemeinde;1642;1663;371;195;500
15;89;Gemeinde;656;629;109;33;105
15;89;Gemeinde;1779;1826;428;240;433
15;89;Gemeinde;678;718;135;138;188
15;89;Gemeindeverband;5218;5431;1278;396;1733
15;89;Gemeinde;1280;1307;327;89;396
15;89;Gemeinde;525;559;163;52;293
15;89;Gemeinde;2172;2303;539;181;574
15;89;Gemeinde;561;562;107;53;141
15;89;Gemeinde;680;700;142;21;329
15;90;Stadtkreis/kreisfreie Stadt/Landkreis;58876;60328;11872;2985;24016
15;90;Gemeinde;4532;4480;871;226;3413
15;90;Gemeinde;3506;3444;669;126;929
15;90;Gemeinde;5177;5434;1198;323;2440
15;90;Gemeinde;19909;21050;3806;1034;6115
15;90;Gemeinde;5854;5811;1230;191;1969
15;90;Gemeinde;5178;5470;1003;289;1436
15;90;Gemeindeverband;4822;4827;968;283;2555
15;90;Gemeinde;803;836;216;36;409
15;90;Gemeinde;464;487;75;30;342
15;90;Gemeinde;741;761;145;36;417
15;90;Gemeinde;483;482;57;22;184
15;90;Gemeinde;643;652;136;45;297
15;90;Gemeinde;478;477;97;39;216
15;90;Gemeinde;581;544;111;30;366
15;90;Gemeinde;629;588;131;45;324
15;90;Gemeindeverband;4508;4391;987;237;2014
15;90;Gemeinde;688;597;151;17;462
15;90;Gemeinde;818;809;170;51;277
15;90;Gemeinde;466;477;112;28;212
15;90;Gemeinde;668;636;173;30;225
15;90;Gemeinde;1136;1182;248;60;491
15;90;Gemeinde;732;690;133;51;347
15;90;Gemeindeverband;5390;5421;1140;276;3145
15;90;Gemeinde;778;775;138;47;451
15;90;Gemeinde;1071;953;209;46;927
15;90;Gemeinde;478;488;83;15;228
15;90;Gemeinde;2592;2715;615;147;1239
15;90;Gemeinde;471;490;95;21;300
15;91;Stadtkreis/kreisfreie Stadt/Landkreis;65065;67929;14845;4683;22752
15;91;Gemeinde;3682;3706;879;168;1488
15;91;Gemeinde;4377;4434;1079;384;2032
15;91;Gemeinde;6281;6499;1445;473;2011
15;91;Gemeinde;6376;6599;1386;485;1177
15;91;Gemeinde;7283;7337;1594;374;4060
15;91;Gemeinde;5252;5351;1224;329;2745
15;91;Gemeinde;4269;4355;954;299;1183
15;91;Gemeinde;22619;24771;5275;1825;6305
15;91;Gemeinde;4926;4877;1009;346;1751
16;51;Gemeinde;96506;104362;18074;13008;27418
16;51;Stadtkreis/kreisfreie Stadt/Landkreis;96506;104362;18074;13008;27418
16;52;Gemeinde;45891;50176;11675;2560;10744
16;52;Stadtkreis/kreisfreie Stadt/Landkreis;45891;50176;11675;2560;10744
16;53;Gemeinde;52091;53648;8806;5646;16265
16;53;Stadtkreis/kreisfreie Stadt/Landkreis;52091;53648;8806;5646;16265
16;54;Gemeinde;17859;19101;4008;890;4447
16;54;Stadtkreis/kreisfreie Stadt/Landkreis;17859;19101;4008;890;4447
16;55;Gemeinde;30097;32667;6001;1043;2681
16;55;Stadtkreis/kreisfreie Stadt/Landkreis;30097;32667;6001;1043;2681
16;56;Gemeinde;20191;21562;4576;1805;9057
16;56;Stadtkreis/kreisfreie Stadt/Landkreis;20191;21562;4576;1805;9057
16;61;Stadtkreis/kreisfreie Stadt/Landkreis;51201;51056;8929;71009;11182
16;61;Gemeinde;7922;8402;1653;10549;1422
16;61;Gemeinde;9270;9425;1542;9955;2543
16;61;Gemeindeverband;3961;3890;645;6056;668
16;61;Gemeinde;598;607;102;1003;60
16;61;Gemeinde;558;531;114;992;46
16;61;Gemeinde;356;351;76;598;40
16;61;Gemeinde;288;291;33;462;33
16;61;Gemeinde;611;586;114;1039;46
16;61;Gemeinde;120;134;25;34;135
16;61;Gemeinde;182;185;28;83;146
16;61;Gemeinde;1248;1205;153;1845;162
16;61;Gemeindeverband;3896;3775;633;6199;446
16;61;Gemeinde;2224;2183;402;3417;311
16;61;Gemeinde;267;260;30;463;22
16;61;Gemeinde;302;302;38;481;21
16;61;Gemeinde;390;361;64;653;36
16;61;Gemeinde;384;356;50;641;16
16;61;Gemeinde;329;313;49;544;40
16;61;Gemeindeverband;2754;2786;518;3846;825
16;61;Gemeinde;491;462;89;825;68
16;61;Gemeinde;190;197;35;45;178
16;61;Gemeinde;210;212;34;344;29
16;61;Gemeinde;213;212;29;341;27
16;61;Gemeinde;1542;1583;311;2104;506
16;61;Gemeinde;108;120;20;187;17
16;61;Gemeindeverband;4402;4324;824;4198;2505
16;61;Gemeinde;196;195;33;25;270
16;61;Gemeinde;436;421;87;722;51
16;61;Gemeinde;263;266;56;452;42
16;61;Gemeinde;210;208;27;43;233
16;61;Gemeinde;257;248;49;30;250
16;61;Gemeinde;215;204;24;38;274
16;61;Gemeinde;696;672;122;1057;133
16;61;Gemeinde;197;191;48;64;231
16;61;Gemeinde;1932;1919;378;1767;1021
16;61;Gemeindeverband;3837;3780;732;5469;911
16;61;Gemeinde;1708;1707;354;2706;228
16;61;Gemeinde;269;257;67;58;222
16;61;Gemeinde;823;787;150;1433;52
16;61;Gemeinde;344;324;61;79;369
16;61;Gemeinde;693;705;100;1193;40
16;61;Gemeindeverband;2899;2801;431;4074;740
16;61;Gemeinde;487;502;68;717;131
16;61;Gemeinde;138;133;21;120;50
16;61;Gemeinde;133;108;19;225;0
16;61;Gemeinde;154;140;16;256;6
16;61;Gemeinde;99;84;15;110;48
16;61;Gemeinde;311;328;53;522;55
16;61;Gemeinde;312;262;39;462;37
16;61;Gemeinde;292;301;36;474;41
16;61;Gemeinde;130;114;18;4;173
16;61;Gemeinde;182;161;21;254;24
16;61;Gemeinde;124;121;17;224;9
16;61;Gemeinde;250;242;36;420;12
16;61;Gemeinde;132;137;21;229;6
16;61;Gemeinde;155;168;51;57;148
16;61;Gemeindeverband;3560;3460;538;6251;215
16;61;Gemeinde;572;584;90;1009;38
16;61;Gemeinde;512;499;91;910;33
16;61;Gemeinde;87;86;18;160;3
16;61;Gemeinde;375;377;48;666;31
16;61;Gemeinde;684;660;97;1171;48
16;61;Gemeinde;410;384;67;717;15
16;61;Gemeinde;285;276;52;501;19
16;61;Gemeinde;635;594;75;1117;28
16;61;Gemeindeverband;3301;3186;503;5089;444
16;61;Gemeinde;56;61;18;17;49
16;61;Gemeinde;300;296;85;520;37
16;61;Gemeinde;65;66;17;27;62
16;61;Gemeinde;49;42;15;88;0
16;61;Gemeinde;154;156;25;256;16
16;61;Gemeinde;383;341;42;627;29
16;61;Gemeinde;152;150;21;237;41
16;61;Gemeinde;118;124;8;203;7
16;61;Gemeinde;83;64;7;99;15
16;61;Gemeinde;128;124;19;192;12
16;61;Gemeinde;197;199;28;353;7
16;61;Gemeinde;1310;1251;174;1975;140
16;61;Gemeinde;306;312;44;495;29
16;61;Gemeindeverband;2543;2477;422;4624;126
16;61;Gemeinde;438;437;73;833;13
16;61;Gemeinde;643;636;111;1190;27
16;61;Gemeinde;500;426;70;853;29
16;61;Gemeinde;705;722;130;1262;48
16;61;Gemeinde;257;256;38;486;9
16;61;Gemeindeverband;2856;2750;488;4699;337
16;61;Gemeinde;133;123;37;214;21
16;61;Gemeinde;44;39;13;70;4
16;61;Gemeinde;590;580;85;903;125
16;61;Gemeinde;269;263;47;434;32
16;61;Gemeinde;100;95;11;176;6
16;61;Gemeinde;153;149;9;272;12
16;61;Gemeinde;64;56;16;102;3
16;61;Gemeinde;86;69;16;155;0
16;61;Gemeinde;120;120;34;216;3
16;61;Gemeinde;123;115;22;216;0
16;61;Gemeinde;1174;1141;198;1941;131
16;62;Stadtkreis/kreisfreie Stadt/Landkreis;43012;44198;9174;3809;19802
16;62;Gemeinde;2804;2861;609;132;1309
16;62;Gemeinde;20687;21786;4503;1968;6407
16;62;Gemeinde;1575;1568;337;279;1045
16;62;Gemeinde;1210;1200;242;54;1204
16;62;Gemeinde;1679;1666;309;83;1234
16;62;Gemeindeverband;2961;2880;514;306;1655
16;62;Gemeinde;489;471;88;180;377
16;62;Gemeinde;184;197;33;15;131
16;62;Gemeinde;590;574;94;18;257
16;62;Gemeinde;454;450;83;24;297
16;62;Gemeinde;717;697;126;45;443
16;62;Gemeinde;527;491;90;24;150
16;62;Gemeindeverband;3959;4116;1007;298;2072
16;62;Gemeinde;133;99;21;9;82
16;62;Gemeinde;92;116;19;9;51
16;62;Gemeinde;190;181;30;9;98
16;62;Gemeinde;1430;1517;440;103;727
16;62;Gemeinde;570;554;110;46;316
16;62;Gemeinde;1544;1649;387;122;798
16;62;Gemeindeverband;4601;4614;965;518;2641
16;62;Gemeinde;3184;3263;734;414;1553
16;62;Gemeinde;48;48;3;3;42
16;62;Gemeinde;118;117;18;3;60
16;62;Gemeinde;242;233;45;12;209
16;62;Gemeinde;195;176;34;18;144
16;62;Gemeinde;156;137;24;24;62
16;62;Gemeinde;298;277;41;9;228
16;62;Gemeinde;360;363;66;35;343
16;62;Gemeindeverband;3536;3507;688;171;2235
16;62;Gemeinde;536;522;94;26;292
16;62;Gemeinde;466;460;72;10;425
16;62;Gemeinde;2534;2525;522;135;1518
16;63;Stadtkreis/kreisfreie Stadt/Landkreis;64308;64411;12732;11674;47525
16;63;Gemeinde;1837;2140;609;203;1204
16;63;Gemeinde;1286;1294;323;123;718
16;63;Gemeinde;1477;1470;313;77;951
16;63;Gemeinde;1261;1261;280;191;1053
16;63;Gemeinde;2660;2687;564;371;3030
16;63;Gemeinde;1871;1819;382;232;1609
16;63;Gemeinde;3265;3058;543;174;1965
16;63;Gemeinde;1735;1724;279;87;1292
16;63;Gemeinde;3004;2937;515;152;2580
16;63;Gemeinde;3237;3111;568;163;2786
16;63;Gemeindeverband;2426;2391;429;131;1540
16;63;Gemeinde;1601;1596;313;80;1085
16;63;Gemeinde;825;795;116;51;455
16;63;Gemeindeverband;3406;3326;704;175;3882
16;63;Gemeinde;2200;2201;442;133;2451
16;63;Gemeinde;528;508;118;21;718
16;63;Gemeinde;576;520;125;21;588
16;63;Gemeinde;102;97;19;0;125
16;63;Gemeindeverband;3652;3723;749;1476;4133
16;63;Gemeinde;201;182;25;132;197
16;63;Gemeinde;1523;1583;296;835;1519
16;63;Gemeinde;160;165;25;28;254
16;63;Gemeinde;320;342;66;49;447
16;63;Gemeinde;397;362;89;12;511
16;63;Gemeinde;416;471;140;36;526
16;63;Gemeinde;409;384;63;24;603
16;63;Gemeinde;226;234;45;360;76
16;63;Gemeindeverband;2940;2882;501;112;3017
16;63;Gemeinde;395;405;81;6;392
16;63;Gemeinde;348;347;53;6;352
16;63;Gemeinde;142;144;27;6;178
16;63;Gemeinde;169;170;19;0;180
16;63;Gemeinde;115;107;28;12;149
16;63;Gemeinde;325;333;55;16;379
16;63;Gemeinde;1141;1097;178;50;999
16;63;Gemeinde;305;279;60;16;388
16;63;Gemeindeverband;2215;2137;488;229;2625
16;63;Gemeinde;104;104;29;13;146
16;63;Gemeinde;203;170;29;33;222
16;63;Gemeinde;317;295;61;78;376
16;63;Gemeinde;289;264;65;15;293
16;63;Gemeinde;221;197;33;12;313
16;63;Gemeinde;850;873;222;62;951
16;63;Gemeinde;231;234;49;16;324
16;63;Gemeindeverband;2684;2785;563;451;2117
16;63;Gemeinde;142;137;30;9;104
16;63;Gemeinde;1773;1854;385;366;1081
16;63;Gemeinde;584;600;109;48;693
16;63;Gemeinde;185;194;39;28;239
16;63;Gemeindeverband;2626;2609;456;98;2079
16;63;Gemeinde;1210;1248;255;52;912
16;63;Gemeinde;595;577;94;13;711
16;63;Gemeinde;821;784;107;33;456
16;63;Gemeindeverband;2079;2038;433;125;1370
16;63;Gemeinde;1472;1444;292;95;905
16;63;Gemeinde;607;594;141;30;465
16;63;Gemeindeverband;8491;8955;1670;909;3156
16;63;Gemeinde;7606;8074;1511;827;2715
16;63;Gemeinde;885;881;159;82;441
16;63;Gemeindeverband;2504;2409;425;146;1617
16;63;Gemeinde;447;412;76;32;263
16;63;Gemeinde;2057;1997;349;114;1354
16;63;Gemeindeverband;2099;2006;401;105;2093
16;63;Gemeinde;214;208;37;28;236
16;63;Gemeinde;1535;1442;282;65;1583
16;63;Gemeinde;350;356;82;12;274
16;63;Gemeindeverband;3599;3497;631;5640;479
16;63;Gemeinde;685;661;103;1153;69
16;63;Gemeinde;2349;2316;445;3505;371
16;63;Gemeinde;35;24;0;56;3
16;63;Gemeinde;530;496;83;926;36
16;63;Gemeindeverband;3954;4152;906;304;2229
16;63;Gemeinde;2916;3076;723;214;1732
16;63;Gemeinde;1038;1076;183;90;497
16;64;Stadtkreis/kreisfreie Stadt/Landkreis;52297;53825;10716;16977;28665
16;64;Gemeinde;8718;9119;1795;865;3481
16;64;Gemeinde;1189;1162;200;1770;267
16;64;Gemeinde;1193;1137;240;1884;153
16;64;Gemeinde;16094;17379;3687;3333;5791
16;64;Gemeinde;1581;1569;262;180;1461
16;64;Gemeinde;1526;1518;373;2605;166
16;64;Gemeinde;1648;1619;233;257;1203
16;64;Gemeinde;1088;1112;227;133;766
16;64;Gemeinde;1682;1640;277;1777;790
16;64;Gemeindeverband;3574;3549;634;237;2492
16;64;Gemeinde;1262;1268;230;82;748
16;64;Gemeinde;451;441;97;18;241
16;64;Gemeinde;77;83;16;3;62
16;64;Gemeinde;127;139;18;3;108
16;64;Gemeinde;123;116;13;0;99
16;64;Gemeinde;75;71;16;7;44
16;64;Gemeinde;416;392;62;68;288
16;64;Gemeinde;106;112;27;12;118
16;64;Gemeinde;338;314;48;12;272
16;64;Gemeinde;110;119;22;3;73
16;64;Gemeinde;192;199;36;16;155
16;64;Gemeinde;76;74;13;0;91
16;64;Gemeinde;221;221;36;13;193
