Bundesland;Landkreis;Verwaltung;man;woman;older75;catholic;evangelic
5;70;Gemeinde;25405;26875;4871;23435;12016
5;70;Gemeinde;17630;18486;3713;20715;7423
5;70;Gemeinde;3154;3130;446;3984;756
5;70;Gemeinde;7460;7716;1146;9977;2741
5;70;Gemeinde;9762;9900;1877;12342;3799
5;70;Gemeinde;4612;4770;712;5896;1702
5;70;Gemeinde;14362;14578;2905;17868;5186
5;70;Gemeinde;5176;5449;757;6776;1723
5;70;Gemeinde;6899;7082;1044;8478;2539
5;70;Gemeinde;6293;6541;1091;8791;2118
5;70;Gemeinde;9038;9827;1733;11855;3358
5;70;Gemeinde;6181;6169;1270;8896;1930
5;70;Gemeinde;17793;19189;3396;22511;6291
5;11;Gemeinde;157311;169559;32130;53197;134832
5;11;Stadtkreis/kreisfreie Stadt/Landkreis;157311;169559;32130;53197;134832
5;54;Stadtkreis/kreisfreie Stadt/Landkreis;172971;177448;29885;136093;109874
5;54;Gemeinde;4325;4393;804;1229;4959
5;54;Gemeinde;46096;48076;8431;31118;30465
5;54;Gemeinde;10263;10766;2002;3077;10854
5;54;Gemeinde;11858;11940;1807;11957;4239
5;54;Gemeinde;7939;7960;1330;9781;2911
5;54;Gemeinde;4101;4050;685;5171;1461
5;54;Gemeinde;22836;23679;4115;23194;10288
5;54;Gemeinde;14267;14295;2215;18220;3660
5;54;Gemeinde;12962;13424;2094;11445;6608
5;54;Gemeinde;9805;10353;1791;2664;10889
5;54;Gemeinde;12588;12178;1742;13770;4768
5;54;Gemeinde;10338;10560;1846;3087;12231
5;54;Gemeinde;5593;5774;1023;1380;6541
5;58;Stadtkreis/kreisfreie Stadt/Landkreis;121741;128963;26396;27525;144554
5;58;Gemeinde;21990;23507;4662;4841;25691
5;58;Gemeinde;10050;10389;1925;2628;12211
5;58;Gemeinde;31515;33698;7007;9292;31396
5;58;Gemeinde;9631;10155;2152;1933;12357
5;58;Gemeinde;7870;8319;1691;1411;10392
5;58;Gemeinde;19235;20436;4218;3377;24474
5;58;Gemeinde;4884;4981;970;871;6673
5;58;Gemeinde;7153;7659;1663;1527;9287
5;58;Gemeinde;9413;9819;2108;1645;12073
5;62;Stadtkreis/kreisfreie Stadt/Landkreis;71872;73807;14713;91381;28376
5;62;Gemeinde;9017;9623;2011;11388;3718
5;62;Gemeinde;6806;7061;1491;8717;3011
5;62;Gemeinde;4681;4452;877;6889;1338
5;62;Gemeinde;8364;8489;1556;10414;2787
5;62;Gemeinde;14825;15341;3283;17371;7122
5;62;Gemeinde;2693;2662;524;4098;756
5;62;Gemeinde;3299;3279;659;4723;979
5;62;Gemeinde;6430;6677;1196;7550;3058
5;62;Gemeinde;11525;12022;2285;14596;4616
5;62;Gemeinde;4232;4201;831;5635;991
5;66;Stadtkreis/kreisfreie Stadt/Landkreis;168817;179864;36592;43695;177768
5;66;Gemeinde;4872;4777;641;1035;3376
5;66;Gemeinde;24618;27667;6749;6088;26826
5;66;Gemeinde;4460;4582;880;899;5401
5;66;Gemeinde;7735;7986;1477;1570;9004
5;66;Gemeinde;34862;38882;7484;9810;33706
5;66;Gemeinde;4129;4100;825;595;5491
5;66;Gemeinde;5867;5987;1310;1092;7344
5;66;Gemeinde;8411;8953;1947;2721;8581
5;66;Gemeinde;7011;7237;1586;912;8813
5;66;Gemeinde;16996;17828;3343;3178;17044
5;66;Gemeinde;20056;20977;4373;4298;22196
5;66;Gemeinde;7872;8050;1497;1895;7845
5;66;Gemeinde;5012;5197;1033;3949;4296
5;66;Gemeinde;8068;8615;1775;2441;8193
5;66;Gemeinde;4407;4586;937;1323;5108
5;66;Gemeinde;4441;4440;735;1889;4544
5;70;Stadtkreis/kreisfreie Stadt/Landkreis;152164;160005;32505;25986;187550
5;70;Gemeinde;23448;25175;5432;4455;27624
5;70;Gemeinde;12064;12741;2493;2136;11428
5;70;Gemeinde;7797;8229;1513;745;11945
5;70;Gemeinde;6486;6688;1138;670;9185
5;70;Gemeinde;12209;13264;2435;1989;15527
5;70;Gemeinde;38782;41339;8494;9305;42105
5;70;Gemeinde;13007;13098;2656;1507;18072
5;70;Gemeinde;17477;18146;3732;2604;21784
5;70;Gemeinde;6185;6556;1293;685;8509
5;70;Gemeinde;7730;7905;1772;1023;11016
5;70;Gemeinde;6979;6864;1547;867;10355
5;74;Stadtkreis/kreisfreie Stadt/Landkreis;145738;148864;22958;174048;52078
5;74;Gemeinde;4668;4628;817;5893;1745
5;74;Gemeinde;7175;7792;1670;7198;3713
5;74;Gemeinde;6470;6711;1014;8508;2219
5;74;Gemeinde;11040;10684;1731;14747;3604
5;74;Gemeinde;15384;15030;2106;20927;3750
5;74;Gemeinde;7870;7772;1164;9605;2631
5;74;Gemeinde;5330;5144;817;7682;1340
5;74;Gemeinde;69757;72608;10790;74451;27854
5;74;Gemeinde;12016;12418;1871;16252;3584
5;74;Gemeinde;6028;6077;978;8785;1638
5;11;Gemeinde;173937;188349;38305;118791;118286
5;11;Stadtkreis/kreisfreie Stadt/Landkreis;173937;188349;38305;118791;118286
5;13;Gemeinde;277274;293869;54972;162520;184189
5;13;Stadtkreis/kreisfreie Stadt/Landkreis;277274;293869;54972;162520;184189
5;14;Gemeinde;90563;97381;20072;54719;64190
5;14;Stadtkreis/kreisfreie Stadt/Landkreis;90563;97381;20072;54719;64190
5;15;Gemeinde;85535;90502;16693;65872;56786
5;15;Stadtkreis/kreisfreie Stadt/Landkreis;85535;90502;16693;65872;56786
5;16;Gemeinde;74610;80550;16684;49373;49697
5;16;Stadtkreis/kreisfreie Stadt/Landkreis;74610;80550;16684;49373;49697
5;54;Stadtkreis/kreisfreie Stadt/Landkreis;157137;168913;33974;76898;135387
5;54;Gemeinde;4417;4647;723;1969;4686
5;54;Gemeinde;14875;15525;3140;5849;13521
5;54;Gemeinde;15126;16103;3254;6153;13849
5;54;Gemeinde;26174;28079;6061;16228;20413
5;54;Gemeinde;10886;12022;2356;5702;9473
5;54;Gemeinde;13482;14953;3204;5744;11601
5;54;Gemeinde;12180;13264;2512;5168;12238
5;54;Gemeinde;13634;14301;2781;6199;11753
5;54;Gemeinde;46363;50019;9943;23886;37853
5;58;Stadtkreis/kreisfreie Stadt/Landkreis;131467;135044;26461;181319;40782
5;58;Gemeinde;36177;38207;7694;46900;13608
5;58;Gemeinde;5668;5761;1064;7750;1331
5;58;Gemeinde;12621;13288;2604;17376;4284
5;58;Gemeinde;4517;4542;844;7111;919
5;58;Gemeinde;2258;2249;458;3373;692
5;58;Gemeinde;10296;10132;2033;13519;3995
5;58;Gemeinde;3974;3996;816;5644;1245
5;58;Gemeinde;15107;15638;3103;20052;4181
5;58;Gemeinde;7384;7673;1507;10690;2072
5;58;Gemeinde;12725;12750;2314;19690;2603
5;58;Gemeinde;14279;14286;2651;19903;3979
5;58;Gemeinde;6461;6522;1373;9311;1873
5;62;Stadtkreis/kreisfreie Stadt/Landkreis;206697;217121;39501;131179;154743
5;62;Gemeinde;8839;9379;1942;4014;8415
5;62;Gemeinde;5803;5985;1011;7636;2322
5;62;Gemeinde;8007;8467;1572;2617;7739
5;62;Gemeinde;17205;18020;3033;10644;14219
5;62;Gemeinde;3592;3771;760;1404;3725
5;62;Gemeinde;45951;48679;8997;30750;33732
5;62;Gemeinde;7969;8394;1399;3179;6776
5;62;Gemeinde;35802;37960;6893;15964;27318
5;62;Gemeinde;10373;10700;1891;4155;8413
5;62;Gemeinde;26503;27992;5145;31178;12297
5;62;Gemeinde;3325;3399;583;1408;3061
5;62;Gemeinde;6028;6128;1008;4421;4252
5;62;Gemeinde;12914;13321;2527;7406;10405
5;62;Gemeinde;5356;5526;1020;2148;5465
5;62;Gemeinde;9030;9400;1720;4255;6604
5;66;Stadtkreis/kreisfreie Stadt/Landkreis;67847;68643;11994;95949;18366
5;66;Gemeinde;12112;12350;2115;16243;3848
5;66;Gemeinde;5932;5895;966;8651;1565
5;66;Gemeinde;8641;8531;1543;12546;2100
5;66;Gemeinde;6077;5992;1082;9253;1349
5;66;Gemeinde;13184;13289;2473;19471;2725
5;66;Gemeinde;12047;12775;2306;15951;3687
5;66;Gemeinde;9854;9811;1509;13834;3092
5;70;Stadtkreis/kreisfreie Stadt/Landkreis;135507;141327;26459;58360;147073
5;70;Gemeinde;9747;10008;2065;2140;14258
5;70;Gemeinde;7238;7265;1387;1621;8360
5;70;Gemeinde;3667;3647;672;907;5427
5;70;Gemeinde;8824;9201;1564;3443;10902
5;70;Gemeinde;7582;7804;1561;2724;9247
5;70;Gemeinde;15092;15662;2905;5537;16931
5;70;Gemeinde;7016;7169;1582;1270;10400
5;70;Gemeinde;11590;11736;2025;10154;8755
5;70;Gemeinde;6965;6965;1285;2182;7410
5;70;Gemeinde;47720;51467;9623;21245;46056
5;70;Gemeinde;10066;10403;1790;7137;9327
5;74;Stadtkreis/kreisfreie Stadt/Landkreis;145297;151578;27638;162003;74042
5;74;Gemeinde;5195;5226;900;6826;1865
5;74;Gemeinde;5436;6042;1739;4052;5056
5;74;Gemeinde;6192;6144;967;8529;2181
5;74;Gemeinde;7526;8042;1568;10004;3047
5;74;Gemeinde;10233;10485;1693;13253;3410
5;74;Gemeinde;5948;6012;1005;8165;2204
5;74;Gemeinde;32076;33810;5986;34642;15388
5;74;Gemeinde;5576;5465;1120;5970;2592
5;74;Gemeinde;5245;5390;1072;7654;1541
5;74;Gemeinde;22322;24420;4152;17332;17734
5;74;Gemeinde;12811;13156;2722;17345;4661
5;74;Gemeinde;6031;6222;1082;4672;5550
5;74;Gemeinde;15114;15189;2476;16598;6415
5;74;Gemeinde;5592;5975;1156;6961;2398
5;78;Stadtkreis/kreisfreie Stadt/Landkreis;191806;204254;38837;132338;149061
5;78;Gemeinde;23990;25021;4272;13078;19928
5;78;Gemeinde;8674;9344;1810;4266;7711
5;78;Gemeinde;10221;10707;2136;7896;8373
5;78;Gemeinde;8102;8653;1681;5060;7085
5;78;Gemeinde;21236;22579;4487;11321;19656
5;78;Gemeinde;41776;44234;8622;29310;27916
5;78;Gemeinde;22559;24184;4590;13529;18762
5;78;Gemeinde;12624;13393;2366;12775;7828
5;78;Gemeinde;28291;30858;5837;18914;24307
5;78;Gemeinde;14333;15281;3036;16189;7495
6;11;Gemeinde;71313;72186;12416;27716;47431
6;11;Stadtkreis/kreisfreie Stadt/Landkreis;71313;72186;12416;27716;47431
6;12;Gemeinde;326928;340997;49264;155034;139322
6;12;Stadtkreis/kreisfreie Stadt/Landkreis;326928;340997;49264;155034;139322
6;13;Gemeinde;55529;57914;9116;28840;20836
6;13;Stadtkreis/kreisfreie Stadt/Landkreis;55529;57914;9116;28840;20836
6;14;Gemeinde;127873;141248;24318;61723;76160
6;14;Stadtkreis/kreisfreie Stadt/Landkreis;127873;141248;24318;61723;76160
6;31;Stadtkreis/kreisfreie Stadt/Landkreis;127392;133349;24307;98624;82931
6;31;Gemeinde;1225;1229;230;1608;415
6;31;Gemeinde;18952;20301;3463;12991;13115
6;31;Gemeinde;4479;4371;791;4079;2478
6;31;Gemeinde;4881;5248;1037;3236;3951
6;31;Gemeinde;7406;7805;1433;8087;3325
6;31;Gemeinde;3072;3053;461;2809;1759
6;31;Gemeinde;5214;5266;880;4581;3299
6;31;Gemeinde;1999;2057;382;2228;895
6;31;Gemeinde;1905;1897;384;1087;1703
6;31;Gemeinde;1852;1861;384;887;1794
6;31;Gemeinde;12152;12743;2471;11081;5594
6;31;Gemeinde;1727;1814;407;1539;1110
6;31;Gemeinde;15146;15891;3051;9547;11762
6;31;Gemeinde;3487;3657;692;1256;4184
6;31;Gemeinde;2448;2596;631;1102;2647
6;31;Gemeinde;6248;6628;1130;6639;2684
6;31;Gemeinde;4831;5039;898;4042;2898
6;31;Gemeinde;1864;1941;363;1013;1671
6;31;Gemeinde;4168;4377;859;1904;4232
6;31;Gemeinde;15775;16840;2795;13654;6714
6;31;Gemeinde;5323;5349;1149;3845;3734
6;31;Gemeinde;3238;3386;416;1409;2967
6;32;Stadtkreis/kreisfreie Stadt/Landkreis;139106;143495;23106;66750;112556
6;32;Gemeinde;4442;4630;660;1597;4033
6;32;Gemeinde;7696;7891;1241;3770;6102
6;32;Gemeinde;2616;2781;386;1061;2233
6;32;Gemeinde;7100;7428;1168;5719;3561
6;32;Gemeinde;2949;3011;469;2671;1186
6;32;Gemeinde;3665;3816;592;1419;2836
6;32;Gemeinde;1341;1309;226;290;1638
6;32;Gemeinde;12556;12957;1883;5631;8799
6;32;Gemeinde;2290;2321;401;741;2640
6;32;Gemeinde;10197;10501;1755;5265;9479
6;32;Gemeinde;6689;6834;950;4270;4411
6;32;Gemeinde;1858;1896;311;858;1649
6;32;Gemeinde;2486;2522;468;662;2896
6;32;Gemeinde;6547;6858;1246;2322;6272
6;32;Gemeinde;7001;7070;987;5708;3360
6;32;Gemeinde;7131;7414;1236;2195;6785
6;32;Gemeinde;3175;3134;502;1497;3173
6;32;Gemeinde;11575;12254;2068;4828;9652
6;32;Gemeinde;8006;8288;1460;3065;7816
6;32;Gemeinde;5849;6054;1127;2313;5376
6;32;Gemeinde;4504;4526;674;3223;3400
6;32;Gemeinde;7566;8192;1776;2811;6796
6;32;Gemeinde;11867;11808;1520;4834;8463
6;33;Stadtkreis/kreisfreie Stadt/Landkreis;123534;127515;20636;54456;75718
6;33;Gemeinde;3158;3201;518;1185;2989
6;33;Gemeinde;6126;6427;1182;3071;3714
6;33;Gemeinde;6631;6966;963;2602;5181
6;33;Gemeinde;4837;4979;857;3778;2815
6;33;Gemeinde;7626;8075;1501;4442;4673
6;33;Gemeinde;11699;12040;1842;5077;8131
6;33;Gemeinde;6665;6647;1077;3071;3290
6;33;Gemeinde;16087;16293;2448;6076;8344
6;33;Gemeinde;4872;5039;885;2221;3130
6;33;Gemeinde;7119;7353;912;2712;2954
6;33;Gemeinde;10568;10989;1533;4066;9382
6;33;Gemeinde;28814;29951;5329;11809;13711
6;33;Gemeinde;2868;2925;501;1115;2557
6;33;Gemeinde;6464;6630;1088;3231;4847
6;34;Stadtkreis/kreisfreie Stadt/Landkreis;108316;117814;21591;58790;72334
6;34;Gemeinde;23903;27467;5436;13476;14826
6;34;Gemeinde;11877;12447;1974;5756;8299
6;34;Gemeinde;2565;2678;448;1861;1532
6;34;Gemeinde;2623;2563;370;831;2566
6;34;Gemeinde;7359;8359;1444;4959;4411
6;34;Gemeinde;8212;9602;2691;4663;5948
6;34;Gemeinde;7211;7494;959;3064;5804
6;34;Gemeinde;21169;22919;4398;12201;12537
6;34;Gemeinde;4446;4379;633;2744;2514
6;34;Gemeinde;4801;5229;784;2291;2675
6;34;Gemeinde;6462;6850;1102;3172;4826
6;34;Gemeinde;4577;4681;757;2369;3526
6;34;Gemeinde;3111;3146;595;1403;2870
6;35;Stadtkreis/kreisfreie Stadt/Landkreis;195335;205527;35582;111915;144937
6;35;Gemeinde;4344;4857;1478;4642;2212
6;35;Gemeinde;6537;6877;1409;6972;3137
6;35;Gemeinde;4176;4175;694;4288;2289
6;35;Gemeinde;3123;3194;651;870;4477
6;35;Gemeinde;2556;2651;451;902;3004
6;35;Gemeinde;9810;10417;1974;4923;7774
6;35;Gemeinde;6431;6693;1056;2990;4924
6;35;Gemeinde;1221;1234;238;417;1487
6;35;Gemeinde;6975;7404;1217;8732;2391
6;35;Gemeinde;10532;11269;1876;5998;8474
6;35;Gemeinde;3592;3736;686;3488;1500
6;35;Gemeinde;7007;7348;1104;2678;7240
6;35;Gemeinde;2391;2380;343;750;2461
6;35;Gemeinde;42132;44671;7446;23193;20168
6;35;Gemeinde;3599;3702;613;1714;3552
6;35;Gemeinde;1832;1794;291;2648;434
6;35;Gemeinde;6517;6905;1139;2500;5877
6;35;Gemeinde;4857;5004;864;2052;4797
6;35;Gemeinde;17112;18694;3127;7354;11103
6;35;Gemeinde;2554;2644;394;972;2317
6;35;Gemeinde;9764;10089;1407;4507;8232
6;35;Gemeinde;1843;1879;254;873;1259
6;35;Gemeinde;5404;5738;1055;2970;4096
6;35;Gemeinde;1628;1703;259;536;1764
6;35;Gemeinde;8028;8278;1646;3458;8929
6;35;Gemeinde;5685;5934;946;2345;4969
6;35;Gemeinde;4524;4570;902;2102;5837
6;35;Gemeinde;5185;5379;1037;3841;4759
6;35;Gemeinde;5976;6308;1025;3200;5474
6;36;Stadtkreis/kreisfreie Stadt/Landkreis;108556;115503;19629;69897;61221
6;36;Gemeinde;9997;11063;2380;5863;5950
6;36;Gemeinde;6433;6865;965;4318;3502
6;36;Gemeinde;9867;10497;1572;5034;5671
6;36;Gemeinde;9612;10311;1571;7961;4199
6;36;Gemeinde;12224;12549;2032;7283;6165
6;36;Gemeinde;8194;8692;1600;6937;4505
6;36;Gemeinde;18324;19518;3241;10877;12349
6;36;Gemeinde;13410;14275;2725;9505;7231
6;36;Gemeinde;5125;5315;738;3533;2652
6;36;Gemeinde;4340;4340;576;2282;2593
6;36;Gemeinde;6968;7703;1554;4032;3733
6;36;Gemeinde;4062;4375;675;2272;2671
6;37;Stadtkreis/kreisfreie Stadt/Landkreis;47447;49166;9608;17077;48020
6;37;Gemeinde;4515;4800;1241;1460;4778
6;37;Gemeinde;3252;3225;664;806;3974
6;37;Gemeinde;2555;2568;480;678;2958
6;37;Gemeinde;3581;3763;627;1634;2857
6;37;Gemeinde;1745;1840;351;518;1980
6;37;Gemeinde;6321;6924;1387;2482;5910
6;37;Gemeinde;1559;1626;308;502;2006
6;37;Gemeinde;324;338;73;273;299
6;37;Gemeinde;4909;5019;817;1776;4279
6;37;Gemeinde;3439;3427;563;2171;3002
6;37;Gemeinde;8126;8283;1568;2812;7473
6;37;Gemeinde;1295;1273;288;318;1499
6;37;Gemeinde;4210;4379;833;1279;4985
6;37;Gemeinde;1131;1228;310;250;1337
6;37;Gemeinde;485;473;98;118;683
6;38;Stadtkreis/kreisfreie Stadt/Landkreis;161926;170402;29068;103901;79160
6;38;Gemeinde;15781;16064;2106;5315;6314
6;38;Gemeinde;19174;20215;4008;7990;13369
6;38;Gemeinde;5385;5493;939;2186;3753
6;38;Gemeinde;6591;7208;1321;7305;2353
6;38;Gemeinde;8794;9134;1970;6306;4077
6;38;Gemeinde;16933;18006;3301;8089;9714
6;38;Gemeinde;4432;4548;727;4653;1488
6;38;Gemeinde;13105;13742;2230;10142;5627
6;38;Gemeinde;16650;18058;3342;7367;8399
6;38;Gemeinde;11532;12254;1969;9075;4542
6;38;Gemeinde;21098;21821;3286;15938;10144
6;38;Gemeinde;12794;13468;2039;9383;5799
6;38;Gemeinde;9657;10391;1830;10152;3581
6;39;Stadtkreis/kreisfreie Stadt/Landkreis;87828;92398;16251;58615;57914
6;39;Gemeinde;3004;3008;560;1167;2821
6;39;Gemeinde;5030;5364;936;2483;3549
6;39;Gemeinde;8010;8629;1634;7598;3656
6;39;Gemeinde;5611;5879;1145;5796;2482
6;39;Gemeinde;3935;3906;644;1664;3635
6;39;Gemeinde;3003;3022;493;1188;3025
6;39;Gemeinde;4923;5070;755;1855;4738
6;39;Gemeinde;11229;12043;1869;5649;8278
6;39;Gemeinde;1859;2038;348;1973;800
6;39;Gemeinde;1856;1950;427;2454;570
6;39;Gemeinde;7083;7327;1209;4092;4290
6;39;Gemeinde;5607;5844;1150;6301;2076
6;39;Gemeinde;4788;5030;949;5432;1617
6;39;Gemeinde;3031;3051;594;1608;2054
6;39;Gemeinde;13627;14739;2583;6361;10158
6;39;Gemeinde;2547;2641;426;918;2577
6;39;Gemeinde;2685;2857;529;2076;1588
6;40;Stadtkreis/kreisfreie Stadt/Landkreis;143143;149430;26213;59205;135117
6;40;Gemeinde;5848;6017;817;2146;5355
6;40;Gemeinde;14005;16205;3715;7062;11296
6;40;Gemeinde;15015;16266;2837;7364;10433
6;40;Gemeinde;10258;10613;1709;2689;11528
6;40;Gemeinde;11894;11991;2139;4342;11923
6;40;Gemeinde;2730;2863;507;859;3035
6;40;Gemeinde;4309;4470;792;1272;5325
6;40;Gemeinde;13479;13859;2224;6664;10226
6;40;Gemeinde;3781;3813;814;787;5103
6;40;Gemeinde;1511;1559;288;494;1844
6;40;Gemeinde;1438;1455;262;409;1677
6;40;Gemeinde;10501;10647;1716;4632;8013
6;40;Gemeinde;1362;1423;246;269;1962
6;40;Gemeinde;2598;2657;326;899;2460
6;40;Gemeinde;2769;2863;502;906;3504
6;40;Gemeinde;8286;8578;1791;2232;10291
6;40;Gemeinde;4594;4716;669;2419;3835
6;40;Gemeinde;2851;2909;452;2216;1888
6;40;Gemeinde;4371;4579;1023;1130;5610
6;40;Gemeinde;2440;2422;431;737;2841
6;40;Gemeinde;3328;3442;527;1518;3187
6;40;Gemeinde;2130;2140;361;2241;1063
6;40;Gemeinde;5871;5960;832;2203;5014
6;40;Gemeinde;4766;4878;768;1676;5521
6;40;Gemeinde;3008;3105;465;2039;2183
6;31;Stadtkreis/kreisfreie Stadt/Landkreis;122259;128979;22236;40402;131648
6;31;Gemeinde;2110;2062;352;433;2744
6;31;Gemeinde;4877;5135;1034;1324;6045
6;31;Gemeinde;6283;6487;1175;2016;7219
6;31;Gemeinde;3166;3302;637;915;3724
6;31;Gemeinde;35931;38846;5743;13977;31295
6;31;Gemeinde;6701;7058;1292;1763;8666
6;31;Gemeinde;3575;3734;757;1061;3886
6;31;Gemeinde;6145;6355;1207;2004;7726
6;31;Gemeinde;5726;5947;956;1843;6618
6;31;Gemeinde;4749;4978;941;1361;5951
6;31;Gemeinde;6386;6716;1236;2250;7480
6;31;Gemeinde;5891;6172;995;1872;5958
6;31;Gemeinde;4825;5005;947;1680;4548
6;31;Gemeinde;8445;8926;1517;2470;8626
6;31;Gemeinde;2541;2626;575;576;3828
6;31;Gemeinde;5045;5205;938;1536;6121
6;31;Gemeinde;3991;4123;741;1275;4765
6;31;Gemeinde;5872;6302;1193;2046;6448
6;32;Stadtkreis/kreisfreie Stadt/Landkreis;123603;129838;24153;36995;138177
6;32;Gemeinde;6664;6950;1234;1965;7379
6;32;Gemeinde;1671;1749;384;375;2171
6;32;Gemeinde;5183;5580;1171;2088;5578
6;32;Gemeinde;2447;2489;483;434;2496
6;32;Gemeinde;2983;3013;597;741;3724
6;32;Gemeinde;11632;12242;2282;2914;12414
6;32;Gemeinde;2549;2571;406;786;2884
6;32;Gemeinde;4528;4724;904;1259;5400
6;32;Gemeinde;5235;5038;888;952;6266
6;32;Gemeinde;3353;3501;708;819;4617
6;32;Gemeinde;9690;9979;1801;2061;10366
6;32;Gemeinde;9987;10645;2027;2800;10966
6;32;Gemeinde;2457;2428;406;443;3191
6;32;Gemeinde;5079;5453;807;1287;6294
6;32;Gemeinde;3990;4104;717;1272;4619
6;32;Gemeinde;2848;2968;508;822;3416
6;32;Gemeinde;2425;2476;469;469;3359
6;32;Gemeinde;3148;3228;577;1188;3921
6;32;Gemeinde;1383;1402;253;165;1942
6;32;Gemeinde;3188;3332;605;1119;3690
6;32;Gemeinde;6588;6859;1321;2473;7486
6;32;Gemeinde;2457;2399;393;785;2791
6;32;Gemeinde;24118;26708;5212;9778;23207
6;33;Stadtkreis/kreisfreie Stadt/Landkreis;83913;86783;15564;74890;53739
6;33;Gemeinde;2756;2809;452;2829;1645
6;33;Gemeinde;3235;3401;679;4463;1008
6;33;Gemeinde;6835;7090;1131;7018;2771
6;33;Gemeinde;4244;4275;855;5711;1257
6;33;Gemeinde;1163;1196;195;1452;458
6;33;Gemeinde;3858;4190;795;5026;1205
6;33;Gemeinde;5881;6148;1051;6966;2204
6;33;Gemeinde;4795;4990;766;2104;5150
6;33;Gemeinde;16405;17178;3130;15635;7811
6;33;Gemeinde;2105;2205;486;716;2700
6;33;Gemeinde;2843;2903;473;3384;1330
6;33;Gemeinde;1669;1650;251;619;1973
6;33;Gemeinde;4827;4864;867;3753;3719
6;33;Gemeinde;4101;4024;735;3845;1528
6;33;Gemeinde;3423;3518;669;2909;2774
6;33;Gemeinde;2942;2903;480;3775;1033
6;33;Gemeinde;6206;6495;1283;2510;6868
6;33;Gemeinde;4415;4623;861;1480;5322
6;33;Gemeinde;2210;2321;405;695;2983
6;34;Stadtkreis/kreisfreie Stadt/Landkreis;117523;123703;20999;44020;130608
6;34;Gemeinde;2545;2559;372;3574;933
6;34;Gemeinde;1777;1708;311;232;2357
6;34;Gemeinde;4074;4181;894;769;5131
6;34;Gemeinde;6716;6975;1492;1417;8194
6;34;Gemeinde;3548;3436;650;670;3497
6;34;Gemeinde;3321;3405;532;825;4355
6;34;Gemeinde;5744;5956;1072;1071;7777
6;34;Gemeinde;4367;4512;813;791;5951
6;34;Gemeinde;1976;2094;425;434;2760
6;34;Gemeinde;5979;6247;1344;1457;7606
6;34;Gemeinde;7917;8265;1539;4071;8857
6;34;Gemeinde;3386;3433;495;672;4530
6;34;Gemeinde;2811;2816;439;518;3873
6;34;Gemeinde;33766;37917;5336;14095;32637
6;34;Gemeinde;1732;1742;323;261;2741
6;34;Gemeinde;4284;4347;786;3631;3472
6;34;Gemeinde;2196;2270;455;435;3323
6;34;Gemeinde;10194;10528;1638;6834;7021
6;34;Gemeinde;2065;2074;435;389;2796
6;34;Gemeinde;3429;3538;568;717;4545
6;34;Gemeinde;4481;4524;831;937;6392
6;34;Gemeinde;1215;1176;249;220;1860
6;35;Stadtkreis/kreisfreie Stadt/Landkreis;53687;54823;12265;16399;73965
6;35;Gemeinde;7949;8434;2023;2474;10698
6;35;Gemeinde;1041;1006;186;1299;594
6;35;Gemeinde;1319;1306;300;172;2075
6;35;Gemeinde;1609;1626;398;604;2268
6;35;Gemeinde;1437;1462;308;327;2149
6;35;Gemeinde;1287;1246;298;330;1869
6;35;Gemeinde;2407;2426;611;603;3531
6;35;Gemeinde;2423;2435;466;1437;2722
6;35;Gemeinde;3848;3811;758;1052;5343
6;35;Gemeinde;1714;1659;409;393;2544
6;35;Gemeinde;6333;6930;1711;2024;8517
6;35;Gemeinde;1267;1206;253;189;1996
6;35;Gemeinde;4708;4775;920;861;6770
6;35;Gemeinde;1422;1466;286;368;2146
6;35;Gemeinde;4698;4927;1094;1872;6192
6;35;Gemeinde;5252;5114;1098;1261;7108
6;35;Gemeinde;1461;1449;321;247;2270
6;35;Gemeinde;1537;1544;436;236;2347
6;35;Gemeinde;1975;2001;389;650;2826
6;11;Gemeinde;91488;99277;18299;28547;80373
6;11;Stadtkreis/kreisfreie Stadt/Landkreis;91488;99277;18299;28547;80373
6;31;Stadtkreis/kreisfreie Stadt/Landkreis;105791;110388;20837;134536;43277
6;31;Gemeinde;1308;1587;492;1623;749
6;31;Gemeinde;3250;3288;588;2698;2872
6;31;Gemeinde;1652;1671;246;2528;353
6;31;Gemeinde;2228;2290;417;3450;588
6;31;Gemeinde;1285;1311;273;2231;188
6;31;Gemeinde;5459;5583;859;7853;1537
6;31;Gemeinde;3594;3674;720;5383;1156
6;31;Gemeinde;4335;4352;885;6522;1106
6;31;Gemeinde;30999;33415;6283;32574;13345
6;31;Gemeinde;2754;2804;628;1697;3132
6;31;Gemeinde;4226;4325;755;6640;1077
6;31;Gemeinde;2285;2341;507;3446;703
6;31;Gemeinde;3044;3025;506;4942;589
6;31;Gemeinde;2409;2317;451;3809;498
6;31;Gemeinde;7801;8049;1636;10022;2978
6;31;Gemeinde;3153;3151;571;3792;1871
6;31;Gemeinde;7643;8410;1441;10637;2683
6;31;Gemeinde;5344;5440;1057;7908;1649
6;31;Gemeinde;1493;1385;206;2340;267
6;31;Gemeinde;7174;7593;1445;10047;2411
6;31;Gemeinde;1279;1281;240;2016;278
6;31;Gemeinde;824;833;134;1399;142
6;31;Gemeinde;2252;2263;497;979;3105
6;32;Stadtkreis/kreisfreie Stadt/Landkreis;59300;61394;13424;12148;80850
6;32;Gemeinde;2563;2552;470;223;3544
6;32;Gemeinde;13700;14910;3183;4335;15240
