transmission,cylinder,turbo,car_size,year,mpg_city,mpg_highway,displacement
manual,few,False,1,1984,23.0,35.0,120.0
manual,few,False,1,1984,25.0,36.0,91.0
auto,medium,False,1,1984,16.0,28.0,350.0
manual,medium,False,1,1984,16.0,28.0,350.0
auto,medium,True,1,1984,19.0,28.0,181.0
auto,medium,False,1,1984,20.0,28.0,181.0
manual,medium,True,1,1984,20.0,30.0,181.0
manual,medium,False,1,1984,22.0,33.0,181.0
auto,few,False,1,1984,27.0,37.0,98.0
manual,few,False,1,1984,27.0,41.0,98.0
manual,few,True,1,1984,26.0,42.0,98.0
manual,few,False,1,1984,51.0,67.0,82.0
auto,few,False,1,1984,32.0,42.0,91.0
manual,few,False,1,1984,36.0,49.0,91.0
auto,medium,False,1,1984,16.0,23.0,303.0
manual,many,False,1,1984,12.0,18.0,290.0
manual,few,True,1,1984,14.0,25.0,132.0
auto,few,False,1,1984,19.0,29.0,70.0
manual,few,False,1,1984,19.0,29.0,70.0
manual,few,False,1,1984,18.0,29.0,80.0
auto,medium,False,1,1984,18.0,23.0,234.0
auto,few,False,1,1984,22.0,29.0,122.0
manual,few,False,1,1984,25.0,36.0,122.0
auto,few,False,1,1984,27.0,40.0,151.0
manual,few,False,1,1984,27.0,47.0,151.0
manual,few,False,1,1984,26.0,40.0,151.0
manual,medium,False,2,1984,21.0,34.0,152.0
auto,medium,False,2,1984,17.0,29.0,305.0
manual,medium,True,2,1984,15.0,25.0,153.0
manual,medium,False,2,1984,19.0,32.0,193.0
auto,medium,False,2,1984,17.0,25.0,285.0
manual,medium,False,2,1984,16.0,27.0,285.0
auto,few,False,2,1984,21.0,29.0,151.0
manual,few,False,2,1984,22.0,35.0,151.0
manual,few,False,2,1984,42.0,54.0,79.0
manual,few,False,2,1984,44.0,57.0,79.0
auto,few,False,2,1984,25.0,32.0,109.0
manual,few,False,2,1984,27.0,36.0,109.0
auto,medium,False,3,1984,10.0,14.0,326.0
auto,medium,False,3,1984,10.0,15.0,326.0
manual,medium,False,3,1984,9.0,13.0,326.0
auto,medium,False,3,1984,19.0,27.0,131.0
manual,medium,False,3,1984,22.0,33.0,131.0
auto,medium,False,3,1984,20.0,29.0,136.0
manual,medium,False,3,1984,21.0,32.0,136.0
manual,medium,True,3,1984,17.0,28.0,131.0
auto,few,False,3,1984,24.0,33.0,109.0
manual,few,False,3,1984,27.0,40.0,109.0
manual,medium,False,3,1984,20.0,28.0,136.0
auto,few,False,3,1984,27.0,34.0,108.0
manual,few,False,3,1984,27.0,38.0,108.0
auto,medium,False,3,1984,22.0,35.0,164.0
manual,medium,False,3,1984,23.0,36.0,164.0
auto,medium,False,3,1984,19.0,31.0,196.0
auto,few,False,3,1984,24.0,38.0,151.0
manual,few,False,3,1984,24.0,36.0,151.0
manual,few,False,3,1984,23.0,40.0,151.0
auto,medium,False,3,1984,20.0,34.0,173.0
manual,medium,False,3,1984,20.0,31.0,173.0
auto,medium,False,3,1984,18.0,29.0,305.0
manual,medium,False,3,1984,16.0,28.0,305.0
auto,few,False,3,1984,23.0,36.0,121.0
manual,few,False,3,1984,28.0,41.0,121.0
manual,few,False,3,1984,27.0,43.0,121.0
auto,few,False,3,1984,30.0,42.0,98.0
manual,few,False,3,1984,31.0,44.0,98.0
manual,few,False,3,1984,31.0,46.0,98.0
auto,few,False,3,1984,37.0,46.0,111.0
manual,few,False,3,1984,43.0,60.0,111.0
auto,few,False,3,1984,25.0,35.0,135.0
auto,few,True,3,1984,22.0,30.0,135.0
manual,few,False,3,1984,24.0,40.0,135.0
manual,few,True,3,1984,22.0,35.0,135.0
auto,few,False,3,1984,24.0,33.0,135.0
auto,few,False,3,1984,25.0,35.0,135.0
auto,few,True,3,1984,22.0,30.0,135.0
auto,few,False,3,1984,23.0,31.0,156.0
auto,medium,False,3,1984,23.0,34.0,146.0
manual,medium,False,3,1984,23.0,36.0,146.0
auto,few,False,3,1984,30.0,39.0,98.0
manual,few,False,3,1984,35.0,49.0,98.0
auto,few,False,3,1984,30.0,39.0,98.0
manual,few,False,3,1984,35.0,49.0,98.0
auto,few,False,3,1984,38.0,44.0,103.0
manual,few,False,3,1984,50.0,66.0,103.0
manual,few,False,3,1984,43.0,59.0,103.0
auto,few,True,3,1984,24.0,34.0,110.0
manual,few,True,3,1984,25.0,37.0,110.0
auto,few,False,3,1984,27.0,41.0,120.0
manual,few,False,3,1984,28.0,40.0,120.0
auto,medium,True,3,1984,19.0,28.0,181.0
auto,medium,False,3,1984,19.0,27.0,181.0
manual,medium,True,3,1984,20.0,30.0,181.0
manual,medium,False,3,1984,21.0,33.0,181.0
manual,few,False,3,1984,34.0,49.0,97.0
auto,few,False,3,1984,26.0,36.0,135.0
manual,few,False,3,1984,27.0,41.0,135.0
manual,few,False,3,1984,41.0,53.0,86.0
manual,few,False,3,1984,37.0,48.0,86.0
auto,few,False,3,1984,31.0,40.0,98.0
manual,few,True,3,1984,30.0,39.0,98.0
auto,few,True,3,1984,21.0,32.0,156.0
auto,few,True,3,1984,21.0,32.0,156.0
manual,few,True,3,1984,21.0,31.0,156.0
manual,few,True,3,1984,21.0,31.0,156.0
auto,few,False,3,1984,25.0,35.0,135.0
auto,few,True,3,1984,22.0,30.0,135.0
manual,few,False,3,1984,24.0,43.0,135.0
manual,few,True,3,1984,22.0,35.0,135.0
auto,few,False,3,1984,24.0,33.0,135.0
auto,few,False,3,1984,25.0,35.0,135.0
auto,few,True,3,1984,22.0,30.0,135.0
auto,few,False,3,1984,23.0,31.0,156.0
auto,few,False,3,1984,31.0,39.0,91.0
manual,few,False,3,1984,34.0,40.0,91.0
auto,few,False,3,1984,23.0,31.0,140.0
manual,few,False,3,1984,24.0,37.0,140.0
manual,few,True,3,1984,21.0,33.0,140.0
auto,medium,False,3,1984,21.0,28.0,231.0
manual,medium,False,3,1984,16.0,29.0,302.0
auto,medium,False,3,1984,18.0,30.0,302.0
auto,few,False,3,1984,29.0,41.0,112.0
manual,few,False,3,1984,32.0,45.0,112.0
manual,few,False,3,1984,42.0,55.0,82.0
auto,few,False,3,1984,30.0,37.0,91.0
manual,few,False,3,1984,35.0,45.0,91.0
auto,few,False,3,1984,26.0,38.0,112.0
manual,few,False,3,1984,27.0,40.0,112.0
auto,few,False,3,1984,26.0,32.0,111.0
manual,few,False,3,1984,27.0,37.0,111.0
auto,few,False,3,1984,34.0,39.0,111.0
manual,few,False,3,1984,44.0,54.0,111.0
manual,few,False,3,1984,39.0,50.0,111.0
auto,few,False,3,1984,24.0,32.0,119.0
manual,few,False,3,1984,24.0,36.0,119.0
auto,many,False,3,1984,14.0,22.0,326.0
auto,medium,False,3,1984,17.0,24.0,258.0
auto,few,False,3,1984,23.0,31.0,140.0
manual,few,False,3,1984,24.0,37.0,140.0
manual,few,True,3,1984,21.0,33.0,140.0
auto,medium,False,3,1984,22.0,28.0,231.0
manual,medium,False,3,1984,16.0,29.0,302.0
auto,medium,False,3,1984,18.0,30.0,302.0
auto,few,False,3,1984,31.0,39.0,91.0
manual,few,False,3,1984,34.0,40.0,91.0
manual,few,False,3,1984,35.0,49.0,91.0
auto,few,False,3,1984,35.0,44.0,134.0
auto,few,False,3,1984,34.0,42.0,134.0
manual,few,False,3,1984,34.0,50.0,134.0
manual,few,False,3,1984,35.0,51.0,134.0
auto,few,False,3,1984,23.0,31.0,140.0
manual,few,False,3,1984,23.0,37.0,140.0
manual,few,True,3,1984,25.0,38.0,110.0
auto,few,False,3,1984,28.0,35.0,122.0
manual,few,False,3,1984,29.0,42.0,122.0
manual,few,False,3,1984,41.0,53.0,86.0
manual,few,False,3,1984,37.0,48.0,86.0
auto,few,False,3,1984,31.0,40.0,98.0
manual,few,True,3,1984,30.0,39.0,98.0
auto,few,True,3,1984,21.0,32.0,156.0
auto,few,True,3,1984,21.0,32.0,156.0
manual,few,True,3,1984,21.0,31.0,156.0
manual,few,True,3,1984,21.0,31.0,156.0
manual,few,True,3,1984,25.0,38.0,110.0
auto,few,False,3,1984,28.0,35.0,122.0
manual,few,False,3,1984,29.0,38.0,122.0
manual,few,False,3,1984,29.0,43.0,122.0
manual,few,False,3,1984,41.0,53.0,86.0
manual,few,False,3,1984,37.0,48.0,86.0
auto,few,False,3,1984,31.0,40.0,98.0
manual,few,True,3,1984,30.0,39.0,98.0
auto,few,True,3,1984,21.0,32.0,156.0
auto,few,True,3,1984,21.0,32.0,156.0
manual,few,True,3,1984,21.0,31.0,156.0
manual,few,True,3,1984,21.0,31.0,156.0
manual,few,False,3,1984,34.0,49.0,97.0
auto,few,False,3,1984,26.0,36.0,135.0
manual,few,False,3,1984,27.0,43.0,135.0
auto,few,False,3,1984,24.0,38.0,151.0
manual,few,False,3,1984,24.0,35.0,151.0
manual,few,False,3,1984,25.0,40.0,151.0
auto,medium,False,3,1984,20.0,34.0,173.0
manual,medium,False,3,1984,20.0,31.0,173.0
auto,medium,False,3,1984,18.0,29.0,305.0
manual,medium,False,3,1984,16.0,28.0,305.0
auto,few,False,3,1984,30.0,42.0,98.0
manual,few,False,3,1984,31.0,44.0,98.0
manual,few,False,3,1984,31.0,46.0,98.0
auto,few,False,3,1984,37.0,46.0,111.0
manual,few,False,3,1984,43.0,60.0,111.0
auto,few,False,3,1984,27.0,40.0,110.0
auto,few,True,3,1984,23.0,33.0,110.0
manual,few,True,3,1984,24.0,36.0,110.0
manual,few,False,3,1984,29.0,46.0,110.0
manual,few,True,3,1984,26.0,40.0,95.0
auto,few,False,3,1984,22.0,31.0,132.0
manual,few,False,3,1984,25.0,39.0,132.0
auto,few,False,3,1984,22.0,31.0,132.0
manual,few,False,3,1984,25.0,39.0,132.0
auto,medium,False,3,1984,9.0,14.0,412.0
manual,few,False,3,1984,34.0,46.0,97.0
manual,few,False,3,1984,32.0,46.0,97.0
auto,few,False,3,1984,27.0,35.0,109.0
manual,few,False,3,1984,30.0,43.0,109.0
auto,few,False,3,1984,27.0,35.0,109.0
manual,few,False,3,1984,30.0,43.0,109.0
auto,few,False,3,1984,25.0,34.0,144.0
manual,few,False,3,1984,26.0,37.0,144.0
auto,medium,False,3,1984,22.0,31.0,168.0
manual,medium,False,3,1984,21.0,29.0,168.0
auto,few,False,3,1984,30.0,43.0,97.0
manual,few,False,3,1984,32.0,43.0,97.0
auto,medium,False,3,1984,22.0,31.0,168.0
manual,medium,False,3,1984,21.0,29.0,168.0
auto,few,False,3,1984,33.0,42.0,89.0
manual,few,False,3,1984,39.0,50.0,89.0
manual,few,False,3,1984,34.0,48.0,89.0
manual,few,False,3,1984,43.0,53.0,97.0
manual,few,True,3,1984,41.0,54.0,97.0
auto,few,False,3,1984,25.0,33.0,105.0
auto,few,False,3,1984,25.0,33.0,105.0
manual,few,False,3,1984,30.0,42.0,105.0
manual,few,False,3,1984,29.0,42.0,105.0
manual,few,False,3,1984,27.0,36.0,109.0
auto,few,False,3,1984,35.0,44.0,97.0
manual,few,False,3,1984,47.0,61.0,97.0
manual,few,False,3,1984,44.0,57.0,97.0
manual,few,False,3,1984,31.0,45.0,105.0
manual,few,False,3,1984,30.0,45.0,105.0
auto,few,False,3,1984,26.0,34.0,105.0
auto,few,False,3,1984,26.0,34.0,105.0
manual,few,False,3,1984,31.0,43.0,105.0
manual,few,False,3,1984,30.0,43.0,105.0
manual,few,False,3,1984,26.0,36.0,109.0
auto,few,False,3,1984,25.0,32.0,109.0
manual,few,False,3,1984,27.0,36.0,109.0
auto,medium,False,4,1984,22.0,33.0,164.0
auto,medium,False,4,1984,19.0,31.0,196.0
auto,medium,False,4,1984,19.0,31.0,196.0
auto,medium,True,4,1984,16.0,27.0,231.0
auto,medium,False,4,1984,16.0,27.0,252.0
auto,medium,False,4,1984,17.0,27.0,307.0
auto,few,False,4,1984,27.0,40.0,110.0
auto,few,True,4,1984,23.0,33.0,110.0
manual,few,True,4,1984,24.0,36.0,110.0
manual,few,False,4,1984,29.0,46.0,110.0
auto,few,False,4,1984,28.0,40.0,121.0
manual,few,False,4,1984,28.0,41.0,121.0
auto,few,False,4,1984,25.0,39.0,151.0
manual,few,False,4,1984,25.0,41.0,151.0
auto,medium,False,4,1984,21.0,33.0,173.0
manual,medium,False,4,1984,21.0,33.0,173.0
auto,few,False,4,1984,23.0,36.0,121.0
manual,few,False,4,1984,27.0,43.0,121.0
auto,medium,False,4,1984,17.0,27.0,249.0
auto,few,False,4,1984,28.0,40.0,121.0
manual,few,False,4,1984,28.0,41.0,121.0
manual,few,False,4,1984,30.0,47.0,121.0
manual,few,False,4,1984,27.0,43.0,121.0
auto,few,False,4,1984,21.0,26.0,140.0
auto,few,False,4,1984,21.0,26.0,140.0
auto,few,False,4,1984,27.0,35.0,120.0
manual,few,False,4,1984,31.0,43.0,120.0
manual,few,False,4,1984,34.0,49.0,97.0
auto,few,False,4,1984,26.0,36.0,135.0
manual,few,False,4,1984,28.0,45.0,135.0
auto,few,False,4,1984,27.0,37.0,98.0
manual,few,False,4,1984,37.0,56.0,98.0
manual,few,False,4,1984,30.0,44.0,98.0
manual,few,False,4,1984,27.0,41.0,98.0
auto,few,False,4,1984,27.0,38.0,98.0
manual,few,False,4,1984,28.0,42.0,98.0
manual,few,True,4,1984,26.0,42.0,98.0
manual,few,False,4,1984,46.0,68.0,122.0
manual,few,False,4,1984,41.0,56.0,122.0
manual,few,False,4,1984,41.0,56.0,122.0
auto,few,False,4,1984,27.0,37.0,140.0
auto,few,False,4,1984,25.0,34.0,140.0
manual,few,False,4,1984,27.0,41.0,140.0
auto,few,True,4,1984,20.0,28.0,140.0
manual,few,True,4,1984,21.0,33.0,140.0
auto,medium,False,4,1984,20.0,27.0,231.0
auto,medium,False,4,1984,21.0,32.0,231.0
auto,medium,False,4,1984,18.0,30.0,302.0
auto,medium,False,4,1984,16.0,23.0,303.0
auto,medium,False,4,1984,16.0,23.0,303.0
auto,few,True,4,1984,20.0,28.0,140.0
manual,few,True,4,1984,21.0,33.0,140.0
auto,medium,False,4,1984,20.0,27.0,231.0
auto,medium,False,4,1984,21.0,32.0,231.0
auto,medium,False,4,1984,18.0,30.0,302.0
auto,few,False,4,1984,27.0,37.0,98.0
manual,few,False,4,1984,37.0,56.0,98.0
manual,few,False,4,1984,30.0,45.0,98.0
manual,few,False,4,1984,27.0,41.0,98.0
auto,few,False,4,1984,27.0,38.0,98.0
manual,few,False,4,1984,28.0,42.0,98.0
manual,few,True,4,1984,26.0,42.0,98.0
manual,few,False,4,1984,46.0,68.0,122.0
manual,few,False,4,1984,41.0,56.0,122.0
manual,few,False,4,1984,41.0,56.0,122.0
auto,few,False,4,1984,26.0,35.0,140.0
auto,few,False,4,1984,25.0,34.0,140.0
manual,few,False,4,1984,27.0,41.0,140.0
auto,few,False,4,1984,27.0,36.0,122.0
manual,few,False,4,1984,29.0,41.0,122.0
manual,few,False,4,1984,40.0,54.0,122.0
auto,medium,True,4,1984,26.0,32.0,183.0
auto,medium,True,4,1984,27.0,33.0,183.0
auto,medium,True,4,1984,27.0,33.0,183.0
auto,medium,True,4,1984,26.0,32.0,183.0
auto,medium,False,4,1984,18.0,23.0,234.0
auto,medium,False,4,1984,15.0,20.0,303.0
auto,few,False,4,1984,27.0,40.0,110.0
manual,few,False,4,1984,29.0,46.0,110.0
auto,few,False,4,1984,28.0,40.0,121.0
manual,few,False,4,1984,28.0,41.0,121.0
manual,few,False,4,1984,27.0,43.0,121.0
auto,few,False,4,1984,25.0,39.0,151.0
manual,few,False,4,1984,27.0,42.0,151.0
auto,medium,False,4,1984,21.0,33.0,173.0
manual,medium,False,4,1984,21.0,33.0,173.0
auto,few,False,4,1984,21.0,25.0,120.0
manual,few,False,4,1984,22.0,31.0,120.0
auto,few,True,4,1984,27.0,31.0,141.0
auto,few,True,4,1984,27.0,32.0,141.0
manual,few,True,4,1984,29.0,38.0,141.0
manual,few,True,4,1984,28.0,36.0,141.0
auto,few,True,4,1984,27.0,32.0,141.0
manual,few,True,4,1984,28.0,36.0,141.0
manual,few,False,4,1984,34.0,49.0,97.0
auto,few,False,4,1984,26.0,36.0,135.0
manual,few,False,4,1984,28.0,45.0,135.0
auto,few,False,4,1984,27.0,40.0,110.0
auto,few,True,4,1984,23.0,33.0,110.0
manual,few,True,4,1984,24.0,36.0,110.0
manual,few,False,4,1984,29.0,46.0,110.0
manual,few,False,4,1984,32.0,53.0,110.0
manual,few,False,4,1984,28.0,41.0,121.0
auto,few,False,4,1984,28.0,37.0,85.0
manual,few,False,4,1984,38.0,52.0,85.0
manual,few,False,4,1984,34.0,48.0,85.0
auto,medium,False,4,1984,9.0,14.0,412.0
auto,few,False,4,1984,21.0,29.0,121.0
auto,few,True,4,1984,20.0,28.0,121.0
manual,few,False,4,1984,23.0,37.0,121.0
manual,few,True,4,1984,21.0,34.0,121.0
manual,few,True,4,1984,38.0,52.0,112.0
auto,few,False,4,1984,30.0,41.0,122.0
manual,few,False,4,1984,32.0,44.0,122.0
auto,few,False,4,1984,32.0,43.0,97.0
manual,few,False,4,1984,34.0,47.0,97.0
auto,few,False,4,1984,38.0,49.0,112.0
manual,few,False,4,1984,47.0,59.0,112.0
manual,few,False,4,1984,43.0,59.0,112.0
auto,few,True,4,1984,32.0,43.0,97.0
auto,few,True,4,1984,32.0,43.0,97.0
manual,few,True,4,1984,42.0,50.0,97.0
manual,few,True,4,1984,41.0,50.0,97.0
auto,medium,False,4,1984,20.0,29.0,131.0
manual,medium,False,4,1984,20.0,30.0,131.0
auto,few,True,4,1984,20.0,27.0,130.0
manual,few,True,4,1984,20.0,29.0,130.0
auto,few,False,4,1984,23.0,32.0,141.0
auto,few,False,4,1984,22.0,30.0,141.0
manual,few,False,4,1984,25.0,38.0,141.0
manual,few,False,4,1984,25.0,36.0,141.0
auto,medium,False,4,1984,28.0,36.0,145.0
manual,medium,False,4,1984,30.0,43.0,145.0
auto,medium,False,5,1984,19.0,28.0,131.0
auto,medium,True,5,1984,19.0,28.0,131.0
manual,medium,False,5,1984,21.0,32.0,131.0
auto,medium,False,5,1984,14.0,22.0,181.0
manual,medium,False,5,1984,15.0,23.0,181.0
auto,few,False,5,1984,25.0,39.0,151.0
auto,medium,False,5,1984,21.0,34.0,181.0
auto,medium,False,5,1984,20.0,32.0,231.0
auto,medium,False,5,1984,27.0,43.0,263.0
auto,medium,False,5,1984,21.0,31.0,231.0
auto,medium,True,5,1984,17.0,28.0,231.0
auto,medium,False,5,1984,18.0,29.0,252.0
auto,medium,False,5,1984,25.0,41.0,263.0
auto,medium,False,5,1984,23.0,38.0,350.0
auto,medium,True,5,1984,16.0,27.0,231.0
auto,medium,False,5,1984,16.0,27.0,252.0
auto,medium,False,5,1984,17.0,27.0,307.0
auto,medium,False,5,1984,22.0,36.0,350.0
auto,medium,False,5,1984,18.0,28.0,249.0
auto,medium,False,5,1984,22.0,36.0,350.0
auto,medium,False,5,1984,18.0,28.0,249.0
auto,medium,False,5,1984,22.0,36.0,350.0
auto,few,False,5,1984,25.0,39.0,151.0
manual,few,False,5,1984,25.0,38.0,151.0
auto,medium,False,5,1984,21.0,33.0,173.0
auto,medium,False,5,1984,27.0,43.0,263.0
auto,few,False,5,1984,25.0,39.0,151.0
manual,few,False,5,1984,27.0,42.0,151.0
auto,medium,False,5,1984,21.0,33.0,173.0
manual,medium,False,5,1984,21.0,33.0,173.0
auto,medium,False,5,1984,20.0,28.0,229.0
auto,medium,False,5,1984,20.0,31.0,229.0
auto,medium,False,5,1984,17.0,25.0,305.0
auto,medium,False,5,1984,18.0,29.0,305.0
auto,medium,False,5,1984,23.0,35.0,350.0
auto,medium,False,5,1984,23.0,38.0,350.0
auto,few,False,5,1984,25.0,35.0,135.0
auto,few,True,5,1984,22.0,30.0,135.0
auto,few,False,5,1984,23.0,31.0,156.0
auto,few,False,5,1984,21.0,29.0,156.0
auto,few,False,5,1984,25.0,34.0,135.0
manual,few,False,5,1984,27.0,41.0,135.0
auto,few,False,5,1984,25.0,34.0,135.0
auto,few,True,5,1984,22.0,30.0,135.0
manual,few,False,5,1984,24.0,43.0,135.0
auto,few,False,5,1984,23.0,31.0,156.0
auto,medium,False,5,1984,17.0,25.0,318.0
auto,few,False,5,1984,26.0,36.0,135.0
manual,few,False,5,1984,29.0,41.0,135.0
manual,few,False,5,1984,27.0,42.0,135.0
auto,few,False,5,1984,23.0,31.0,156.0
auto,medium,False,5,1984,17.0,25.0,318.0
auto,medium,False,5,1984,15.0,20.0,318.0
auto,few,False,5,1984,26.0,36.0,135.0
manual,few,False,5,1984,27.0,41.0,135.0
auto,few,False,5,1984,25.0,35.0,135.0
auto,few,True,5,1984,22.0,30.0,135.0
manual,few,False,5,1984,24.0,39.0,135.0
manual,few,True,5,1984,22.0,35.0,135.0
auto,few,False,5,1984,23.0,31.0,156.0
auto,few,False,5,1984,23.0,31.0,140.0
auto,medium,False,5,1984,20.0,27.0,231.0
auto,medium,False,5,1984,21.0,32.0,231.0
auto,medium,False,5,1984,20.0,28.0,232.0
auto,medium,False,5,1984,18.0,30.0,302.0
auto,medium,False,5,1984,16.0,23.0,303.0
auto,medium,True,5,1984,25.0,39.0,149.0
auto,medium,False,5,1984,17.0,27.0,302.0
auto,medium,True,5,1984,25.0,39.0,149.0
auto,medium,False,5,1984,17.0,27.0,302.0
auto,few,False,5,1984,23.0,31.0,140.0
auto,medium,False,5,1984,20.0,27.0,231.0
auto,medium,False,5,1984,21.0,32.0,231.0
auto,medium,False,5,1984,20.0,28.0,232.0
auto,medium,False,5,1984,18.0,30.0,302.0
auto,medium,False,5,1984,8.0,13.0,301.0
auto,medium,False,5,1984,15.0,20.0,303.0
auto,few,False,5,1984,25.0,39.0,151.0
auto,medium,False,5,1984,21.0,34.0,181.0
auto,medium,False,5,1984,20.0,32.0,231.0
auto,medium,False,5,1984,28.0,43.0,263.0
auto,medium,False,5,1984,21.0,31.0,231.0
auto,medium,False,5,1984,26.0,39.0,263.0
auto,medium,False,5,1984,25.0,41.0,263.0
auto,medium,False,5,1984,18.0,27.0,307.0
auto,medium,False,5,1984,18.0,30.0,307.0
auto,medium,False,5,1984,23.0,35.0,350.0
auto,medium,False,5,1984,23.0,38.0,350.0
auto,medium,False,5,1984,16.0,27.0,252.0
auto,medium,False,5,1984,17.0,27.0,307.0
auto,medium,False,5,1984,22.0,36.0,350.0
auto,medium,False,5,1984,17.0,25.0,318.0
auto,medium,False,5,1984,15.0,20.0,318.0
auto,few,False,5,1984,26.0,36.0,135.0
manual,few,False,5,1984,29.0,41.0,135.0
manual,few,False,5,1984,27.0,42.0,135.0
auto,few,False,5,1984,23.0,31.0,156.0
auto,medium,False,5,1984,21.0,31.0,231.0
auto,medium,False,5,1984,17.0,25.0,305.0
auto,medium,False,5,1984,18.0,29.0,305.0
auto,medium,False,5,1984,23.0,35.0,350.0
auto,medium,False,5,1984,23.0,38.0,350.0
auto,medium,False,5,1984,21.0,31.0,231.0
auto,medium,False,5,1984,17.0,25.0,305.0
auto,medium,False,5,1984,18.0,29.0,305.0
auto,medium,False,5,1984,23.0,35.0,350.0
auto,medium,False,5,1984,23.0,38.0,350.0
auto,few,False,5,1984,25.0,39.0,151.0
auto,medium,False,5,1984,21.0,33.0,173.0
manual,medium,False,5,1984,21.0,33.0,173.0
auto,few,False,5,1984,25.0,39.0,151.0
auto,medium,False,5,1984,21.0,32.0,173.0
auto,medium,False,5,1984,27.0,43.0,263.0
auto,medium,False,5,1984,10.0,13.0,412.0
auto,few,True,5,1984,21.0,29.0,141.0
manual,few,True,5,1984,22.0,31.0,141.0
auto,medium,True,5,1984,26.0,37.0,145.0
manual,medium,True,5,1984,28.0,40.0,145.0
auto,medium,False,5,1984,20.0,29.0,174.0
auto,medium,False,6,1984,17.0,26.0,252.0
auto,medium,False,6,1984,17.0,28.0,307.0
auto,medium,False,6,1984,23.0,37.0,350.0
auto,medium,False,6,1984,19.0,28.0,231.0
auto,medium,False,6,1984,17.0,26.0,252.0
auto,medium,False,6,1984,17.0,26.0,307.0
auto,medium,False,6,1984,17.0,29.0,307.0
auto,medium,False,6,1984,23.0,37.0,350.0
auto,medium,False,6,1984,17.0,26.0,249.0
auto,medium,False,6,1984,23.0,37.0,350.0
auto,medium,False,6,1984,10.0,14.0,368.0
auto,medium,False,6,1984,19.0,26.0,229.0
auto,medium,False,6,1984,17.0,26.0,305.0
auto,medium,False,6,1984,17.0,28.0,305.0
auto,medium,False,6,1984,15.0,24.0,350.0
auto,medium,False,6,1984,23.0,35.0,350.0
auto,medium,False,6,1984,23.0,38.0,350.0
auto,medium,False,6,1984,17.0,27.0,302.0
auto,medium,False,6,1984,14.0,24.0,351.0
auto,medium,False,6,1984,17.0,27.0,302.0
auto,medium,False,6,1984,17.0,27.0,302.0
auto,medium,False,6,1984,19.0,28.0,231.0
auto,medium,False,6,1984,17.0,26.0,307.0
auto,medium,False,6,1984,17.0,29.0,307.0
auto,medium,False,6,1984,23.0,35.0,350.0
auto,medium,False,6,1984,23.0,38.0,350.0
auto,medium,False,6,1984,17.0,29.0,307.0
auto,medium,False,6,1984,23.0,37.0,350.0
auto,medium,False,6,1984,19.0,28.0,231.0
auto,medium,False,6,1984,17.0,28.0,305.0
auto,medium,False,6,1984,23.0,35.0,350.0
auto,medium,False,6,1984,23.0,38.0,350.0
auto,medium,False,6,1984,9.0,12.0,412.0
auto,few,False,7,1984,27.0,40.0,110.0
manual,few,False,7,1984,29.0,46.0,110.0
auto,few,False,7,1984,23.0,36.0,121.0
manual,few,False,7,1984,26.0,39.0,121.0
auto,few,False,7,1984,28.0,40.0,121.0
manual,few,False,7,1984,28.0,41.0,121.0
manual,few,False,7,1984,27.0,43.0,121.0
auto,medium,False,7,1984,22.0,34.0,146.0
auto,few,False,7,1984,30.0,39.0,98.0
manual,few,False,7,1984,35.0,49.0,98.0
auto,few,False,7,1984,38.0,44.0,103.0
manual,few,False,7,1984,42.0,57.0,103.0
auto,few,False,7,1984,27.0,34.0,122.0
manual,few,False,7,1984,28.0,36.0,122.0
manual,few,False,7,1984,28.0,40.0,122.0
auto,few,False,7,1984,27.0,37.0,98.0
manual,few,False,7,1984,29.0,44.0,98.0
manual,few,False,7,1984,27.0,41.0,98.0
auto,few,False,7,1984,26.0,38.0,98.0
manual,few,False,7,1984,28.0,42.0,98.0
manual,few,False,7,1984,41.0,56.0,122.0
auto,few,False,7,1984,30.0,37.0,91.0
manual,few,False,7,1984,34.0,45.0,91.0
auto,few,False,7,1984,27.0,37.0,98.0
manual,few,False,7,1984,29.0,44.0,98.0
manual,few,False,7,1984,27.0,41.0,98.0
manual,few,False,7,1984,41.0,56.0,122.0
auto,few,False,7,1984,25.0,29.0,91.0
manual,few,False,7,1984,28.0,37.0,91.0
manual,few,False,7,1984,28.0,38.0,91.0
auto,few,False,7,1984,27.0,33.0,122.0
manual,few,False,7,1984,28.0,36.0,122.0
manual,few,False,7,1984,26.0,39.0,122.0
auto,few,False,7,1984,27.0,40.0,110.0
manual,few,False,7,1984,29.0,46.0,110.0
auto,few,False,7,1984,23.0,36.0,121.0
manual,few,False,7,1984,28.0,41.0,121.0
manual,few,False,7,1984,27.0,43.0,121.0
auto,few,False,7,1984,27.0,34.0,122.0
manual,few,False,7,1984,28.0,36.0,122.0
manual,few,False,7,1984,28.0,40.0,122.0
auto,few,False,7,1984,27.0,40.0,110.0
manual,few,False,7,1984,29.0,46.0,110.0
manual,few,False,7,1984,28.0,41.0,121.0
auto,few,False,7,1984,22.0,31.0,132.0
manual,few,False,7,1984,25.0,39.0,132.0
auto,few,False,7,1984,26.0,33.0,109.0
manual,few,False,7,1984,29.0,42.0,109.0
auto,few,False,7,1984,26.0,33.0,109.0
manual,few,False,7,1984,29.0,42.0,109.0
auto,medium,False,7,1984,22.0,31.0,168.0
auto,few,False,7,1984,32.0,40.0,89.0
