transmission,cylinder,turbo,car_size,year,mpg_city,mpg_highway,displacement
auto,few,False,midsize cars,1998,18.0,25.0,2.0
manual,few,False,midsize cars,1998,18.0,26.0,2.0
auto,medium,False,midsize cars,1998,15.0,22.0,3.0
auto,medium,False,midsize cars,1998,18.0,26.0,3.0
manual,medium,False,midsize cars,1998,18.0,24.0,3.0
auto,medium,False,midsize cars,1998,16.0,21.0,4.1
auto,medium,False,midsize cars,1998,15.0,22.0,4.0
auto,medium,False,midsize cars,1998,15.0,22.0,4.0
auto,medium,False,midsize cars,1998,18.0,23.0,3.0
auto,medium,False,midsize cars,1998,15.0,21.0,4.0
auto,medium,False,midsize cars,1998,17.0,23.0,4.0
auto,medium,False,midsize cars,1998,15.0,24.0,4.6
auto,medium,False,midsize cars,1998,16.0,25.0,3.0
auto,medium,False,midsize cars,1998,17.0,26.0,3.0
auto,few,False,midsize cars,1998,19.0,26.0,2.0
manual,few,False,midsize cars,1998,23.0,30.0,2.0
auto,medium,False,midsize cars,1998,18.0,24.0,2.5
manual,medium,False,midsize cars,1998,18.0,25.0,2.5
auto,medium,True,midsize cars,1998,23.0,31.0,3.0
auto,medium,False,midsize cars,1998,18.0,24.0,3.2
auto,medium,False,midsize cars,1998,18.0,26.0,3.2
auto,medium,False,midsize cars,1998,16.0,22.0,3.5
auto,medium,False,midsize cars,1998,18.0,26.0,3.0
manual,medium,False,midsize cars,1998,19.0,25.0,3.0
auto,medium,False,midsize cars,1998,15.0,24.0,4.0
auto,few,False,midsize cars,1998,21.0,29.0,2.4
auto,medium,False,midsize cars,1998,18.0,26.0,3.1
auto,medium,False,midsize cars,1998,17.0,27.0,3.8
auto,few,False,midsize cars,1998,21.0,30.0,2.0
manual,few,False,midsize cars,1998,23.0,33.0,2.0
auto,few,False,midsize cars,1998,18.0,27.0,2.4
auto,medium,False,midsize cars,1998,18.0,26.0,3.1
auto,medium,False,midsize cars,1998,17.0,27.0,3.8
auto,medium,True,midsize cars,1998,16.0,25.0,3.8
auto,medium,True,midsize cars,1998,10.0,15.0,6.7
auto,few,True,midsize cars,1998,17.0,22.0,2.0
auto,few,True,midsize cars,1998,17.0,23.0,2.0
manual,few,False,midsize cars,1998,19.0,26.0,2.0
manual,few,True,midsize cars,1998,18.0,24.0,2.0
manual,few,True,midsize cars,1998,18.0,25.0,2.0
auto,few,False,midsize cars,1998,18.0,24.0,2.3
auto,few,False,midsize cars,1998,21.0,27.0,2.2
manual,few,False,midsize cars,1998,21.0,29.0,2.2
auto,medium,False,midsize cars,1998,17.0,25.0,3.0
manual,medium,False,midsize cars,1998,18.0,26.0,3.0
auto,few,True,midsize cars,1998,18.0,29.0,1.8
manual,few,True,midsize cars,1998,21.0,29.0,1.8
auto,few,True,midsize cars,1998,26.0,39.0,1.9
manual,few,True,midsize cars,1998,33.0,45.0,1.9
auto,medium,False,midsize cars,1998,16.0,26.0,2.8
manual,medium,False,midsize cars,1998,18.0,26.0,2.8
auto,medium,False,midsize cars,1998,15.0,24.0,2.8
auto,medium,True,midsize cars,1998,16.0,24.0,2.3
manual,medium,True,midsize cars,1998,17.0,23.0,2.3
auto,medium,False,midsize cars,1998,18.0,26.0,2.4
auto,medium,True,midsize cars,1998,17.0,25.0,2.4
manual,medium,False,midsize cars,1998,18.0,26.0,2.4
auto,medium,True,large cars,1998,9.0,13.0,6.7
auto,medium,False,large cars,1998,23.0,22.0,4.4
auto,many,False,large cars,1998,14.0,19.0,5.4
auto,medium,False,large cars,1998,17.0,27.0,3.8
auto,medium,False,large cars,1998,17.0,26.0,3.8
auto,medium,True,large cars,1998,16.0,25.0,3.8
auto,medium,False,large cars,1998,15.0,24.0,4.6
auto,medium,False,large cars,1998,13.0,19.0,4.6
auto,medium,False,large cars,1998,13.0,19.0,4.6
auto,medium,False,large cars,1998,18.0,27.0,2.7
auto,medium,False,large cars,1998,17.0,26.0,3.2
auto,medium,False,large cars,1998,18.0,27.0,2.7
auto,medium,False,large cars,1998,17.0,26.0,3.2
auto,medium,False,large cars,1998,15.0,22.0,4.6
auto,medium,False,large cars,1998,15.0,22.0,4.6
auto,medium,False,large cars,1998,15.0,22.0,4.6
auto,medium,False,large cars,1998,15.0,22.0,4.6
auto,medium,False,large cars,1998,15.0,21.0,3.2
auto,medium,False,large cars,1998,15.0,22.0,3.2
auto,medium,False,large cars,1998,15.0,22.0,3.2
auto,medium,False,large cars,1998,15.0,21.0,3.2
auto,medium,False,large cars,1998,14.0,20.0,4.2
auto,medium,False,large cars,1998,14.0,20.0,5.0
auto,many,False,large cars,1998,11.0,17.0,6.0
auto,medium,False,large cars,1998,17.0,26.0,3.8
auto,medium,True,large cars,1998,16.0,25.0,3.8
auto,medium,False,large cars,1998,17.0,26.0,3.8
auto,medium,True,large cars,1998,15.0,25.0,3.8
auto,medium,True,large cars,1998,9.0,13.0,6.7
auto,few,True,large cars,1998,16.0,24.0,2.3
manual,few,True,large cars,1998,18.0,25.0,2.3
auto,medium,False,large cars,1998,18.0,27.0,3.0
auto,medium,False,small station wagons,1998,16.0,26.0,2.8
auto,medium,False,small station wagons,1998,15.0,25.0,2.8
manual,medium,False,small station wagons,1998,17.0,25.0,2.8
auto,medium,False,small station wagons,1998,17.0,22.0,2.8
auto,few,False,small station wagons,1998,22.0,31.0,1.6
manual,few,False,small station wagons,1998,21.0,29.0,1.6
auto,few,False,small station wagons,1998,19.0,27.0,2.0
manual,few,False,small station wagons,1998,19.0,29.0,2.0
auto,few,False,small station wagons,1998,22.0,31.0,2.0
manual,few,False,small station wagons,1998,24.0,35.0,2.0
auto,few,False,small station wagons,1998,19.0,27.0,1.8
manual,few,False,small station wagons,1998,21.0,29.0,1.8
auto,few,False,small station wagons,1998,22.0,31.0,2.0
manual,few,False,small station wagons,1998,24.0,35.0,2.0
auto,few,False,small station wagons,1998,21.0,31.0,1.9
auto,few,False,small station wagons,1998,23.0,31.0,1.9
manual,few,False,small station wagons,1998,23.0,33.0,1.9
manual,few,False,small station wagons,1998,23.0,33.0,1.9
auto,few,False,small station wagons,1998,21.0,27.0,2.2
manual,few,False,small station wagons,1998,21.0,27.0,2.2
auto,few,False,small station wagons,1998,23.0,30.0,1.6
manual,few,False,small station wagons,1998,26.0,33.0,1.6
auto,medium,False,small station wagons,1998,16.0,23.0,2.9
auto,medium,False,midsize station wagons,1998,16.0,24.0,3.0
auto,medium,False,midsize station wagons,1998,16.0,23.0,3.0
auto,few,False,midsize station wagons,1998,18.0,24.0,2.3
auto,few,False,midsize station wagons,1998,18.0,24.0,2.3
auto,medium,False,midsize station wagons,1998,16.0,24.0,3.0
auto,medium,False,midsize station wagons,1998,16.0,23.0,3.0
auto,medium,False,midsize station wagons,1998,18.0,24.0,3.2
auto,medium,False,midsize station wagons,1998,18.0,25.0,3.2
auto,few,False,midsize station wagons,1998,21.0,29.0,2.2
auto,few,False,midsize station wagons,1998,21.0,27.0,2.2
manual,few,False,midsize station wagons,1998,21.0,27.0,2.2
auto,few,False,midsize station wagons,1998,18.0,24.0,2.5
manual,few,False,midsize station wagons,1998,18.0,25.0,2.5
auto,few,True,midsize station wagons,1998,18.0,29.0,1.8
manual,few,True,midsize station wagons,1998,21.0,29.0,1.8
auto,few,True,midsize station wagons,1998,26.0,39.0,1.9
manual,few,True,midsize station wagons,1998,33.0,45.0,1.9
auto,medium,False,midsize station wagons,1998,15.0,24.0,2.8
auto,medium,True,midsize station wagons,1998,16.0,23.0,2.3
manual,medium,True,midsize station wagons,1998,17.0,23.0,2.3
auto,medium,False,midsize station wagons,1998,18.0,26.0,2.4
auto,medium,True,midsize station wagons,1998,17.0,25.0,2.4
manual,medium,False,midsize station wagons,1998,18.0,26.0,2.4
auto,medium,True,midsize station wagons,1998,16.0,23.0,2.3
auto,medium,True,midsize station wagons,1998,16.0,22.0,2.4
auto,few,False,small pickup trucks 2wd,1998,17.0,24.0,2.2
manual,few,False,small pickup trucks 2wd,1998,19.0,26.0,2.2
auto,medium,False,small pickup trucks 2wd,1998,15.0,20.0,4.3
manual,medium,False,small pickup trucks 2wd,1998,15.0,21.0,4.3
auto,few,False,small pickup trucks 2wd,1998,17.0,24.0,2.2
manual,few,False,small pickup trucks 2wd,1998,19.0,26.0,2.2
auto,medium,False,small pickup trucks 2wd,1998,15.0,20.0,4.3
manual,medium,False,small pickup trucks 2wd,1998,15.0,21.0,4.3
auto,few,False,small pickup trucks 2wd,1998,17.0,24.0,2.2
manual,few,False,small pickup trucks 2wd,1998,19.0,26.0,2.2
auto,medium,False,small pickup trucks 2wd,1998,15.0,20.0,4.3
manual,medium,False,small pickup trucks 2wd,1998,15.0,21.0,4.3
auto,few,False,small pickup trucks 2wd,1998,18.0,22.0,2.4
manual,few,False,small pickup trucks 2wd,1998,19.0,25.0,2.4
auto,few,False,small pickup trucks 2wd,1998,18.0,22.0,2.7
auto,medium,False,small pickup trucks 2wd,1998,17.0,21.0,3.4
auto,medium,False,small pickup trucks 2wd,1998,16.0,21.0,3.4
manual,medium,False,small pickup trucks 2wd,1998,17.0,21.0,3.4
auto,medium,False,standard pickup trucks 2wd,1998,15.0,19.0,4.3
manual,medium,False,standard pickup trucks 2wd,1998,15.0,21.0,4.3
auto,medium,False,standard pickup trucks 2wd,1998,14.0,19.0,5.0
manual,medium,False,standard pickup trucks 2wd,1998,14.0,19.0,5.0
auto,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.7
manual,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.7
auto,medium,False,standard pickup trucks 2wd,1998,14.0,19.0,5.0
manual,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.0
auto,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.7
manual,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.7
auto,medium,True,standard pickup trucks 2wd,1998,14.0,17.0,6.5
manual,few,False,standard pickup trucks 2wd,1998,18.0,23.0,2.5
auto,medium,False,standard pickup trucks 2wd,1998,15.0,20.0,3.9
manual,medium,False,standard pickup trucks 2wd,1998,15.0,20.0,3.9
auto,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.9
auto,medium,False,standard pickup trucks 2wd,1998,11.0,17.0,5.9
manual,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.9
auto,medium,False,standard pickup trucks 2wd,1998,14.0,19.0,3.9
manual,medium,False,standard pickup trucks 2wd,1998,14.0,20.0,3.9
manual,medium,False,standard pickup trucks 2wd,1998,14.0,20.0,3.9
auto,medium,False,standard pickup trucks 2wd,1998,11.0,17.0,5.9
auto,medium,False,standard pickup trucks 2wd,1998,11.0,17.0,5.9
manual,medium,False,standard pickup trucks 2wd,1998,11.0,17.0,5.9
auto,medium,False,standard pickup trucks 2wd,1998,15.0,20.0,4.2
manual,medium,False,standard pickup trucks 2wd,1998,14.0,19.0,4.2
auto,medium,False,standard pickup trucks 2wd,1998,14.0,19.0,4.6
manual,medium,False,standard pickup trucks 2wd,1998,14.0,17.0,4.6
auto,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.4
auto,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,4.6
manual,medium,False,standard pickup trucks 2wd,1998,14.0,17.0,4.6
auto,medium,False,standard pickup trucks 2wd,1998,11.0,17.0,5.4
auto,medium,False,standard pickup trucks 2wd,1998,10.0,14.0,5.4
auto,few,False,standard pickup trucks 2wd,1998,18.0,23.0,2.5
manual,few,False,standard pickup trucks 2wd,1998,19.0,25.0,2.5
auto,medium,False,standard pickup trucks 2wd,1998,15.0,20.0,3.0
manual,medium,False,standard pickup trucks 2wd,1998,15.0,21.0,3.0
auto,medium,False,standard pickup trucks 2wd,1998,15.0,20.0,4.0
manual,medium,False,standard pickup trucks 2wd,1998,15.0,20.0,4.0
auto,medium,False,standard pickup trucks 2wd,1998,15.0,19.0,4.3
manual,medium,False,standard pickup trucks 2wd,1998,15.0,21.0,4.3
auto,medium,False,standard pickup trucks 2wd,1998,14.0,19.0,5.0
manual,medium,False,standard pickup trucks 2wd,1998,14.0,19.0,5.0
auto,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.7
manual,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.7
auto,medium,False,standard pickup trucks 2wd,1998,14.0,19.0,5.0
manual,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.0
auto,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.7
manual,medium,False,standard pickup trucks 2wd,1998,13.0,17.0,5.7
auto,medium,True,standard pickup trucks 2wd,1998,14.0,17.0,6.5
auto,few,False,standard pickup trucks 2wd,1998,18.0,23.0,2.5
manual,few,False,standard pickup trucks 2wd,1998,19.0,25.0,2.5
auto,medium,False,standard pickup trucks 2wd,1998,15.0,20.0,3.0
manual,medium,False,standard pickup trucks 2wd,1998,15.0,21.0,3.0
auto,medium,False,standard pickup trucks 2wd,1998,15.0,20.0,4.0
manual,medium,False,standard pickup trucks 2wd,1998,15.0,20.0,4.0
auto,few,False,standard pickup trucks 2wd,1998,18.0,22.0,2.4
manual,few,False,standard pickup trucks 2wd,1998,19.0,24.0,2.4
auto,few,False,standard pickup trucks 2wd,1998,18.0,21.0,2.7
manual,few,False,standard pickup trucks 2wd,1998,17.0,22.0,2.7
auto,medium,False,standard pickup trucks 2wd,1998,15.0,19.0,3.4
manual,medium,False,standard pickup trucks 2wd,1998,15.0,19.0,3.4
auto,medium,False,standard pickup trucks 4wd,1998,14.0,19.0,4.3
manual,medium,False,standard pickup trucks 4wd,1998,15.0,19.0,4.3
auto,medium,False,standard pickup trucks 4wd,1998,13.0,17.0,5.0
manual,medium,False,standard pickup trucks 4wd,1998,11.0,17.0,5.0
auto,medium,False,standard pickup trucks 4wd,1998,11.0,16.0,5.7
manual,medium,False,standard pickup trucks 4wd,1998,11.0,16.0,5.7
auto,medium,True,standard pickup trucks 4wd,1998,14.0,17.0,6.5
auto,medium,False,standard pickup trucks 4wd,1998,15.0,20.0,4.3
manual,medium,False,standard pickup trucks 4wd,1998,15.0,20.0,4.3
auto,medium,False,standard pickup trucks 4wd,1998,14.0,17.0,3.9
manual,medium,False,standard pickup trucks 4wd,1998,14.0,17.0,3.9
auto,medium,False,standard pickup trucks 4wd,1998,11.0,16.0,5.9
manual,medium,False,standard pickup trucks 4wd,1998,11.0,16.0,5.9
auto,medium,False,standard pickup trucks 4wd,1998,11.0,15.0,5.9
auto,medium,False,standard pickup trucks 4wd,1998,11.0,16.0,5.9
manual,medium,False,standard pickup trucks 4wd,1998,11.0,16.0,5.9
auto,medium,False,standard pickup trucks 4wd,1998,14.0,17.0,4.2
manual,medium,False,standard pickup trucks 4wd,1998,14.0,17.0,4.2
auto,medium,False,standard pickup trucks 4wd,1998,13.0,17.0,4.6
manual,medium,False,standard pickup trucks 4wd,1998,13.0,17.0,4.6
auto,medium,False,standard pickup trucks 4wd,1998,11.0,15.0,5.4
auto,medium,False,standard pickup trucks 4wd,1998,11.0,17.0,4.6
manual,medium,False,standard pickup trucks 4wd,1998,13.0,16.0,4.6
auto,medium,False,standard pickup trucks 4wd,1998,11.0,15.0,5.4
auto,medium,False,standard pickup trucks 4wd,1998,14.0,19.0,3.0
manual,medium,False,standard pickup trucks 4wd,1998,15.0,20.0,3.0
auto,medium,False,standard pickup trucks 4wd,1998,15.0,19.0,4.0
manual,medium,False,standard pickup trucks 4wd,1998,15.0,19.0,4.0
auto,medium,False,standard pickup trucks 4wd,1998,15.0,19.0,4.3
manual,medium,False,standard pickup trucks 4wd,1998,15.0,19.0,4.3
auto,medium,False,standard pickup trucks 4wd,1998,13.0,17.0,5.0
manual,medium,False,standard pickup trucks 4wd,1998,11.0,17.0,5.0
auto,medium,False,standard pickup trucks 4wd,1998,11.0,16.0,5.7
manual,medium,False,standard pickup trucks 4wd,1998,11.0,16.0,5.7
auto,medium,True,standard pickup trucks 4wd,1998,14.0,17.0,6.5
auto,medium,False,standard pickup trucks 4wd,1998,15.0,20.0,4.3
manual,medium,False,standard pickup trucks 4wd,1998,15.0,20.0,4.3
auto,medium,False,standard pickup trucks 4wd,1998,15.0,20.0,4.3
manual,medium,False,standard pickup trucks 4wd,1998,15.0,20.0,4.3
auto,medium,False,standard pickup trucks 4wd,1998,14.0,19.0,3.0
manual,medium,False,standard pickup trucks 4wd,1998,15.0,20.0,3.0
auto,medium,False,standard pickup trucks 4wd,1998,15.0,19.0,4.0
manual,medium,False,standard pickup trucks 4wd,1998,15.0,19.0,4.0
manual,few,False,standard pickup trucks 4wd,1998,16.0,20.0,2.4
auto,medium,False,standard pickup trucks 4wd,1998,15.0,16.0,3.4
manual,medium,False,standard pickup trucks 4wd,1998,15.0,17.0,3.4
auto,few,False,standard pickup trucks 4wd,1998,16.0,20.0,2.7
manual,few,False,standard pickup trucks 4wd,1998,15.0,20.0,2.7
auto,medium,False,standard pickup trucks 4wd,1998,15.0,19.0,3.4
manual,medium,False,standard pickup trucks 4wd,1998,15.0,17.0,3.4
auto,medium,False,"vans, cargo type",1998,15.0,20.0,4.3
auto,medium,False,"vans, cargo type",1998,15.0,19.0,4.3
auto,medium,False,"vans, cargo type",1998,14.0,17.0,4.3
auto,medium,False,"vans, cargo type",1998,14.0,19.0,5.0
auto,medium,False,"vans, cargo type",1998,13.0,17.0,5.7
auto,medium,False,"vans, cargo type",1998,14.0,16.0,3.9
auto,medium,False,"vans, cargo type",1998,13.0,17.0,5.9
auto,medium,False,"vans, cargo type",1998,11.0,17.0,5.9
auto,medium,False,"vans, cargo type",1998,11.0,17.0,5.9
auto,medium,False,"vans, cargo type",1998,11.0,17.0,5.9
auto,medium,False,"vans, cargo type",1998,14.0,17.0,4.2
auto,medium,False,"vans, cargo type",1998,13.0,17.0,4.6
auto,medium,False,"vans, cargo type",1998,11.0,17.0,5.4
auto,medium,False,"vans, cargo type",1998,13.0,17.0,4.2
auto,medium,False,"vans, cargo type",1998,11.0,16.0,5.4
auto,medium,False,"vans, cargo type",1998,10.0,13.0,5.4
auto,medium,False,"vans, cargo type",1998,14.0,17.0,4.3
auto,medium,False,"vans, cargo type",1998,14.0,19.0,5.0
auto,medium,False,"vans, cargo type",1998,13.0,17.0,5.7
auto,medium,False,"vans, cargo type",1998,15.0,20.0,4.3
auto,medium,False,"vans, cargo type",1998,15.0,19.0,4.3
auto,medium,False,"vans, passenger type",1998,15.0,19.0,4.3
auto,medium,False,"vans, passenger type",1998,14.0,17.0,4.3
auto,medium,False,"vans, passenger type",1998,14.0,17.0,4.3
auto,medium,False,"vans, passenger type",1998,13.0,17.0,5.0
auto,medium,False,"vans, passenger type",1998,13.0,17.0,5.7
auto,medium,False,"vans, passenger type",1998,14.0,16.0,3.9
auto,medium,False,"vans, passenger type",1998,11.0,17.0,5.9
auto,medium,False,"vans, passenger type",1998,11.0,17.0,5.9
auto,medium,False,"vans, passenger type",1998,11.0,17.0,5.9
auto,medium,False,"vans, passenger type",1998,13.0,17.0,4.2
auto,medium,False,"vans, passenger type",1998,13.0,17.0,4.6
auto,medium,False,"vans, passenger type",1998,11.0,16.0,5.4
auto,medium,False,"vans, passenger type",1998,14.0,17.0,4.3
auto,medium,False,"vans, passenger type",1998,13.0,17.0,5.0
auto,medium,False,"vans, passenger type",1998,13.0,17.0,5.7
auto,medium,False,"vans, passenger type",1998,15.0,19.0,4.3
auto,medium,False,"vans, passenger type",1998,14.0,17.0,4.3
auto,medium,False,s.u.v. - 2wd,1998,15.0,20.0,4.3
manual,medium,False,s.u.v. - 2wd,1998,15.0,21.0,4.3
auto,medium,False,s.u.v. - 2wd,1998,13.0,17.0,5.7
auto,medium,False,s.u.v. - 2wd,1998,13.0,17.0,5.7
auto,medium,False,s.u.v. - 2wd,1998,11.0,16.0,5.7
auto,few,False,s.u.v. - 2wd,1998,21.0,22.0,1.6
manual,few,False,s.u.v. - 2wd,1998,21.0,24.0,1.6
auto,few,False,s.u.v. - 2wd,1998,19.0,24.0,1.6
manual,few,False,s.u.v. - 2wd,1998,21.0,24.0,1.6
auto,medium,False,s.u.v. - 2wd,1998,16.0,23.0,3.4
auto,medium,False,s.u.v. - 2wd,1998,16.0,22.0,3.3
auto,medium,False,s.u.v. - 2wd,1998,16.0,22.0,3.3
auto,medium,False,s.u.v. - 2wd,1998,15.0,22.0,3.8
auto,few,False,s.u.v. - 2wd,1998,18.0,24.0,2.4
auto,medium,False,s.u.v. - 2wd,1998,17.0,22.0,3.0
auto,medium,False,s.u.v. - 2wd,1998,17.0,24.0,3.0
auto,medium,False,s.u.v. - 2wd,1998,16.0,22.0,3.3
auto,medium,False,s.u.v. - 2wd,1998,16.0,22.0,3.3
auto,medium,False,s.u.v. - 2wd,1998,15.0,22.0,3.8
auto,medium,False,s.u.v. - 2wd,1998,13.0,17.0,4.6
auto,medium,False,s.u.v. - 2wd,1998,11.0,17.0,5.4
auto,medium,False,s.u.v. - 2wd,1998,14.0,19.0,4.0
auto,medium,False,s.u.v. - 2wd,1998,14.0,19.0,4.0
manual,medium,False,s.u.v. - 2wd,1998,15.0,20.0,4.0
auto,medium,False,s.u.v. - 2wd,1998,13.0,17.0,5.0
auto,medium,False,s.u.v. - 2wd,1998,16.0,23.0,3.0
auto,medium,False,s.u.v. - 2wd,1998,15.0,22.0,3.8
auto,medium,False,s.u.v. - 2wd,1998,16.0,23.0,3.0
auto,medium,False,s.u.v. - 2wd,1998,15.0,22.0,3.8
auto,medium,False,s.u.v. - 2wd,1998,13.0,17.0,5.7
auto,medium,False,s.u.v. - 2wd,1998,13.0,17.0,5.7
auto,medium,False,s.u.v. - 2wd,1998,11.0,16.0,5.7
auto,medium,False,s.u.v. - 2wd,1998,15.0,20.0,4.3
manual,medium,False,s.u.v. - 2wd,1998,15.0,21.0,4.3
auto,few,False,s.u.v. - 2wd,1998,19.0,23.0,2.0
auto,medium,False,s.u.v. - 2wd,1998,15.0,19.0,3.2
manual,medium,False,s.u.v. - 2wd,1998,16.0,19.0,3.2
manual,few,False,s.u.v. - 2wd,1998,18.0,22.0,2.2
manual,few,False,s.u.v. - 2wd,1998,18.0,22.0,2.2
auto,medium,False,s.u.v. - 2wd,1998,15.0,19.0,3.2
manual,medium,False,s.u.v. - 2wd,1998,16.0,19.0,3.2
auto,few,False,s.u.v. - 2wd,1998,16.0,20.0,2.5
manual,few,False,s.u.v. - 2wd,1998,18.0,23.0,2.5
auto,medium,False,s.u.v. - 2wd,1998,15.0,20.0,4.0
manual,medium,False,s.u.v. - 2wd,1998,16.0,20.0,4.0
auto,medium,False,s.u.v. - 2wd,1998,15.0,20.0,4.0
auto,medium,False,s.u.v. - 2wd,1998,13.0,17.0,5.9
auto,few,False,s.u.v. - 2wd,1998,17.0,21.0,2.0
manual,few,False,s.u.v. - 2wd,1998,17.0,21.0,2.0
auto,medium,False,s.u.v. - 2wd,1998,11.0,16.0,5.4
auto,medium,False,s.u.v. - 2wd,1998,15.0,20.0,3.0
auto,medium,False,s.u.v. - 2wd,1998,14.0,19.0,4.0
auto,medium,False,s.u.v. - 2wd,1998,13.0,17.0,5.0
auto,medium,False,s.u.v. - 2wd,1998,15.0,21.0,3.0
auto,medium,False,s.u.v. - 2wd,1998,15.0,21.0,3.0
manual,few,False,s.u.v. - 2wd,1998,19.0,23.0,2.4
auto,medium,False,s.u.v. - 2wd,1998,17.0,20.0,3.0
manual,few,False,s.u.v. - 2wd,1998,19.0,23.0,2.4
auto,medium,False,s.u.v. - 2wd,1998,17.0,20.0,3.0
auto,medium,False,s.u.v. - 2wd,1998,15.0,19.0,3.3
manual,medium,False,s.u.v. - 2wd,1998,15.0,17.0,3.3
auto,medium,False,s.u.v. - 2wd,1998,15.0,21.0,3.0
auto,medium,False,s.u.v. - 2wd,1998,16.0,23.0,3.4
auto,few,False,s.u.v. - 2wd,1998,18.0,24.0,2.4
auto,medium,False,s.u.v. - 2wd,1998,17.0,22.0,3.0
auto,medium,False,s.u.v. - 2wd,1998,17.0,24.0,3.0
auto,medium,False,s.u.v. - 2wd,1998,16.0,22.0,3.3
auto,medium,False,s.u.v. - 2wd,1998,16.0,22.0,3.3
auto,medium,False,s.u.v. - 2wd,1998,16.0,23.0,3.4
auto,few,False,s.u.v. - 2wd,1998,21.0,22.0,1.6
manual,few,False,s.u.v. - 2wd,1998,21.0,24.0,1.6
auto,few,False,s.u.v. - 2wd,1998,19.0,24.0,1.6
manual,few,False,s.u.v. - 2wd,1998,21.0,24.0,1.6
auto,few,False,s.u.v. - 2wd,1998,18.0,22.0,1.8
manual,few,False,s.u.v. - 2wd,1998,21.0,23.0,1.8
auto,few,False,s.u.v. - 2wd,1998,18.0,22.0,2.7
manual,few,False,s.u.v. - 2wd,1998,17.0,22.0,2.7
auto,medium,False,s.u.v. - 2wd,1998,15.0,20.0,3.4
auto,few,False,s.u.v. - 2wd,1998,21.0,26.0,2.0
manual,few,False,s.u.v. - 2wd,1998,21.0,26.0,2.0
auto,few,False,s.u.v. - 2wd,1998,21.0,26.0,2.0
manual,few,False,s.u.v. - 2wd,1998,21.0,26.0,2.0
auto,few,False,s.u.v. - 2wd,1998,16.0,22.0,3.0
auto,medium,False,s.u.v. - 4wd,1998,14.0,17.0,3.5
auto,medium,False,s.u.v. - 4wd,1998,15.0,19.0,4.3
manual,medium,False,s.u.v. - 4wd,1998,15.0,20.0,4.3
auto,medium,False,s.u.v. - 4wd,1998,15.0,19.0,4.3
auto,medium,False,s.u.v. - 4wd,1998,11.0,15.0,5.7
auto,medium,True,s.u.v. - 4wd,1998,14.0,17.0,6.5
auto,few,False,s.u.v. - 4wd,1998,21.0,22.0,1.6
manual,few,False,s.u.v. - 4wd,1998,21.0,24.0,1.6
auto,few,False,s.u.v. - 4wd,1998,19.0,24.0,1.6
manual,few,False,s.u.v. - 4wd,1998,21.0,24.0,1.6
auto,medium,False,s.u.v. - 4wd,1998,15.0,21.0,3.8
auto,medium,False,s.u.v. - 4wd,1998,15.0,21.0,3.8
auto,medium,False,s.u.v. - 4wd,1998,11.0,16.0,5.9
auto,medium,False,s.u.v. - 4wd,1998,11.0,16.0,5.9
auto,medium,False,s.u.v. - 4wd,1998,11.0,17.0,4.6
auto,medium,False,s.u.v. - 4wd,1998,11.0,15.0,5.4
auto,medium,False,s.u.v. - 4wd,1998,14.0,17.0,4.0
auto,medium,False,s.u.v. - 4wd,1998,14.0,17.0,4.0
manual,medium,False,s.u.v. - 4wd,1998,15.0,19.0,4.0
auto,medium,False,s.u.v. - 4wd,1998,13.0,17.0,5.0
auto,medium,False,s.u.v. - 4wd,1998,15.0,19.0,4.3
manual,medium,False,s.u.v. - 4wd,1998,15.0,20.0,4.3
auto,medium,False,s.u.v. - 4wd,1998,15.0,19.0,4.3
auto,medium,False,s.u.v. - 4wd,1998,11.0,15.0,5.7
auto,medium,True,s.u.v. - 4wd,1998,14.0,17.0,6.5
auto,few,False,s.u.v. - 4wd,1998,19.0,23.0,2.0
manual,few,False,s.u.v. - 4wd,1998,19.0,23.0,2.0
auto,medium,False,s.u.v. - 4wd,1998,15.0,19.0,3.2
manual,medium,False,s.u.v. - 4wd,1998,16.0,19.0,3.2
auto,medium,False,s.u.v. - 4wd,1998,14.0,17.0,3.3
manual,few,False,s.u.v. - 4wd,1998,18.0,21.0,2.2
manual,medium,False,s.u.v. - 4wd,1998,16.0,20.0,3.2
auto,medium,False,s.u.v. - 4wd,1998,15.0,19.0,3.2
manual,medium,False,s.u.v. - 4wd,1998,16.0,19.0,3.2
auto,medium,False,s.u.v. - 4wd,1998,14.0,17.0,3.5
manual,medium,False,s.u.v. - 4wd,1998,15.0,17.0,3.5
manual,few,False,s.u.v. - 4wd,1998,16.0,19.0,2.5
auto,medium,False,s.u.v. - 4wd,1998,14.0,20.0,4.0
manual,medium,False,s.u.v. - 4wd,1998,15.0,19.0,4.0
