age,sex,educ,income,eastwest,happiness,health,lived_abroad
34,0,5,2200,1,10,5,1
33,0,5,2100,1,9,4,0
42,0,5,2600,1,8,4,1
54,1,3,1000,0,3,2,0
76,1,2,1188,0,8,2,0
63,1,5,3500,0,8,4,0
51,1,5,2875,1,4,4,1
44,0,5,1500,1,8,4,0
72,0,5,620,0,7,3,0
20,1,3,1625,1,10,5,0
56,1,3,2500,1,9,3,0
43,0,5,4000,1,8,5,0
36,1,3,1800,1,9,5,1
50,0,3,2400,0,8,4,0
33,0,3,770,1,8,4,0
48,0,5,1200,1,8,5,0
35,0,2,688,1,10,5,0
58,1,2,4000,1,8,4,0
64,0,2,938,1,7,2,0
20,0,2,435,1,5,1,1
60,0,3,1500,0,9,4,0
44,1,2,970,1,7,4,0
44,1,2,2000,1,6,3,0
45,1,3,1600,1,8,4,0
65,0,2,901,1,8,3,0
37,0,3,2100,1,7,4,0
68,1,2,1200,1,9,4,0
65,1,5,650,0,7,3,0
68,1,3,1850,1,8,4,0
36,1,3,2500,1,4,4,0
76,1,3,820,1,4,4,0
87,1,5,1000,0,8,4,0
49,1,5,4500,1,7,4,0
47,1,5,2200,0,9,5,0
44,0,2,800,1,10,4,0
21,0,5,457,0,10,4,0
70,0,4,813,1,9,2,0
73,0,2,1000,0,9,4,0
56,0,2,1300,1,5,3,0
77,1,2,1600,1,8,4,0
33,1,5,3000,1,9,4,0
81,0,2,800,0,6,4,0
70,0,2,1200,1,9,3,0
53,1,3,2800,0,9,4,0
64,0,3,1100,1,9,3,0
62,1,2,2700,1,8,4,0
44,0,3,813,1,9,4,0
69,1,2,970,1,6,3,0
54,0,3,1400,1,6,2,0
21,1,5,950,1,9,4,0
41,1,3,2375,1,8,4,0
65,0,3,2000,1,8,4,0
47,1,2,1400,0,6,3,0
79,0,3,300,1,8,3,1
61,1,2,404,1,5,1,0
47,1,4,2500,1,7,4,0
68,0,2,550,1,10,4,0
21,0,3,735,1,9,5,1
48,0,5,2000,1,8,4,1
44,0,5,950,1,10,4,0
59,1,2,3500,1,10,5,0
59,0,3,2125,1,8,3,0
52,0,3,2200,1,9,4,0
44,1,5,3000,0,10,4,1
62,1,2,2000,1,10,5,0
64,1,5,1100,0,9,4,1
66,1,5,2500,1,8,4,0
44,0,5,3600,1,8,5,1
33,1,5,3300,1,9,4,0
77,1,2,1200,1,8,3,0
61,1,2,2500,1,9,2,0
30,1,4,1600,1,8,3,1
80,0,5,920,0,9,4,0
47,0,3,1260,1,8,4,0
22,1,5,1500,1,10,5,1
37,1,3,1875,1,8,3,0
75,1,3,1700,1,8,4,0
86,0,2,1400,0,7,3,0
37,1,3,1100,1,8,4,1
41,0,3,1200,1,9,4,0
51,1,3,1438,0,8,4,0
65,1,3,2300,1,10,4,1
72,0,2,880,0,5,3,0
20,0,2,300,1,8,4,1
43,1,5,4100,1,10,4,1
59,0,5,1800,0,8,3,0
54,1,3,2000,0,8,4,0
64,1,2,2200,1,9,4,0
56,0,4,1500,1,8,4,0
31,1,3,1500,1,8,4,0
32,0,2,500,1,8,4,0
45,1,5,1200,1,4,3,0
26,1,5,600,1,6,4,0
20,0,5,300,1,9,5,0
81,1,1,1600,1,8,4,0
76,1,2,1069,0,9,4,0
18,1,3,800,1,10,5,0
28,0,4,2150,1,9,5,0
33,0,3,165,0,6,5,0
48,0,3,1400,0,8,4,0
86,1,5,1438,1,8,4,1
46,0,3,1188,1,7,3,0
55,0,2,1100,1,9,2,0
57,0,3,1800,1,8,3,0
74,1,3,1220,0,5,1,0
19,0,3,340,1,9,5,0
32,0,3,765,1,9,5,0
81,1,2,1300,1,10,4,1
57,1,3,2300,1,9,4,1
20,1,3,680,0,8,5,0
25,0,5,450,0,4,2,1
65,1,5,2800,1,8,3,1
45,0,3,1200,1,8,5,0
44,1,5,650,1,8,5,0
60,1,2,1078,1,3,4,0
35,1,3,2200,1,10,5,0
32,0,5,4800,1,10,4,0
65,0,3,813,1,9,5,0
56,1,3,970,0,8,2,0
85,0,1,1800,0,7,2,1
70,0,5,2875,1,9,3,0
65,0,4,1300,1,8,3,0
36,0,5,2800,1,7,2,1
65,0,3,430,1,9,3,0
36,1,5,3500,1,7,4,1
51,1,3,2300,0,9,4,0
77,0,3,2400,1,8,3,1
60,1,2,2500,1,10,3,0
85,1,1,900,0,7,3,0
58,0,3,700,0,7,4,0
34,0,5,2125,1,8,5,0
69,1,3,3500,1,9,3,0
48,0,5,450,1,8,5,1
63,1,3,3000,1,10,3,0
62,1,3,1000,0,10,3,0
56,1,2,5000,1,10,4,0
56,0,3,1700,0,5,4,0
66,1,5,1600,1,8,4,0
67,0,5,813,0,7,4,0
81,0,2,1500,1,4,1,0
78,0,3,1200,1,8,3,0
65,1,3,528,0,8,3,0
70,0,2,800,1,8,4,0
42,0,5,1900,1,7,4,0
79,1,2,1800,0,8,3,0
47,0,3,1188,0,5,3,0
66,0,3,1200,1,8,3,0
88,0,3,2500,0,6,2,0
66,1,4,1300,0,9,4,0
84,0,1,2000,1,10,3,0
36,1,5,2000,0,7,4,0
76,1,2,1340,1,9,4,0
82,0,2,997,0,7,3,0
82,1,5,2000,1,9,4,0
35,1,2,2000,1,7,3,0
55,0,3,1188,1,10,3,0
55,1,2,2600,1,9,3,0
41,1,3,1500,1,10,4,0
37,0,2,900,1,10,4,0
76,1,2,900,0,8,2,0
63,1,2,2000,1,7,3,0
51,1,3,1400,0,5,4,0
69,1,5,2125,0,8,5,0
52,1,2,2000,1,10,4,0
67,0,3,850,1,10,5,0
25,0,5,1600,1,8,5,0
34,0,3,1900,1,8,4,0
51,1,3,1100,0,8,4,0
65,1,2,1800,1,9,4,0
42,1,5,4000,1,8,4,0
57,1,3,136,1,1,1,1
43,0,5,1600,1,8,4,0
75,0,3,1200,1,7,2,0
35,1,4,1000,1,9,4,0
33,0,5,3000,0,8,4,1
73,0,3,955,0,5,1,0
62,0,3,1300,0,8,5,0
33,1,5,600,1,7,5,1
34,1,5,1800,1,9,4,0
52,0,3,950,0,5,3,0
66,1,3,500,0,7,3,0
46,1,5,3500,0,8,5,0
32,1,3,3500,1,7,4,0
28,0,5,600,1,7,4,0
67,1,5,2400,1,8,4,1
26,1,3,2000,1,8,4,1
57,1,3,3500,1,8,4,0
49,0,3,1400,1,9,4,0
62,0,2,950,1,5,1,0
78,1,2,3000,1,8,3,0
67,0,3,950,0,9,4,0
81,1,3,3000,1,8,4,0
20,1,5,300,1,9,5,0
48,0,5,2850,1,9,5,0
38,1,2,2300,1,10,2,1
80,0,5,2000,1,10,2,1
21,0,2,1100,1,8,3,0
39,0,3,850,1,10,5,0
59,1,5,3750,1,9,4,0
36,0,5,1000,1,10,5,1
45,1,5,2000,1,7,3,0
38,1,3,5000,1,10,4,0
36,1,2,2000,1,9,5,0
47,0,3,1000,1,7,4,0
71,1,3,1400,1,8,4,1
76,1,5,8000,1,9,4,0
60,1,3,4200,0,8,2,0
34,0,4,1600,1,8,4,0
22,1,4,700,1,7,4,0
65,1,2,3500,1,6,3,0
50,1,5,3600,0,9,4,0
69,0,5,2875,0,8,4,0
69,0,2,650,1,5,2,0
67,0,3,500,1,10,4,1
55,0,3,1500,0,5,3,0
45,1,3,2000,1,9,4,0
50,0,3,1200,1,8,4,0
48,1,2,3100,1,8,4,0
71,1,3,1100,0,7,3,0
34,1,3,1711,0,6,3,0
71,1,2,2125,1,8,3,0
65,1,5,2000,1,10,4,1
67,1,4,1800,1,9,4,0
63,0,3,1000,0,9,5,0
44,1,5,3100,1,9,4,0
82,0,2,1500,1,10,3,0
56,0,5,2700,1,8,4,0
49,1,5,2000,1,5,3,0
67,1,3,8750,1,9,3,0
29,0,5,1500,1,9,5,1
51,0,3,1875,1,9,4,0
73,1,3,1625,0,8,3,0
51,0,3,813,1,8,4,0
21,0,4,450,1,3,4,0
37,1,2,837,1,5,3,1
74,0,5,2500,1,8,4,0
23,1,4,250,1,8,4,0
43,0,3,1400,1,8,4,0
77,0,2,1400,0,6,3,0
52,1,3,1600,0,10,4,0
76,1,4,4500,1,8,5,1
22,0,5,280,1,9,4,0
26,1,5,650,1,6,4,0
31,1,4,1600,1,9,5,0
57,0,2,1400,1,10,5,0
70,0,3,1800,1,8,4,0
58,0,4,2000,1,3,3,0
59,1,2,1800,1,7,4,0
47,0,5,1200,1,8,4,1
31,0,5,2400,1,10,5,0
24,1,3,1313,1,7,4,0
41,0,4,1313,1,9,5,0
55,1,4,1700,1,10,3,0
37,0,2,983,1,7,5,0
64,1,2,1185,1,9,3,0
52,0,3,938,1,9,4,0
44,1,5,1750,1,7,4,0
45,0,3,675,0,7,2,0
21,1,5,1188,1,10,5,0
52,1,5,3800,0,7,4,1
40,0,2,1000,1,6,3,0
35,1,5,1734,1,9,5,1
72,0,4,460,1,9,3,0
40,0,5,800,0,7,4,0
73,0,3,1016,0,5,3,0
78,1,2,1220,0,7,2,0
71,0,5,1050,0,8,3,0
72,0,3,1800,0,8,3,0
81,1,5,1800,0,8,3,0
75,1,4,3800,0,8,3,0
72,1,3,4200,1,8,3,0
46,0,5,1600,0,9,5,1
60,1,3,1350,1,8,4,0
58,1,3,1063,0,8,4,0
55,1,2,720,1,5,2,0
49,0,5,1188,1,7,3,1
91,1,3,1600,1,5,3,0
60,1,3,2000,0,8,3,0
72,0,3,890,1,9,4,0
37,1,5,2300,1,9,5,1
49,0,3,813,0,8,3,0
42,0,2,700,1,8,4,0
37,0,5,2000,1,8,4,1
77,1,2,1200,1,8,4,0
38,1,2,532,1,3,2,0
24,0,5,597,0,7,4,1
66,1,2,1800,1,7,2,1
41,0,3,1188,0,6,4,0
46,1,5,4000,1,8,5,1
75,0,3,360,1,8,4,0
36,1,5,3500,1,10,4,0
54,0,2,1100,1,10,3,0
46,1,3,2300,1,8,4,0
41,1,2,1500,0,8,4,1
68,1,2,780,1,9,2,0
77,0,3,2000,1,10,3,0
73,1,2,930,0,5,3,0
51,0,5,3300,1,10,5,0
78,1,2,1450,0,8,3,0
64,1,3,1400,1,5,5,0
54,0,5,1200,1,9,4,1
64,1,3,3500,1,8,4,0
65,1,3,1010,0,9,4,0
59,1,3,1100,0,7,3,0
38,0,3,450,1,9,4,1
52,1,4,2500,0,8,2,0
38,0,5,840,1,6,4,1
36,1,3,1400,0,5,3,0
59,1,4,2600,1,10,4,0
51,1,3,1500,0,5,3,0
78,0,2,938,0,5,2,0
38,1,2,3000,1,10,4,1
61,1,3,600,0,3,1,0
69,0,2,1000,1,10,4,0
74,1,3,3200,1,8,4,0
35,0,3,1100,0,7,4,0
36,0,5,1370,0,7,1,0
59,1,5,2125,1,9,4,0
33,1,5,3500,1,8,5,1
61,0,2,900,1,8,2,1
65,1,5,8000,0,8,4,0
45,0,2,1000,1,3,2,0
52,1,2,1600,1,8,3,0
67,0,5,2500,1,8,3,0
74,1,2,1050,0,7,2,0
43,0,5,1100,0,8,4,0
74,0,2,600,1,10,1,0
34,1,4,1700,1,8,4,0
55,1,5,2000,0,8,4,1
30,1,5,400,1,8,4,1
24,1,5,700,1,8,3,0
77,1,4,3300,1,8,3,0
80,1,2,900,1,10,4,0
62,0,5,2000,0,9,3,0
52,0,3,1200,1,8,4,0
24,0,4,300,0,9,4,0
40,0,4,2050,1,9,4,0
72,1,3,900,0,3,3,0
23,1,5,500,1,7,3,0
26,0,3,1550,1,8,5,0
64,0,5,564,1,9,5,0
64,1,4,2625,1,8,4,0
84,0,2,1440,0,8,3,0
54,1,3,1900,1,6,1,0
52,1,3,5000,0,9,4,0
85,1,5,5000,1,7,2,0
30,1,3,1700,1,8,3,0
58,0,3,1800,1,7,4,0
34,0,4,1300,0,9,4,0
58,1,5,3400,1,8,4,0
38,1,4,4500,1,10,3,1
75,0,2,1050,1,3,1,0
76,0,3,750,1,9,3,0
40,1,3,300,1,3,2,0
27,1,1,900,0,5,5,0
34,1,4,8750,1,7,4,0
67,1,5,2000,1,8,4,1
55,0,3,688,0,8,3,0
28,0,5,1600,1,6,3,0
54,1,3,2200,1,8,4,1
85,1,2,1000,1,10,1,0
33,0,5,2640,1,7,3,0
68,0,2,1100,0,0,3,0
27,0,3,1350,0,9,4,0
54,1,5,7000,1,9,5,1
26,1,4,2100,1,3,5,0
87,1,5,5000,1,9,4,0
56,0,5,4000,0,9,3,0
64,0,2,350,1,9,3,0
40,1,3,2500,1,8,4,0
43,1,5,4200,1,8,4,0
47,0,2,938,0,8,4,0
38,1,5,1600,0,6,4,0
51,1,3,3500,1,9,3,0
53,1,2,2500,1,8,3,0
31,1,3,2700,1,8,3,0
67,0,3,982,1,6,2,0
52,0,2,360,1,0,1,0
57,0,5,2000,0,10,5,0
58,1,3,2125,0,8,3,0
65,0,3,900,0,4,2,0
69,1,2,1600,1,9,3,0
57,1,5,6000,1,9,4,0
48,1,5,3500,1,9,4,1
48,1,3,2500,0,8,4,0
63,1,3,650,0,5,2,0
56,0,3,2000,1,8,4,0
51,0,3,1600,1,9,4,0
85,0,3,2000,1,5,2,0
37,1,3,2600,1,9,5,1
59,1,5,3000,0,7,3,0
18,1,5,550,1,7,2,1
75,0,5,300,1,10,5,0
54,1,4,4500,1,8,1,1
57,1,5,4500,0,8,4,0
59,1,3,750,0,7,2,0
65,1,5,660,0,3,2,0
23,1,5,400,0,8,4,0
37,1,5,2000,0,8,5,1
52,1,5,3500,1,7,4,0
26,0,1,399,1,4,2,0
38,0,5,1200,1,9,3,1
85,1,2,1600,1,8,2,0
43,0,3,590,1,6,4,0
24,1,5,400,1,6,5,0
62,1,2,2000,1,9,4,0
54,1,2,1000,0,9,3,0
79,1,5,1600,1,10,3,1
58,0,5,4300,1,10,5,0
51,1,4,875,1,10,3,1
71,1,5,2125,1,8,5,1
33,1,5,2400,1,8,5,1
82,0,5,700,0,9,3,0
25,1,5,1000,1,8,4,0
26,0,5,1000,1,10,4,1
68,0,3,350,1,10,5,0
48,0,5,4000,1,8,4,0
70,1,5,3200,1,10,4,1
64,0,3,1100,1,10,4,0
77,0,2,200,1,7,2,0
30,1,3,1550,1,8,3,1
74,1,5,1700,0,6,3,0
87,1,2,700,1,5,1,0
30,0,3,2200,1,8,4,0
78,0,5,530,1,9,3,0
48,1,5,2000,1,8,4,0
63,0,2,1300,1,9,4,0
33,0,5,2300,1,8,3,0
65,1,2,1300,1,6,1,0
54,0,2,1100,1,5,2,0
62,1,3,2500,1,8,3,0
18,0,5,65,1,9,5,0
42,0,3,1300,1,8,4,1
41,1,3,380,0,3,4,0
51,1,3,3900,1,9,4,0
20,0,5,1200,1,8,5,0
46,1,3,2625,0,8,4,0
76,0,1,500,0,9,4,0
55,1,5,2300,0,9,4,0
67,1,2,1438,1,9,4,0
52,0,2,1900,1,8,5,0
36,0,5,1800,1,9,4,1
29,1,5,2600,1,4,5,0
86,0,5,3300,1,9,3,0
73,1,2,2400,1,0,4,0
54,0,2,563,0,1,1,0
50,0,5,900,1,8,3,0
37,1,5,1400,1,9,4,0
72,1,5,3500,1,8,4,0
68,0,3,250,1,9,2,0
57,0,2,674,1,5,1,0
73,1,2,1200,1,7,1,0
50,0,3,1100,1,8,4,0
51,1,4,2700,1,9,3,0
45,1,3,2125,1,7,5,1
51,0,3,1700,0,8,4,0
45,0,5,150,1,7,4,0
47,0,3,2000,0,10,4,0
19,1,4,700,1,9,5,0
23,1,5,500,0,8,5,0
50,1,2,1040,1,6,5,0
70,0,2,730,0,8,3,0
71,0,2,2200,1,7,3,0
62,1,3,2050,1,8,3,0
45,0,4,450,1,10,5,1
59,0,3,1600,1,10,5,0
31,1,3,2400,1,8,2,0
28,0,5,2125,1,8,4,1
29,0,5,2600,1,10,5,1
84,1,5,1500,0,8,4,0
36,0,2,1625,1,9,4,0
58,0,3,700,1,10,3,0
34,1,3,1600,0,7,4,0
62,1,3,2875,1,7,3,0
46,1,3,938,0,2,2,0
61,0,3,2300,1,5,4,0
21,0,5,620,1,10,4,0
76,1,5,2400,1,8,3,0
81,0,5,1080,0,5,3,0
53,1,3,800,0,7,2,0
41,1,5,4500,1,9,4,0
26,0,3,1100,0,8,5,0
74,1,5,1400,0,10,3,0
59,1,2,1900,1,8,3,0
53,0,2,1000,1,5,3,0
35,0,5,670,1,9,4,0
40,0,5,1313,1,8,3,1
59,0,2,3000,1,5,3,0
60,1,2,2000,1,8,2,0
37,1,2,1050,0,7,4,0
83,1,4,1200,0,7,2,0
44,0,3,1188,1,3,2,0
45,0,5,1800,1,6,4,0
49,0,3,1200,1,10,4,0
83,0,2,520,1,10,4,0
50,1,2,1438,1,8,2,0
42,0,4,100,1,9,2,0
45,1,5,4500,1,9,4,1
60,1,2,600,1,8,3,0
57,1,3,2875,1,7,3,0
50,1,5,3400,0,8,3,0
68,1,3,800,1,4,3,0
42,0,3,4000,1,9,5,0
27,0,5,1600,1,9,5,0
90,1,2,2125,1,9,3,1
36,0,3,650,1,9,5,0
27,0,5,400,0,7,2,0
59,0,4,1700,1,10,3,0
26,0,2,750,1,3,3,0
30,1,5,2000,1,8,4,0
31,0,5,830,0,1,1,0
53,1,5,2400,1,8,3,0
43,0,5,2875,0,9,4,1
81,0,3,1833,1,8,2,0
38,1,2,1600,1,9,5,0
72,1,2,1980,1,5,2,1
30,1,4,2400,1,8,5,1
38,0,3,2250,1,9,4,0
81,0,3,1100,1,9,4,1
70,1,3,2625,1,10,3,0
54,1,3,3500,1,8,4,0
69,0,3,1400,0,5,1,0
29,0,4,1700,1,9,4,0
56,0,2,1400,1,5,4,0
45,0,3,2200,0,9,4,0
19,0,5,1000,0,9,5,0
46,0,3,950,1,8,4,0
35,0,3,665,0,8,2,0
75,1,3,2200,1,8,1,0
43,1,5,3500,0,8,4,0
45,1,3,1200,0,7,3,0
49,1,3,1700,1,8,3,0
47,0,3,400,0,6,5,0
45,0,3,350,0,10,4,0
55,1,2,3000,1,7,3,0
35,1,4,2100,0,8,4,0
56,0,5,450,1,10,4,1
55,0,4,800,1,8,5,0
40,1,3,2500,1,10,5,0
69,1,3,1200,0,8,4,0
69,1,3,922,1,10,3,0
24,0,4,600,1,8,4,1
22,1,5,300,1,8,4,0
57,0,3,1000,0,3,1,0
51,0,3,1000,0,5,3,0
59,1,5,1800,1,9,3,0
63,1,4,2000,1,9,3,0
40,0,4,2000,1,9,2,0
79,1,2,1200,1,10,3,0
51,0,3,1500,1,10,4,0
66,1,5,1300,0,8,5,1
44,0,4,1500,1,6,4,1
63,0,3,820,1,10,3,0
37,0,5,1500,1,9,3,0
50,0,5,2300,1,10,5,1
45,1,2,1500,0,6,4,1
75,0,2,1200,1,6,3,0
74,1,5,2300,1,9,4,0
73,1,2,1200,1,7,4,1
35,1,3,1500,0,8,4,0
75,1,3,950,0,5,3,0
77,1,3,1500,1,8,2,0
51,0,4,2000,1,9,4,1
72,1,5,6500,1,8,5,1
36,0,5,1400,0,9,5,0
49,0,3,2500,1,9,4,0
69,1,2,1100,1,10,3,0
28,0,3,200,1,8,5,0
72,1,2,2000,0,10,5,0
22,1,5,650,1,8,5,0
37,0,3,880,0,8,3,0
55,0,3,1350,1,6,5,0
86,0,2,1400,1,10,3,0
30,1,4,650,1,8,4,0
25,0,5,1875,1,8,3,0
28,0,5,450,1,9,5,1
55,0,3,1313,0,8,3,0
37,1,4,1200,0,9,4,1
42,0,4,990,1,8,3,1
46,1,5,4000,1,8,4,0
78,0,2,1875,0,5,4,0
33,0,3,1200,1,10,5,0
50,1,2,1100,0,10,4,0
34,1,3,760,0,5,5,0
34,0,3,1800,1,8,2,0
72,1,5,3000,1,7,4,0
33,0,4,1200,1,9,5,0
74,1,5,4000,1,6,3,1
89,1,3,2800,1,8,2,0
57,1,3,1400,0,8,4,0
60,1,3,900,1,3,3,0
65,1,3,735,0,10,5,0
46,0,5,3300,1,9,5,1
58,1,3,4000,1,8,3,0
66,1,2,720,0,9,3,0
58,1,5,4200,1,9,3,0
58,1,3,3000,0,9,5,0
60,1,3,1188,0,6,3,1
51,1,5,6250,1,7,3,0
60,1,5,2000,1,8,3,1
52,1,3,4400,1,8,3,0
19,0,3,950,0,10,4,0
48,1,5,4500,1,8,4,1
26,1,3,1200,0,7,2,0
40,0,5,2200,1,9,3,0
66,0,3,1000,0,9,1,0
30,1,5,2500,1,9,5,0
60,0,3,400,0,7,3,0
71,0,2,600,1,6,3,0
60,0,3,750,0,10,4,0
56,0,4,2070,0,7,3,0
85,1,2,1200,0,8,3,0
79,0,2,1000,1,9,2,0
64,1,5,2500,1,5,2,0
33,0,5,500,0,9,5,1
36,0,2,1500,1,7,3,1
70,0,3,1313,1,10,5,1
48,1,5,3000,1,7,3,0
48,1,5,2200,0,8,5,0
61,1,5,2300,1,7,3,1
47,0,2,1500,1,9,4,0
88,0,2,480,1,6,3,0
78,1,5,1430,0,10,3,0
64,1,5,3000,1,7,4,1
34,1,3,1875,1,8,3,0
89,1,4,1800,0,7,1,1
36,0,5,1388,1,10,4,1
56,0,5,1500,1,9,4,0
22,1,5,440,0,7,5,0
56,0,5,2050,1,4,2,1
37,1,5,3500,1,10,5,0
35,0,3,2500,1,3,2,0
27,1,3,2300,0,9,5,1
56,0,5,500,1,9,4,0
76,0,2,1200,1,8,4,0
28,1,3,1000,0,7,4,0
60,0,4,2400,0,9,2,0
65,1,3,1350,0,8,4,0
49,0,3,1600,1,10,5,0
82,0,2,1063,1,10,4,0
62,1,3,1500,0,8,4,0
55,1,2,2000,1,8,4,0
55,0,3,2500,0,9,5,0
59,1,2,2700,1,7,3,0
48,0,4,1600,0,6,3,0
39,1,3,1750,1,6,4,1
37,0,2,300,1,9,3,0
42,1,3,6500,1,10,4,0
65,1,5,4500,1,9,2,1
52,1,3,1438,0,8,4,0
21,1,4,1300,0,6,4,0
42,1,2,200,1,7,2,0
70,0,5,150,1,8,3,0
50,0,3,450,1,8,4,0
66,1,5,2200,1,10,3,0
71,0,2,1400,0,8,3,0
65,1,2,1100,0,6,3,0
52,1,2,2500,1,7,3,0
58,0,2,1900,1,9,2,0
44,1,5,5000,1,9,5,0
63,0,3,1400,0,9,2,0
55,1,3,1900,0,7,3,0
62,0,2,2000,1,10,3,0
61,1,3,2000,1,10,4,0
23,0,5,1200,1,9,5,1
76,1,2,2800,1,6,1,0
57,0,3,688,1,9,4,0
76,1,2,1350,1,8,2,0
59,1,5,8750,1,8,3,1
53,1,3,2500,1,5,3,0
37,0,5,1500,0,9,4,1
48,0,3,900,1,6,2,1
56,0,2,320,1,5,1,0
32,0,5,412,1,10,5,0
45,1,3,1500,0,8,3,0
65,0,3,586,0,6,2,0
57,0,3,1600,0,9,3,0
46,0,5,4500,1,9,5,0
43,1,4,3500,1,8,3,1
79,1,2,1438,1,9,2,0
45,0,2,800,1,4,5,0
47,0,4,1200,1,8,1,0
63,0,3,2875,1,9,5,0
42,1,4,5000,1,9,3,1
73,1,5,6250,1,9,4,0
45,1,4,1500,1,6,3,0
29,0,5,1400,1,9,5,1
59,0,4,800,1,8,2,0
48,1,4,1400,1,8,2,0
55,1,3,2400,1,6,4,1
82,0,2,1500,0,5,2,0
63,1,5,936,0,4,3,0
76,1,2,900,0,8,2,0
31,0,4,950,0,8,3,0
55,1,2,1200,1,6,3,0
44,0,3,500,1,8,4,0
64,0,2,1300,1,7,5,0
52,0,3,2000,0,8,4,0
64,0,2,1300,1,10,4,0
21,0,4,640,1,7,4,0
60,1,5,5000,1,9,4,0
47,1,3,2625,1,8,4,0
56,0,2,200,1,9,5,0
32,0,5,2000,0,9,5,0
59,0,2,450,1,9,4,0
57,1,2,2000,1,8,3,0
31,1,3,1250,0,8,3,0
48,1,5,3500,0,8,4,0
51,1,5,2400,1,7,3,0
55,0,3,1800,1,7,3,0
50,1,2,2200,1,7,3,1
36,1,5,3100,1,9,5,1
24,0,5,476,0,5,4,0
42,0,3,404,0,5,2,0
87,1,3,1500,1,10,2,0
47,0,3,1300,1,5,2,0
77,0,3,1063,0,10,3,0
35,0,5,1100,1,10,4,1
26,1,5,1300,1,4,5,1
75,0,2,450,1,9,4,1
69,1,5,2000,1,9,3,0
56,0,3,360,1,9,2,0
82,1,3,2625,1,8,3,0
33,1,5,3800,1,8,5,1
46,1,3,2000,0,8,3,0
70,1,2,1800,1,10,5,0
79,1,5,3000,1,8,3,0
50,0,3,1300,0,6,4,0
66,0,3,688,1,9,5,0
56,0,5,1350,1,10,4,0
52,0,3,2000,0,10,5,0
75,1,2,2700,1,9,4,0
68,0,5,1000,1,9,2,1
30,0,2,1000,1,3,2,0
62,0,5,600,0,7,2,0
63,1,3,1394,0,7,3,0
43,1,5,1700,1,8,4,0
72,0,3,1080,0,8,3,0
26,0,3,1500,0,8,5,0
64,1,5,9500,1,8,4,0
75,0,2,520,1,10,5,0
78,1,3,1200,1,0,3,0
48,1,5,2500,1,8,4,0
68,1,3,800,0,7,4,0
62,0,2,1200,1,10,4,0
68,1,3,650,0,8,2,1
31,0,5,1300,1,8,5,1
63,1,3,1500,0,8,2,0
21,1,5,700,1,7,5,1
62,0,2,887,1,10,3,0
39,1,5,1200,1,5,2,1
83,1,3,2500,1,9,4,1
22,1,5,450,1,8,4,0
33,0,3,359,0,5,2,0
80,0,2,900,1,5,2,0
32,1,4,8750,1,10,5,1
44,0,3,1100,1,10,4,0
56,1,5,2125,1,6,4,0
57,1,3,2000,0,9,3,0
75,0,3,1063,1,9,4,0
60,1,2,2625,1,10,2,1
65,1,4,1600,1,8,4,1
46,0,3,3000,1,10,5,0
60,0,5,2125,1,8,5,0
53,0,3,500,1,8,5,0
57,1,2,1500,1,8,2,1
75,0,3,1500,0,9,4,0
63,1,2,1313,1,7,4,0
23,1,5,3000,1,10,5,0
82,1,3,1100,0,5,4,0
22,0,4,1600,1,10,4,0
43,1,3,2300,1,9,4,0
45,1,3,2875,0,8,4,0
25,1,3,2100,1,8,2,0
46,1,3,2000,0,9,4,0
65,0,3,1000,1,9,4,0
24,0,4,266,1,8,4,0
64,1,3,1800,0,8,4,0
66,0,2,1400,1,9,4,0
79,1,2,1700,1,8,2,0
30,1,3,2200,1,5,4,1
62,0,3,600,0,10,4,0
76,0,2,700,0,9,4,0
78,0,2,4500,1,9,2,1
23,1,3,1100,1,9,5,0
23,0,5,550,0,7,4,1
34,1,2,1450,0,8,4,0
23,0,2,750,0,7,3,0
28,0,4,770,1,5,5,0
67,0,5,2000,0,8,4,0
32,1,3,1438,0,8,4,0
43,1,4,4000,1,8,4,0
48,1,3,4000,1,7,5,0
43,1,3,2375,1,8,4,0
52,1,3,2875,1,9,4,0
74,0,3,350,1,10,3,1
33,1,3,1625,1,7,2,0
55,1,5,3500,1,8,4,0
53,0,3,1300,1,8,3,0
72,1,2,1050,1,10,2,0
39,1,5,2000,1,10,5,0
48,1,3,1500,0,5,4,0
38,1,3,1600,0,7,4,0
65,0,3,560,0,5,3,0
52,1,5,2700,1,8,3,0
91,0,2,1200,1,6,4,0
49,0,3,960,0,9,4,0
81,1,2,800,1,5,1,0
37,1,3,970,1,5,1,0
69,1,2,2200,1,9,4,1
73,0,3,2000,1,10,3,0
41,0,5,1875,1,10,3,0
63,1,5,2500,0,7,4,0
69,0,3,938,0,7,4,0
61,1,5,1500,1,8,4,1
54,1,3,2500,0,6,3,0
57,1,3,460,0,8,4,0
52,1,4,1800,1,9,4,0
65,1,4,2900,1,9,4,0
37,0,5,1200,0,7,5,1
29,1,5,2400,0,8,4,1
27,0,5,813,1,8,4,1
21,0,5,600,0,8,5,0
58,1,5,3200,0,8,3,0
53,1,3,2125,1,8,3,0
55,1,5,4500,1,9,4,0
34,1,3,1600,0,9,5,0
72,1,2,1800,1,8,3,0
49,0,3,1100,0,8,4,0
47,1,4,4500,0,8,4,0
63,1,2,2000,1,7,3,0
51,0,4,2375,1,10,5,0
31,0,3,900,1,9,4,1
54,1,3,1400,0,8,4,0
