age,sex,educ,income,eastwest,happiness,health,lived_abroad,spectrum
35,0,2,1300,1,8,3,0,2
33,1,2,1220,0,6,2,0,0
56,0,2,1000,0,7,1,0,3
34,0,2,280,0,9,4,0,3
53,1,4,3500,1,8,3,0,1
27,1,3,2000,0,8,2,0,2
70,1,1,2100,1,8,2,0,1
68,1,2,3000,1,7,2,1,3
35,1,4,1500,1,7,3,0,2
73,0,2,1000,1,4,0,0,1
30,0,3,1200,1,9,3,0,1
21,1,4,450,1,10,4,0,1
36,0,4,850,0,6,3,1,1
81,0,3,2200,1,10,2,0,2
68,0,2,890,1,10,3,1,1
71,0,2,1400,1,9,3,0,0
86,0,1,1200,1,8,2,0,1
84,0,1,2000,0,9,2,0,2
52,1,1,4200,1,9,3,0,0
53,1,2,3300,1,9,4,0,1
48,0,4,1500,1,8,2,0,2
18,1,2,480,1,9,4,0,1
47,1,2,2500,1,8,2,0,1
70,1,1,563,1,5,1,0,0
50,0,4,2000,1,8,4,1,2
90,0,2,1100,0,10,3,0,0
47,0,2,813,1,9,2,0,2
46,0,4,4300,1,9,3,0,0
24,1,2,1100,0,7,3,0,2
48,1,3,3500,1,8,3,0,3
53,1,2,750,1,5,0,1,3
45,1,3,2600,1,8,3,0,2
68,1,1,1800,1,10,3,0,0
22,0,4,750,1,9,3,0,2
65,0,2,813,0,8,2,1,1
38,1,2,2250,1,8,2,1,1
66,1,1,750,1,5,1,0,1
30,1,3,1650,0,8,3,0,2
76,0,4,1400,0,10,4,1,0
49,1,1,1000,1,5,2,0,0
24,0,2,930,0,9,3,0,3
50,1,2,4000,1,10,4,0,1
88,1,1,1875,1,7,1,0,1
36,1,4,2300,0,8,3,0,1
51,1,4,1900,1,5,3,1,2
19,1,2,450,1,6,3,0,1
44,0,2,1250,0,8,2,0,2
39,1,2,1438,0,9,3,0,3
58,0,3,3100,1,8,2,0,3
60,0,4,5500,1,10,4,0,2
54,0,1,1438,1,7,3,0,1
50,0,4,5000,1,9,3,0,1
24,1,1,1800,1,7,3,1,2
61,1,2,600,1,6,1,0,2
58,1,2,3400,1,9,1,0,1
45,1,4,8750,1,9,4,1,1
78,1,1,1000,0,6,2,0,1
38,0,4,900,1,7,2,1,2
39,0,4,650,1,9,3,1,0
68,1,2,950,0,7,1,1,2
34,1,2,2900,1,10,4,1,1
33,1,2,1800,0,5,4,0,3
61,0,2,800,0,8,2,1,1
26,0,4,2000,1,5,3,1,2
66,0,4,1800,0,9,3,0,3
29,0,2,1500,1,10,3,0,1
32,1,4,2450,1,8,3,1,0
70,1,1,1100,0,5,2,0,3
44,1,2,2875,1,9,2,0,0
82,1,2,1800,0,8,3,0,2
38,1,2,1350,0,8,3,0,0
21,1,1,1200,1,4,3,0,2
48,1,4,1188,0,3,4,0,1
76,0,2,800,1,10,3,0,1
35,0,1,938,0,8,3,0,0
28,0,3,1625,1,8,4,0,3
64,0,4,3000,1,8,3,0,0
24,0,4,570,0,8,3,0,2
26,0,4,480,1,8,4,1,0
67,1,4,7500,1,10,3,0,1
88,0,1,1100,0,10,2,1,0
78,1,2,1400,0,8,3,0,0
62,0,2,900,0,9,2,0,0
60,0,4,1900,0,5,1,0,2
64,0,1,700,1,10,3,0,0
27,1,4,3000,0,8,4,0,0
75,0,2,78,1,10,3,0,1
53,0,2,938,0,7,3,0,2
53,0,2,800,1,7,3,1,1
34,0,4,2200,1,10,4,1,1
33,0,4,2100,1,9,3,0,1
42,0,4,2600,1,8,3,1,1
54,1,2,1000,0,3,1,0,0
76,1,1,1188,0,8,1,0,1
63,1,4,3500,0,8,3,0,1
51,1,4,2875,1,4,3,1,2
44,0,4,1500,1,8,3,0,2
72,0,4,620,0,7,2,0,1
20,1,2,1625,1,10,4,0,3
56,1,2,2500,1,9,2,0,1
43,0,4,4000,1,8,4,0,1
36,1,2,1800,1,9,4,1,1
50,0,2,2400,0,8,3,0,1
33,0,2,770,1,8,3,0,1
48,0,4,1200,1,8,4,0,0
35,0,1,688,1,10,4,0,2
58,1,1,4000,1,8,3,0,0
64,0,1,938,1,7,1,0,0
20,0,1,435,1,5,0,1,2
60,0,2,1500,0,9,3,0,0
44,1,1,970,1,7,3,0,2
44,1,1,2000,1,6,2,0,1
45,1,2,1600,1,8,3,0,1
65,0,1,901,1,8,2,0,1
37,0,2,2100,1,7,3,0,1
68,1,1,1200,1,9,3,0,1
65,1,4,650,0,7,2,0,2
68,1,2,1850,1,8,3,0,2
36,1,2,2500,1,4,3,0,3
76,1,2,820,1,4,3,0,1
87,1,4,1000,0,8,3,0,2
49,1,4,4500,1,7,3,0,0
47,1,4,2200,0,9,4,0,3
44,0,1,800,1,10,3,0,0
21,0,4,457,0,10,3,0,1
70,0,3,813,1,9,1,0,1
73,0,1,1000,0,9,3,0,2
56,0,1,1300,1,5,2,0,1
77,1,1,1600,1,8,3,0,1
33,1,4,3000,1,9,3,0,0
81,0,1,800,0,6,3,0,2
70,0,1,1200,1,9,2,0,2
53,1,2,2800,0,9,3,0,2
64,0,2,1100,1,9,2,0,0
62,1,1,2700,1,8,3,0,0
44,0,2,813,1,9,3,0,2
69,1,1,970,1,6,2,0,0
54,0,2,1400,1,6,1,0,1
21,1,4,950,1,9,3,0,1
41,1,2,2375,1,8,3,0,1
65,0,2,2000,1,8,3,0,0
47,1,1,1400,0,6,2,0,3
79,0,2,300,1,8,2,1,1
61,1,1,404,1,5,0,0,3
47,1,3,2500,1,7,3,0,3
68,0,1,550,1,10,3,0,1
21,0,2,735,1,9,4,1,3
48,0,4,2000,1,8,3,1,2
44,0,4,950,1,10,3,0,1
59,1,1,3500,1,10,4,0,0
59,0,2,2125,1,8,2,0,0
52,0,2,2200,1,9,3,0,2
44,1,4,3000,0,10,3,1,1
62,1,1,2000,1,10,4,0,1
64,1,4,1100,0,9,3,1,3
66,1,4,2500,1,8,3,0,3
44,0,4,3600,1,8,4,1,2
33,1,4,3300,1,9,3,0,0
77,1,1,1200,1,8,2,0,1
61,1,1,2500,1,9,1,0,0
30,1,3,1600,1,8,2,1,2
80,0,4,920,0,9,3,0,2
47,0,2,1260,1,8,3,0,3
22,1,4,1500,1,10,4,1,2
37,1,2,1875,1,8,2,0,1
75,1,2,1700,1,8,3,0,1
86,0,1,1400,0,7,2,0,0
37,1,2,1100,1,8,3,1,0
41,0,2,1200,1,9,3,0,0
51,1,2,1438,0,8,3,0,0
65,1,2,2300,1,10,3,1,1
72,0,1,880,0,5,2,0,0
20,0,1,300,1,8,3,1,0
43,1,4,4100,1,10,3,1,1
59,0,4,1800,0,8,2,0,3
54,1,2,2000,0,8,3,0,2
64,1,1,2200,1,9,3,0,2
56,0,3,1500,1,8,3,0,2
31,1,2,1500,1,8,3,0,0
32,0,1,500,1,8,3,0,3
45,1,4,1200,1,4,2,0,0
26,1,4,600,1,6,3,0,1
20,0,4,300,1,9,4,0,1
81,1,0,1600,1,8,3,0,1
76,1,1,1069,0,9,3,0,0
18,1,2,800,1,10,4,0,0
28,0,3,2150,1,9,4,0,0
33,0,2,165,0,6,4,0,2
48,0,2,1400,0,8,3,0,1
86,1,4,1438,1,8,3,1,2
46,0,2,1188,1,7,2,0,2
55,0,1,1100,1,9,1,0,2
57,0,2,1800,1,8,2,0,3
74,1,2,1220,0,5,0,0,1
19,0,2,340,1,9,4,0,0
32,0,2,765,1,9,4,0,0
81,1,1,1300,1,10,3,1,3
57,1,2,2300,1,9,3,1,0
20,1,2,680,0,8,4,0,1
25,0,4,450,0,4,1,1,1
65,1,4,2800,1,8,2,1,3
45,0,2,1200,1,8,4,0,1
44,1,4,650,1,8,4,0,1
60,1,1,1078,1,3,3,0,3
35,1,2,2200,1,10,4,0,1
32,0,4,4800,1,10,3,0,1
65,0,2,813,1,9,4,0,0
56,1,2,970,0,8,1,0,1
85,0,0,1800,0,7,1,1,0
70,0,4,2875,1,9,2,0,1
65,0,3,1300,1,8,2,0,2
36,0,4,2800,1,7,1,1,2
65,0,2,430,1,9,2,0,1
36,1,4,3500,1,7,3,1,1
51,1,2,2300,0,9,3,0,3
77,0,2,2400,1,8,2,1,1
60,1,1,2500,1,10,2,0,0
85,1,0,900,0,7,2,0,1
58,0,2,700,0,7,3,0,2
34,0,4,2125,1,8,4,0,2
69,1,2,3500,1,9,2,0,1
48,0,4,450,1,8,4,1,1
63,1,2,3000,1,10,2,0,0
62,1,2,1000,0,10,2,0,3
56,1,1,5000,1,10,3,0,1
56,0,2,1700,0,5,3,0,2
66,1,4,1600,1,8,3,0,0
67,0,4,813,0,7,3,0,1
81,0,1,1500,1,4,0,0,1
78,0,2,1200,1,8,2,0,1
65,1,2,528,0,8,2,0,1
70,0,1,800,1,8,3,0,1
42,0,4,1900,1,7,3,0,0
79,1,1,1800,0,8,2,0,1
47,0,2,1188,0,5,2,0,0
66,0,2,1200,1,8,2,0,1
88,0,2,2500,0,6,1,0,2
66,1,3,1300,0,9,3,0,2
84,0,0,2000,1,10,2,0,0
36,1,4,2000,0,7,3,0,3
76,1,1,1340,1,9,3,0,3
82,0,1,997,0,7,2,0,0
82,1,4,2000,1,9,3,0,2
35,1,1,2000,1,7,2,0,1
55,0,2,1188,1,10,2,0,1
55,1,1,2600,1,9,2,0,2
41,1,2,1500,1,10,3,0,1
37,0,1,900,1,10,3,0,2
76,1,1,900,0,8,1,0,1
63,1,1,2000,1,7,2,0,1
51,1,2,1400,0,5,3,0,3
69,1,4,2125,0,8,4,0,1
52,1,1,2000,1,10,3,0,1
67,0,2,850,1,10,4,0,1
25,0,4,1600,1,8,4,0,1
34,0,2,1900,1,8,3,0,2
51,1,2,1100,0,8,3,0,3
65,1,1,1800,1,9,3,0,2
42,1,4,4000,1,8,3,0,0
57,1,2,136,1,1,0,1,3
43,0,4,1600,1,8,3,0,1
75,0,2,1200,1,7,1,0,0
35,1,3,1000,1,9,3,0,2
33,0,4,3000,0,8,3,1,1
73,0,2,955,0,5,0,0,1
62,0,2,1300,0,8,4,0,1
33,1,4,600,1,7,4,1,1
34,1,4,1800,1,9,3,0,2
52,0,2,950,0,5,2,0,3
66,1,2,500,0,7,2,0,2
46,1,4,3500,0,8,4,0,1
32,1,2,3500,1,7,3,0,2
28,0,4,600,1,7,3,0,0
67,1,4,2400,1,8,3,1,1
26,1,2,2000,1,8,3,1,2
57,1,2,3500,1,8,3,0,1
49,0,2,1400,1,9,3,0,1
62,0,1,950,1,5,0,0,2
78,1,1,3000,1,8,2,0,1
67,0,2,950,0,9,3,0,0
81,1,2,3000,1,8,3,0,1
20,1,4,300,1,9,4,0,0
48,0,4,2850,1,9,4,0,1
38,1,1,2300,1,10,1,1,2
80,0,4,2000,1,10,1,1,0
21,0,1,1100,1,8,2,0,0
39,0,2,850,1,10,4,0,2
59,1,4,3750,1,9,3,0,1
36,0,4,1000,1,10,4,1,2
45,1,4,2000,1,7,2,0,2
38,1,2,5000,1,10,3,0,1
36,1,1,2000,1,9,4,0,0
47,0,2,1000,1,7,3,0,2
71,1,2,1400,1,8,3,1,1
76,1,4,8000,1,9,3,0,0
60,1,2,4200,0,8,1,0,1
34,0,3,1600,1,8,3,0,1
22,1,3,700,1,7,3,0,0
65,1,1,3500,1,6,2,0,1
50,1,4,3600,0,9,3,0,0
69,0,4,2875,0,8,3,0,2
69,0,1,650,1,5,1,0,1
67,0,2,500,1,10,3,1,1
55,0,2,1500,0,5,2,0,3
45,1,2,2000,1,9,3,0,1
50,0,2,1200,1,8,3,0,0
48,1,1,3100,1,8,3,0,3
71,1,2,1100,0,7,2,0,0
34,1,2,1711,0,6,2,0,2
71,1,1,2125,1,8,2,0,1
65,1,4,2000,1,10,3,1,1
67,1,3,1800,1,9,3,0,0
63,0,2,1000,0,9,4,0,2
44,1,4,3100,1,9,3,0,1
82,0,1,1500,1,10,2,0,1
56,0,4,2700,1,8,3,0,2
49,1,4,2000,1,5,2,0,0
67,1,2,8750,1,9,2,0,2
29,0,4,1500,1,9,4,1,1
51,0,2,1875,1,9,3,0,0
73,1,2,1625,0,8,2,0,3
51,0,2,813,1,8,3,0,1
21,0,3,450,1,3,3,0,2
37,1,1,837,1,5,2,1,3
74,0,4,2500,1,8,3,0,1
23,1,3,250,1,8,3,0,2
43,0,2,1400,1,8,3,0,0
77,0,1,1400,0,6,2,0,0
52,1,2,1600,0,10,3,0,0
76,1,3,4500,1,8,4,1,1
22,0,4,280,1,9,3,0,2
26,1,4,650,1,6,3,0,1
31,1,3,1600,1,9,4,0,2
57,0,1,1400,1,10,4,0,1
70,0,2,1800,1,8,3,0,1
58,0,3,2000,1,3,2,0,1
59,1,1,1800,1,7,3,0,1
47,0,4,1200,1,8,3,1,1
31,0,4,2400,1,10,4,0,1
24,1,2,1313,1,7,3,0,0
41,0,3,1313,1,9,4,0,1
55,1,3,1700,1,10,2,0,2
37,0,1,983,1,7,4,0,1
64,1,1,1185,1,9,2,0,1
52,0,2,938,1,9,3,0,3
44,1,4,1750,1,7,3,0,1
45,0,2,675,0,7,1,0,0
21,1,4,1188,1,10,4,0,1
52,1,4,3800,0,7,3,1,2
40,0,1,1000,1,6,2,0,1
35,1,4,1734,1,9,4,1,0
72,0,3,460,1,9,2,0,2
40,0,4,800,0,7,3,0,2
73,0,2,1016,0,5,2,0,0
78,1,1,1220,0,7,1,0,2
71,0,4,1050,0,8,2,0,0
72,0,2,1800,0,8,2,0,2
81,1,4,1800,0,8,2,0,1
75,1,3,3800,0,8,2,0,0
72,1,2,4200,1,8,2,0,1
46,0,4,1600,0,9,4,1,2
60,1,2,1350,1,8,3,0,3
58,1,2,1063,0,8,3,0,2
55,1,1,720,1,5,1,0,2
49,0,4,1188,1,7,2,1,1
91,1,2,1600,1,5,2,0,0
60,1,2,2000,0,8,2,0,3
72,0,2,890,1,9,3,0,1
37,1,4,2300,1,9,4,1,2
49,0,2,813,0,8,2,0,3
42,0,1,700,1,8,3,0,0
37,0,4,2000,1,8,3,1,1
77,1,1,1200,1,8,3,0,1
38,1,1,532,1,3,1,0,3
24,0,4,597,0,7,3,1,2
66,1,1,1800,1,7,1,1,3
41,0,2,1188,0,6,3,0,2
46,1,4,4000,1,8,4,1,2
75,0,2,360,1,8,3,0,2
36,1,4,3500,1,10,3,0,1
54,0,1,1100,1,10,2,0,0
46,1,2,2300,1,8,3,0,1
41,1,1,1500,0,8,3,1,3
68,1,1,780,1,9,1,0,1
77,0,2,2000,1,10,2,0,1
73,1,1,930,0,5,2,0,3
51,0,4,3300,1,10,4,0,1
78,1,1,1450,0,8,2,0,3
64,1,2,1400,1,5,4,0,1
54,0,4,1200,1,9,3,1,1
64,1,2,3500,1,8,3,0,1
65,1,2,1010,0,9,3,0,1
59,1,2,1100,0,7,2,0,2
38,0,2,450,1,9,3,1,0
52,1,3,2500,0,8,1,0,3
38,0,4,840,1,6,3,1,2
36,1,2,1400,0,5,2,0,1
59,1,3,2600,1,10,3,0,1
51,1,2,1500,0,5,2,0,0
78,0,1,938,0,5,1,0,1
38,1,1,3000,1,10,3,1,2
61,1,2,600,0,3,0,0,3
69,0,1,1000,1,10,3,0,0
74,1,2,3200,1,8,3,0,1
35,0,2,1100,0,7,3,0,2
36,0,4,1370,0,7,0,0,2
59,1,4,2125,1,9,3,0,0
33,1,4,3500,1,8,4,1,1
61,0,1,900,1,8,1,1,0
65,1,4,8000,0,8,3,0,0
45,0,1,1000,1,3,1,0,3
52,1,1,1600,1,8,2,0,3
67,0,4,2500,1,8,2,0,2
74,1,1,1050,0,7,1,0,1
43,0,4,1100,0,8,3,0,0
74,0,1,600,1,10,0,0,0
34,1,3,1700,1,8,3,0,0
55,1,4,2000,0,8,3,1,2
30,1,4,400,1,8,3,1,2
24,1,4,700,1,8,2,0,0
77,1,3,3300,1,8,2,0,1
80,1,1,900,1,10,3,0,1
62,0,4,2000,0,9,2,0,1
52,0,2,1200,1,8,3,0,2
24,0,3,300,0,9,3,0,2
40,0,3,2050,1,9,3,0,1
72,1,2,900,0,3,2,0,2
23,1,4,500,1,7,2,0,2
26,0,2,1550,1,8,4,0,2
64,0,4,564,1,9,4,0,1
64,1,3,2625,1,8,3,0,3
84,0,1,1440,0,8,2,0,1
54,1,2,1900,1,6,0,0,3
52,1,2,5000,0,9,3,0,3
85,1,4,5000,1,7,1,0,3
30,1,2,1700,1,8,2,0,0
58,0,2,1800,1,7,3,0,0
34,0,3,1300,0,9,3,0,1
58,1,4,3400,1,8,3,0,2
38,1,3,4500,1,10,2,1,1
75,0,1,1050,1,3,0,0,1
76,0,2,750,1,9,2,0,2
40,1,2,300,1,3,1,0,0
27,1,0,900,0,5,4,0,1
34,1,3,8750,1,7,3,0,1
67,1,4,2000,1,8,3,1,2
55,0,2,688,0,8,2,0,2
28,0,4,1600,1,6,2,0,2
54,1,2,2200,1,8,3,1,0
85,1,1,1000,1,10,0,0,1
33,0,4,2640,1,7,2,0,1
68,0,1,1100,0,0,2,0,0
27,0,2,1350,0,9,3,0,2
54,1,4,7000,1,9,4,1,2
26,1,3,2100,1,3,4,0,3
87,1,4,5000,1,9,3,0,3
56,0,4,4000,0,9,2,0,1
64,0,1,350,1,9,2,0,1
40,1,2,2500,1,8,3,0,1
43,1,4,4200,1,8,3,0,0
47,0,1,938,0,8,3,0,1
38,1,4,1600,0,6,3,0,0
51,1,2,3500,1,9,2,0,1
53,1,1,2500,1,8,2,0,3
31,1,2,2700,1,8,2,0,1
67,0,2,982,1,6,1,0,1
52,0,1,360,1,0,0,0,2
57,0,4,2000,0,10,4,0,1
58,1,2,2125,0,8,2,0,1
65,0,2,900,0,4,1,0,2
69,1,1,1600,1,9,2,0,0
57,1,4,6000,1,9,3,0,1
48,1,4,3500,1,9,3,1,2
48,1,2,2500,0,8,3,0,1
63,1,2,650,0,5,1,0,0
56,0,2,2000,1,8,3,0,0
51,0,2,1600,1,9,3,0,1
85,0,2,2000,1,5,1,0,0
37,1,2,2600,1,9,4,1,1
59,1,4,3000,0,7,2,0,2
18,1,4,550,1,7,1,1,2
75,0,4,300,1,10,4,0,1
54,1,3,4500,1,8,0,1,3
57,1,4,4500,0,8,3,0,1
59,1,2,750,0,7,1,0,3
65,1,4,660,0,3,1,0,3
23,1,4,400,0,8,3,0,1
37,1,4,2000,0,8,4,1,1
52,1,4,3500,1,7,3,0,1
26,0,0,399,1,4,1,0,0
38,0,4,1200,1,9,2,1,2
85,1,1,1600,1,8,1,0,1
43,0,2,590,1,6,3,0,2
24,1,4,400,1,6,4,0,0
62,1,1,2000,1,9,3,0,3
54,1,1,1000,0,9,2,0,2
79,1,4,1600,1,10,2,1,1
58,0,4,4300,1,10,4,0,1
51,1,3,875,1,10,2,1,0
71,1,4,2125,1,8,4,1,1
33,1,4,2400,1,8,4,1,2
82,0,4,700,0,9,2,0,2
25,1,4,1000,1,8,3,0,3
26,0,4,1000,1,10,3,1,1
68,0,2,350,1,10,4,0,2
48,0,4,4000,1,8,3,0,2
70,1,4,3200,1,10,3,1,0
64,0,2,1100,1,10,3,0,2
77,0,1,200,1,7,1,0,0
30,1,2,1550,1,8,2,1,0
74,1,4,1700,0,6,2,0,1
87,1,1,700,1,5,0,0,1
30,0,2,2200,1,8,3,0,2
78,0,4,530,1,9,2,0,1
48,1,4,2000,1,8,3,0,1
63,0,1,1300,1,9,3,0,1
33,0,4,2300,1,8,2,0,2
65,1,1,1300,1,6,0,0,0
54,0,1,1100,1,5,1,0,3
62,1,2,2500,1,8,2,0,1
18,0,4,65,1,9,4,0,2
42,0,2,1300,1,8,3,1,0
41,1,2,380,0,3,3,0,2
51,1,2,3900,1,9,3,0,0
20,0,4,1200,1,8,4,0,0
46,1,2,2625,0,8,3,0,2
76,0,0,500,0,9,3,0,0
55,1,4,2300,0,9,3,0,2
67,1,1,1438,1,9,3,0,1
52,0,1,1900,1,8,4,0,2
36,0,4,1800,1,9,3,1,2
29,1,4,2600,1,4,4,0,0
86,0,4,3300,1,9,2,0,1
73,1,1,2400,1,0,3,0,1
54,0,1,563,0,1,0,0,3
50,0,4,900,1,8,2,0,2
37,1,4,1400,1,9,3,0,2
72,1,4,3500,1,8,3,0,1
68,0,2,250,1,9,1,0,1
57,0,1,674,1,5,0,0,1
73,1,1,1200,1,7,0,0,2
50,0,2,1100,1,8,3,0,0
51,1,3,2700,1,9,2,0,1
45,1,2,2125,1,7,4,1,0
51,0,2,1700,0,8,3,0,1
45,0,4,150,1,7,3,0,2
47,0,2,2000,0,10,3,0,2
19,1,3,700,1,9,4,0,0
23,1,4,500,0,8,4,0,2
50,1,1,1040,1,6,4,0,0
70,0,1,730,0,8,2,0,1
71,0,1,2200,1,7,2,0,1
62,1,2,2050,1,8,2,0,3
45,0,3,450,1,10,4,1,1
59,0,2,1600,1,10,4,0,0
31,1,2,2400,1,8,1,0,1
28,0,4,2125,1,8,3,1,1
29,0,4,2600,1,10,4,1,2
84,1,4,1500,0,8,3,0,1
36,0,1,1625,1,9,3,0,0
58,0,2,700,1,10,2,0,2
34,1,2,1600,0,7,3,0,3
62,1,2,2875,1,7,2,0,2
46,1,2,938,0,2,1,0,2
61,0,2,2300,1,5,3,0,0
21,0,4,620,1,10,3,0,2
76,1,4,2400,1,8,2,0,1
81,0,4,1080,0,5,2,0,1
53,1,2,800,0,7,1,0,1
41,1,4,4500,1,9,3,0,1
26,0,2,1100,0,8,4,0,1
74,1,4,1400,0,10,2,0,0
59,1,1,1900,1,8,2,0,3
53,0,1,1000,1,5,2,0,1
35,0,4,670,1,9,3,0,1
40,0,4,1313,1,8,2,1,1
59,0,1,3000,1,5,2,0,3
60,1,1,2000,1,8,1,0,1
37,1,1,1050,0,7,3,0,3
83,1,3,1200,0,7,1,0,0
44,0,2,1188,1,3,1,0,1
45,0,4,1800,1,6,3,0,2
49,0,2,1200,1,10,3,0,2
83,0,1,520,1,10,3,0,0
50,1,1,1438,1,8,1,0,0
42,0,3,100,1,9,1,0,2
45,1,4,4500,1,9,3,1,0
60,1,1,600,1,8,2,0,1
57,1,2,2875,1,7,2,0,0
50,1,4,3400,0,8,2,0,1
68,1,2,800,1,4,2,0,0
42,0,2,4000,1,9,4,0,0
27,0,4,1600,1,9,4,0,1
90,1,1,2125,1,9,2,1,1
36,0,2,650,1,9,4,0,1
27,0,4,400,0,7,1,0,2
59,0,3,1700,1,10,2,0,1
26,0,1,750,1,3,2,0,2
30,1,4,2000,1,8,3,0,1
31,0,4,830,0,1,0,0,2
53,1,4,2400,1,8,2,0,2
43,0,4,2875,0,9,3,1,0
81,0,2,1833,1,8,1,0,0
38,1,1,1600,1,9,4,0,2
72,1,1,1980,1,5,1,1,2
30,1,3,2400,1,8,4,1,0
38,0,2,2250,1,9,3,0,1
81,0,2,1100,1,9,3,1,0
70,1,2,2625,1,10,2,0,1
54,1,2,3500,1,8,3,0,1
69,0,2,1400,0,5,0,0,0
29,0,3,1700,1,9,3,0,1
56,0,1,1400,1,5,3,0,0
45,0,2,2200,0,9,3,0,0
19,0,4,1000,0,9,4,0,2
46,0,2,950,1,8,3,0,1
35,0,2,665,0,8,1,0,3
75,1,2,2200,1,8,0,0,1
43,1,4,3500,0,8,3,0,3
45,1,2,1200,0,7,2,0,1
49,1,2,1700,1,8,2,0,3
47,0,2,400,0,6,4,0,2
45,0,2,350,0,10,3,0,3
55,1,1,3000,1,7,2,0,0
35,1,3,2100,0,8,3,0,3
56,0,4,450,1,10,3,1,1
55,0,3,800,1,8,4,0,1
40,1,2,2500,1,10,4,0,0
69,1,2,1200,0,8,3,0,3
69,1,2,922,1,10,2,0,0
24,0,3,600,1,8,3,1,2
22,1,4,300,1,8,3,0,1
57,0,2,1000,0,3,0,0,1
51,0,2,1000,0,5,2,0,3
59,1,4,1800,1,9,2,0,0
63,1,3,2000,1,9,2,0,2
40,0,3,2000,1,9,1,0,2
79,1,1,1200,1,10,2,0,0
51,0,2,1500,1,10,3,0,2
66,1,4,1300,0,8,4,1,2
44,0,3,1500,1,6,3,1,2
63,0,2,820,1,10,2,0,1
37,0,4,1500,1,9,2,0,1
50,0,4,2300,1,10,4,1,2
45,1,1,1500,0,6,3,1,2
75,0,1,1200,1,6,2,0,1
74,1,4,2300,1,9,3,0,1
73,1,1,1200,1,7,3,1,3
35,1,2,1500,0,8,3,0,1
75,1,2,950,0,5,2,0,0
77,1,2,1500,1,8,1,0,0
51,0,3,2000,1,9,3,1,2
72,1,4,6500,1,8,4,1,1
36,0,4,1400,0,9,4,0,3
49,0,2,2500,1,9,3,0,0
69,1,1,1100,1,10,2,0,1
28,0,2,200,1,8,4,0,0
72,1,1,2000,0,10,4,0,1
22,1,4,650,1,8,4,0,1
37,0,2,880,0,8,2,0,2
55,0,2,1350,1,6,4,0,3
86,0,1,1400,1,10,2,0,1
30,1,3,650,1,8,3,0,3
25,0,4,1875,1,8,2,0,0
28,0,4,450,1,9,4,1,2
55,0,2,1313,0,8,2,0,0
37,1,3,1200,0,9,3,1,1
42,0,3,990,1,8,2,1,0
46,1,4,4000,1,8,3,0,1
78,0,1,1875,0,5,3,0,2
33,0,2,1200,1,10,4,0,0
50,1,1,1100,0,10,3,0,2
34,1,2,760,0,5,4,0,3
34,0,2,1800,1,8,1,0,3
72,1,4,3000,1,7,3,0,1
33,0,3,1200,1,9,4,0,1
74,1,4,4000,1,6,2,1,1
89,1,2,2800,1,8,1,0,1
57,1,2,1400,0,8,3,0,3
60,1,2,900,1,3,2,0,3
65,1,2,735,0,10,4,0,2
46,0,4,3300,1,9,4,1,1
58,1,2,4000,1,8,2,0,3
66,1,1,720,0,9,2,0,2
58,1,4,4200,1,9,2,0,1
58,1,2,3000,0,9,4,0,3
60,1,2,1188,0,6,2,1,1
51,1,4,6250,1,7,2,0,3
60,1,4,2000,1,8,2,1,2
52,1,2,4400,1,8,2,0,1
19,0,2,950,0,10,3,0,0
48,1,4,4500,1,8,3,1,1
26,1,2,1200,0,7,1,0,0
40,0,4,2200,1,9,2,0,1
66,0,2,1000,0,9,0,0,1
30,1,4,2500,1,9,4,0,1
60,0,2,400,0,7,2,0,1
71,0,1,600,1,6,2,0,0
60,0,2,750,0,10,3,0,1
56,0,3,2070,0,7,2,0,1
85,1,1,1200,0,8,2,0,2
79,0,1,1000,1,9,1,0,1
64,1,4,2500,1,5,1,0,0
33,0,4,500,0,9,4,1,0
36,0,1,1500,1,7,2,1,2
70,0,2,1313,1,10,4,1,1
48,1,4,3000,1,7,2,0,0
48,1,4,2200,0,8,4,0,0
61,1,4,2300,1,7,2,1,2
47,0,1,1500,1,9,3,0,0
88,0,1,480,1,6,2,0,1
78,1,4,1430,0,10,2,0,0
64,1,4,3000,1,7,3,1,3
34,1,2,1875,1,8,2,0,0
89,1,3,1800,0,7,0,1,0
36,0,4,1388,1,10,3,1,2
56,0,4,1500,1,9,3,0,1
22,1,4,440,0,7,4,0,0
56,0,4,2050,1,4,1,1,3
37,1,4,3500,1,10,4,0,1
35,0,2,2500,1,3,1,0,1
27,1,2,2300,0,9,4,1,1
56,0,4,500,1,9,3,0,2
76,0,1,1200,1,8,3,0,1
28,1,2,1000,0,7,3,0,3
60,0,3,2400,0,9,1,0,2
65,1,2,1350,0,8,3,0,3
49,0,2,1600,1,10,4,0,0
82,0,1,1063,1,10,3,0,0
62,1,2,1500,0,8,3,0,2
55,1,1,2000,1,8,3,0,1
55,0,2,2500,0,9,4,0,0
59,1,1,2700,1,7,2,0,3
48,0,3,1600,0,6,2,0,1
39,1,2,1750,1,6,3,1,3
37,0,1,300,1,9,2,0,1
42,1,2,6500,1,10,3,0,3
65,1,4,4500,1,9,1,1,2
52,1,2,1438,0,8,3,0,1
21,1,3,1300,0,6,3,0,2
42,1,1,200,1,7,1,0,3
70,0,4,150,1,8,2,0,2
50,0,2,450,1,8,3,0,1
66,1,4,2200,1,10,2,0,0
71,0,1,1400,0,8,2,0,3
