transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement
auto,6,small,2006,19.0,26.0,2.5
auto,6,small,2006,18.0,26.0,3.5
auto,8,small,2006,11.0,17.0,4.2
manual,8,small,2006,11.0,17.0,4.2
manual,2,small,2006,16.0,22.0,1.3
auto,2,small,2006,16.0,23.0,1.3
auto,6,small,2006,17.0,26.0,3.5
auto,6,small,2006,16.0,25.0,3.5
auto,8,small,2006,15.0,23.0,5.0
auto,8,small,2006,15.0,23.0,5.0
auto,8,small,2006,15.0,20.0,5.4
manual,4,small,2006,21.0,27.0,2.4
auto,4,small,2006,21.0,26.0,2.4
manual,6,small,2006,16.0,25.0,3.8
auto,6,small,2006,17.0,26.0,3.8
auto,4,small,2006,21.0,31.0,1.6
manual,4,small,2006,23.0,32.0,1.6
manual,4,small,2006,18.0,26.0,2.0
auto,4,small,2006,17.0,25.0,2.0
manual,6,small,2006,16.0,26.0,2.8
auto,6,small,2006,15.0,26.0,2.8
auto,4,small,2006,18.0,24.0,2.5
auto,4,small,2006,21.0,26.0,2.5
manual,4,small,2006,18.0,24.0,2.5
manual,4,small,2006,19.0,26.0,2.5
manual,4,small,2006,16.0,22.0,2.5
auto,4,small,2006,21.0,31.0,1.6
manual,4,small,2006,23.0,32.0,1.6
auto,4,small,2006,21.0,27.0,2.4
manual,4,small,2006,19.0,26.0,2.4
auto,4,small,2006,26.0,35.0,1.5
manual,4,small,2006,28.0,33.0,1.5
manual,4,small,2006,31.0,39.0,1.9
auto,4,small,2006,30.0,38.0,1.9
manual,5,small,2006,19.0,29.0,2.5
auto,5,small,2006,21.0,29.0,2.5
auto,4,small,2006,21.0,29.0,2.0
manual,4,small,2006,21.0,31.0,2.0
auto,6,small,2006,18.0,26.0,3.1
manual,4,small,2006,19.0,29.0,2.0
auto,4,small,2006,19.0,27.0,2.0
manual,6,small,2006,15.0,25.0,3.1
auto,6,small,2006,17.0,25.0,3.1
manual,8,small,2006,14.0,20.0,4.2
auto,8,small,2006,14.0,21.0,4.2
auto,12,small,2006,11.0,17.0,6.0
manual,6,small,2006,18.0,27.0,3.0
auto,6,small,2006,18.0,26.0,3.0
manual,6,small,2006,17.0,26.0,3.0
auto,6,small,2006,18.0,25.0,3.0
manual,6,small,2006,18.0,27.0,3.0
auto,6,small,2006,18.0,26.0,3.0
auto,6,small,2006,17.0,25.0,3.0
manual,6,small,2006,17.0,26.0,3.0
auto,6,small,2006,18.0,25.0,3.0
auto,4,small,2006,19.0,29.0,2.0
manual,4,small,2006,21.0,27.0,2.0
auto,4,small,2006,19.0,29.0,2.0
manual,4,small,2006,21.0,27.0,2.0
auto,4,small,2006,19.0,27.0,2.4
auto,6,small,2006,14.0,19.0,2.7
auto,6,small,2006,14.0,19.0,2.7
auto,6,small,2006,18.0,26.0,2.7
auto,6,small,2006,18.0,26.0,2.7
auto,4,small,2006,23.0,29.0,2.0
manual,4,small,2006,23.0,31.0,2.0
manual,4,small,2006,19.0,29.0,2.3
auto,4,small,2006,24.0,33.0,1.6
manual,4,small,2006,28.0,32.0,1.6
manual,6,small,2006,17.0,24.0,3.5
auto,6,small,2006,16.0,23.0,3.5
auto,6,small,2006,15.0,22.0,3.5
auto,6,small,2006,16.0,23.0,3.5
auto,6,small,2006,16.0,22.0,3.0
manual,6,small,2006,16.0,25.0,3.0
auto,4,small,2006,25.0,35.0,1.6
manual,4,small,2006,28.0,32.0,1.6
manual,4,small,2006,24.0,32.0,2.0
auto,4,small,2006,23.0,31.0,2.0
manual,4,small,2006,23.0,29.0,2.3
auto,4,small,2006,22.0,29.0,2.3
auto,6,small,2006,18.0,27.0,2.5
manual,6,small,2006,18.0,26.0,2.5
auto,6,small,2006,18.0,26.0,3.0
auto,6,small,2006,17.0,24.0,3.0
auto,6,small,2006,18.0,26.0,3.5
manual,6,small,2006,18.0,26.0,3.5
auto,6,small,2006,17.0,22.0,3.5
auto,8,small,2006,15.0,20.0,5.4
auto,8,small,2006,15.0,22.0,5.0
auto,8,small,2006,14.0,20.0,5.4
auto,12,small,2006,11.0,17.0,5.5
auto,12,small,2006,11.0,19.0,6.0
auto,8,small,2006,15.0,20.0,5.0
auto,8,small,2006,13.0,19.0,5.4
auto,4,small,2006,22.0,29.0,2.0
manual,4,small,2006,23.0,31.0,2.0
auto,4,small,2006,19.0,26.0,2.4
manual,4,small,2006,21.0,26.0,2.4
manual,4,small,2006,17.0,23.0,2.0
manual,4,small,2006,16.0,22.0,2.0
auto,4,small,2006,24.0,31.0,1.8
manual,4,small,2006,24.0,32.0,1.8
auto,4,small,2006,21.0,26.0,2.5
manual,4,small,2006,21.0,26.0,2.5
auto,4,small,2006,21.0,31.0,2.4
auto,6,small,2006,19.0,29.0,3.5
auto,6,small,2006,18.0,26.0,3.5
manual,6,small,2006,16.0,26.0,3.9
auto,6,small,2006,16.0,24.0,3.9
auto,6,small,2006,17.0,25.0,3.5
auto,6,small,2006,16.0,24.0,3.9
auto,8,small,2006,15.0,20.0,6.0
manual,8,small,2006,15.0,23.0,6.0
manual,4,small,2006,19.0,29.0,2.0
auto,4,small,2006,19.0,29.0,2.0
manual,6,small,2006,16.0,26.0,2.8
auto,6,small,2006,15.0,26.0,2.8
manual,4,small,2006,21.0,26.0,2.0
auto,4,small,2006,21.0,29.0,2.2
manual,4,small,2006,23.0,32.0,2.2
auto,4,small,2006,21.0,29.0,2.4
manual,4,small,2006,22.0,31.0,2.4
manual,4,small,2006,18.0,24.0,2.5
manual,4,small,2006,19.0,26.0,2.5
auto,4,small,2006,21.0,27.0,2.5
auto,4,small,2006,17.0,23.0,2.5
auto,4,small,2006,22.0,29.0,2.3
manual,4,small,2006,22.0,29.0,2.3
auto,4,small,2006,21.0,26.0,2.3
auto,4,small,2006,19.0,29.0,2.0
manual,4,small,2006,21.0,27.0,2.0
auto,4,small,2006,19.0,29.0,2.0
manual,4,small,2006,21.0,27.0,2.0
manual,4,small,2006,21.0,30.0,2.4
auto,4,small,2006,21.0,30.0,2.4
auto,6,small,2006,18.0,26.0,3.3
auto,6,small,2006,18.0,26.0,3.3
auto,4,small,2006,26.0,35.0,1.8
manual,4,small,2006,28.0,37.0,1.8
manual,4,small,2006,23.0,31.0,1.8
manual,4,small,2006,31.0,39.0,1.9
auto,4,small,2006,28.0,39.0,1.9
auto,4,small,2006,21.0,27.0,2.0
manual,4,small,2006,21.0,29.0,2.0
auto,5,small,2006,19.0,27.0,2.5
manual,5,small,2006,19.0,27.0,2.5
manual,4,small,2006,21.0,29.0,1.8
auto,4,small,2006,19.0,26.0,1.8
manual,4,small,2006,31.0,37.0,1.9
auto,4,small,2006,30.0,38.0,1.9
auto,4,small,2006,22.0,29.0,2.0
manual,4,small,2006,21.0,29.0,2.0
manual,5,small,2006,19.0,27.0,2.5
auto,5,small,2006,19.0,27.0,2.5
manual,5,small,2006,18.0,26.0,2.5
auto,5,small,2006,18.0,26.0,2.5
manual,5,small,2006,19.0,26.0,2.4
auto,5,small,2006,19.0,27.0,2.4
manual,5,small,2006,19.0,29.0,2.5
auto,5,small,2006,19.0,27.0,2.5
auto,5,small,2006,18.0,25.0,2.5
auto,5,small,2006,18.0,26.0,2.5
auto,5,small,2006,18.0,26.0,2.4
manual,5,small,2006,19.0,26.0,2.4
manual,5,small,2006,18.0,26.0,2.4
auto,5,small,2006,18.0,26.0,2.4
auto,5,small,2006,18.0,27.0,2.5
auto,5,small,2006,19.0,27.0,2.5
manual,5,small,2006,16.0,22.0,2.5
auto,5,small,2006,16.0,23.0,2.5
auto,6,midsize,2006,16.0,24.0,3.5
manual,6,midsize,2006,18.0,26.0,3.2
auto,6,midsize,2006,18.0,26.0,3.2
auto,6,midsize,2006,18.0,26.0,3.1
auto,6,midsize,2006,17.0,25.0,3.1
auto,8,midsize,2006,15.0,21.0,4.2
auto,8,midsize,2006,15.0,22.0,4.2
auto,8,midsize,2006,9.0,13.0,6.8
auto,12,midsize,2006,10.0,17.0,6.0
manual,6,midsize,2006,18.0,27.0,3.0
auto,6,midsize,2006,18.0,26.0,3.0
manual,6,midsize,2006,17.0,26.0,3.0
auto,6,midsize,2006,18.0,25.0,3.0
manual,6,midsize,2006,18.0,27.0,3.0
auto,6,midsize,2006,18.0,26.0,3.0
auto,6,midsize,2006,17.0,25.0,3.0
manual,6,midsize,2006,17.0,26.0,3.0
auto,6,midsize,2006,18.0,25.0,3.0
manual,8,midsize,2006,14.0,21.0,4.8
auto,8,midsize,2006,15.0,23.0,4.8
auto,8,midsize,2006,15.0,20.0,4.8
auto,10,midsize,2006,11.0,17.0,5.0
auto,6,midsize,2006,17.0,25.0,3.6
auto,6,midsize,2006,18.0,27.0,3.8
manual,6,midsize,2006,15.0,25.0,2.8
auto,6,midsize,2006,16.0,25.0,2.8
manual,6,midsize,2006,15.0,24.0,3.6
auto,6,midsize,2006,16.0,25.0,3.6
manual,8,midsize,2006,15.0,23.0,6.0
auto,6,midsize,2006,16.0,25.0,3.6
auto,8,midsize,2006,15.0,24.0,4.6
auto,6,midsize,2006,15.0,23.0,3.6
auto,8,midsize,2006,15.0,21.0,4.6
auto,6,midsize,2006,18.0,25.0,2.5
auto,4,midsize,2006,21.0,29.0,2.2
auto,6,midsize,2006,19.0,29.0,3.5
auto,6,midsize,2006,17.0,24.0,3.9
auto,6,midsize,2006,15.0,22.0,3.5
auto,6,midsize,2006,18.0,29.0,3.5
auto,6,midsize,2006,18.0,26.0,3.9
auto,8,midsize,2006,16.0,26.0,5.3
auto,4,midsize,2006,19.0,27.0,2.4
auto,6,midsize,2006,14.0,19.0,2.7
auto,6,midsize,2006,14.0,19.0,2.7
auto,6,midsize,2006,18.0,26.0,2.7
auto,6,midsize,2006,18.0,26.0,2.7
auto,4,midsize,2006,19.0,27.0,2.4
auto,6,midsize,2006,14.0,19.0,2.7
auto,6,midsize,2006,14.0,19.0,2.7
auto,6,midsize,2006,18.0,26.0,2.7
auto,6,midsize,2006,18.0,26.0,2.7
auto,12,midsize,2006,9.0,16.0,5.7
manual,12,midsize,2006,10.0,16.0,5.7
auto,4,midsize,2006,21.0,29.0,2.3
manual,4,midsize,2006,21.0,29.0,2.3
auto,6,midsize,2006,18.0,26.0,3.0
auto,4,midsize,2006,21.0,31.0,2.4
manual,4,midsize,2006,23.0,31.0,2.4
auto,6,midsize,2006,18.0,26.0,3.0
manual,6,midsize,2006,18.0,27.0,3.0
auto,4,midsize,2006,21.0,29.0,2.0
manual,4,midsize,2006,23.0,31.0,2.0
auto,6,midsize,2006,17.0,26.0,3.0
auto,8,midsize,2006,16.0,24.0,4.2
auto,8,midsize,2006,15.0,21.0,4.2
auto,6,midsize,2006,15.0,21.0,3.0
manual,6,midsize,2006,16.0,24.0,3.0
auto,4,midsize,2006,19.0,27.0,2.4
manual,4,midsize,2006,21.0,27.0,2.4
auto,6,midsize,2006,18.0,25.0,2.7
auto,4,midsize,2006,22.0,31.0,2.0
manual,4,midsize,2006,22.0,30.0,2.0
auto,6,midsize,2006,18.0,26.0,3.3
auto,6,midsize,2006,18.0,25.0,3.0
auto,6,midsize,2006,19.0,27.0,3.0
auto,8,midsize,2006,16.0,23.0,4.3
auto,8,midsize,2006,15.0,22.0,3.9
auto,8,midsize,2006,16.0,23.0,3.9
auto,4,midsize,2006,21.0,29.0,2.3
manual,4,midsize,2006,21.0,29.0,2.3
auto,6,midsize,2006,18.0,26.0,3.0
auto,6,midsize,2006,18.0,26.0,3.0
manual,4,midsize,2006,21.0,29.0,2.3
manual,4,midsize,2006,17.0,23.0,2.3
auto,4,midsize,2006,21.0,29.0,2.3
manual,6,midsize,2006,17.0,25.0,3.0
auto,6,midsize,2006,18.0,25.0,3.0
auto,6,midsize,2006,23.0,33.0,3.2
auto,6,midsize,2006,17.0,25.0,3.5
auto,6,midsize,2006,16.0,22.0,3.5
auto,8,midsize,2006,15.0,23.0,5.0
auto,8,midsize,2006,15.0,19.0,5.0
auto,8,midsize,2006,14.0,20.0,5.4
auto,4,midsize,2006,21.0,27.0,2.4
auto,6,midsize,2006,16.0,25.0,3.8
auto,4,midsize,2006,21.0,26.0,2.5
manual,4,midsize,2006,21.0,29.0,2.5
manual,6,midsize,2006,18.0,25.0,3.5
manual,6,midsize,2006,18.0,26.0,3.5
auto,6,midsize,2006,18.0,26.0,3.5
manual,6,midsize,2006,18.0,26.0,3.5
auto,6,midsize,2006,18.0,26.0,3.5
auto,6,midsize,2006,17.0,26.0,3.8
auto,6,midsize,2006,18.0,27.0,3.8
auto,6,midsize,2006,17.0,26.0,3.8
auto,8,midsize,2006,16.0,25.0,5.3
auto,12,midsize,2006,11.0,17.0,6.7
auto,6,midsize,2006,18.0,25.0,2.5
auto,4,midsize,2006,21.0,31.0,2.4
manual,4,midsize,2006,21.0,30.0,2.4
auto,6,midsize,2006,18.0,26.0,3.0
auto,6,midsize,2006,18.0,26.0,3.3
auto,4,midsize,2006,48.0,45.0,1.5
manual,4,midsize,2006,21.0,29.0,2.0
auto,4,midsize,2006,19.0,29.0,2.0
auto,6,midsize,2006,17.0,26.0,3.6
auto,6,midsize,2006,16.0,24.0,3.6
auto,5,midsize,2006,18.0,25.0,2.5
auto,5,midsize,2006,18.0,27.0,2.5
auto,8,large,2006,15.0,22.0,4.2
auto,12,large,2006,14.0,20.0,6.0
auto,8,large,2006,9.0,13.0,6.8
auto,8,large,2006,15.0,23.0,4.8
auto,8,large,2006,15.0,23.0,4.8
auto,12,large,2006,14.0,20.0,6.0
auto,12,large,2006,14.0,20.0,6.0
auto,6,large,2006,17.0,26.0,3.8
auto,8,large,2006,15.0,23.0,4.6
auto,8,large,2006,13.0,19.0,4.6
auto,8,large,2006,15.0,23.0,4.6
auto,8,large,2006,15.0,22.0,4.6
auto,8,large,2006,13.0,19.0,4.6
auto,8,large,2006,13.0,19.0,4.6
auto,6,large,2006,15.0,21.0,3.5
auto,6,large,2006,18.0,29.0,3.5
auto,6,large,2006,17.0,25.0,3.9
auto,8,large,2006,16.0,26.0,5.3
auto,6,large,2006,19.0,27.0,3.5
auto,6,large,2006,16.0,24.0,3.9
auto,6,large,2006,15.0,22.0,3.5
auto,8,large,2006,15.0,22.0,5.7
auto,6,large,2006,18.0,26.0,2.7
auto,6,large,2006,17.0,25.0,3.5
auto,6,large,2006,17.0,25.0,3.5
auto,8,large,2006,15.0,23.0,5.7
auto,8,large,2006,13.0,19.0,6.1
auto,6,large,2006,18.0,26.0,2.7
auto,6,large,2006,17.0,25.0,3.5
auto,8,large,2006,15.0,23.0,5.7
auto,8,large,2006,13.0,19.0,6.1
auto,8,large,2006,15.0,23.0,4.6
auto,8,large,2006,11.0,17.0,4.6
auto,8,large,2006,15.0,23.0,4.6
auto,6,large,2006,17.0,24.0,3.0
auto,6,large,2006,18.0,25.0,3.0
auto,6,large,2006,18.0,26.0,3.0
auto,6,large,2006,18.0,25.0,3.0
auto,6,large,2006,14.0,19.0,3.0
auto,6,large,2006,17.0,25.0,3.0
auto,6,large,2006,16.0,25.0,3.8
auto,4,large,2006,21.0,30.0,2.4
manual,4,large,2006,21.0,31.0,2.4
auto,6,large,2006,18.0,27.0,3.3
auto,6,large,2006,16.0,23.0,3.5
auto,6,large,2006,15.0,22.0,3.5
auto,8,large,2006,15.0,21.0,4.5
auto,8,large,2006,15.0,22.0,4.2
auto,8,large,2006,16.0,25.0,4.2
auto,8,large,2006,16.0,25.0,4.2
auto,8,large,2006,16.0,25.0,4.2
auto,8,large,2006,15.0,22.0,4.2
auto,6,large,2006,15.0,23.0,3.5
auto,8,large,2006,16.0,23.0,4.3
auto,8,large,2006,15.0,23.0,4.6
auto,8,large,2006,11.0,17.0,4.6
auto,8,large,2006,15.0,23.0,4.6
auto,6,large,2006,17.0,24.0,3.0
auto,6,large,2006,18.0,25.0,3.0
auto,6,large,2006,18.0,26.0,3.0
auto,8,large,2006,15.0,23.0,4.6
auto,8,large,2006,11.0,17.0,4.6
auto,8,large,2006,15.0,23.0,4.6
auto,8,large,2006,11.0,17.0,4.2
auto,12,large,2006,11.0,16.0,5.5
auto,12,large,2006,11.0,16.0,5.5
auto,6,large,2006,15.0,23.0,3.7
auto,8,large,2006,15.0,24.0,4.3
auto,8,large,2006,15.0,20.0,4.3
auto,8,large,2006,15.0,22.0,5.0
auto,8,large,2006,15.0,20.0,5.0
auto,8,large,2006,14.0,20.0,5.4
auto,12,large,2006,11.0,17.0,5.5
auto,12,large,2006,11.0,19.0,6.0
auto,6,large,2006,19.0,29.0,3.5
auto,8,large,2006,15.0,20.0,4.2
auto,12,large,2006,11.0,17.0,6.0
auto,4,midsize,2006,22.0,29.0,2.0
manual,4,midsize,2006,21.0,29.0,2.0
manual,4,midsize,2006,19.0,29.0,2.0
auto,4,midsize,2006,19.0,27.0,2.0
manual,6,midsize,2006,15.0,25.0,3.1
auto,6,midsize,2006,17.0,25.0,3.1
manual,8,midsize,2006,14.0,20.0,4.2
auto,8,midsize,2006,14.0,21.0,4.2
manual,6,midsize,2006,17.0,26.0,3.0
auto,6,midsize,2006,18.0,25.0,3.0
auto,4,midsize,2006,18.0,27.0,2.0
manual,4,midsize,2006,19.0,27.0,2.0
auto,4,midsize,2006,25.0,31.0,1.8
auto,4,midsize,2006,23.0,29.0,1.8
manual,4,midsize,2006,26.0,33.0,1.8
manual,4,midsize,2006,22.0,29.0,1.8
auto,4,midsize,2006,18.0,23.0,2.5
auto,4,midsize,2006,19.0,25.0,2.5
manual,4,midsize,2006,18.0,25.0,2.5
manual,4,midsize,2006,19.0,26.0,2.5
manual,4,midsize,2006,19.0,29.0,2.0
auto,4,midsize,2006,19.0,29.0,2.0
manual,6,midsize,2006,16.0,26.0,2.8
auto,6,midsize,2006,15.0,26.0,2.8
auto,4,midsize,2006,18.0,24.0,2.5
auto,4,midsize,2006,21.0,26.0,2.5
manual,4,midsize,2006,18.0,24.0,2.5
manual,4,midsize,2006,19.0,26.0,2.5
auto,4,midsize,2006,22.0,29.0,2.3
manual,4,midsize,2006,22.0,29.0,2.3
auto,4,midsize,2006,21.0,26.0,2.3
auto,4,midsize,2006,18.0,27.0,2.0
manual,4,midsize,2006,19.0,27.0,2.0
auto,4,midsize,2006,24.0,31.0,1.8
auto,4,midsize,2006,23.0,29.0,1.8
manual,4,midsize,2006,26.0,33.0,1.8
manual,4,midsize,2006,22.0,29.0,1.8
auto,4,midsize,2006,26.0,31.0,1.5
manual,4,midsize,2006,26.0,30.0,1.5
manual,5,midsize,2006,17.0,24.0,2.5
auto,5,midsize,2006,18.0,26.0,2.5
manual,5,midsize,2006,19.0,26.0,2.4
auto,5,midsize,2006,19.0,27.0,2.4
manual,5,midsize,2006,19.0,29.0,2.5
auto,5,midsize,2006,19.0,27.0,2.5
auto,6,midsize,2006,16.0,24.0,3.1
manual,6,midsize,2006,17.0,26.0,3.0
auto,6,midsize,2006,18.0,25.0,3.0
auto,4,midsize,2006,23.0,29.0,2.0
manual,4,midsize,2006,23.0,31.0,2.0
manual,4,midsize,2006,19.0,25.0,2.3
auto,4,midsize,2006,18.0,24.0,2.3
manual,6,midsize,2006,17.0,25.0,3.0
auto,6,midsize,2006,18.0,25.0,3.0
auto,6,midsize,2006,16.0,24.0,3.5
auto,6,midsize,2006,16.0,22.0,3.5
auto,8,midsize,2006,15.0,19.0,5.0
auto,8,midsize,2006,14.0,20.0,5.4
manual,4,midsize,2006,18.0,24.0,2.5
manual,4,midsize,2006,19.0,26.0,2.5
auto,4,midsize,2006,21.0,27.0,2.5
auto,4,midsize,2006,17.0,23.0,2.5
auto,5,midsize,2006,18.0,25.0,2.5
auto,5,midsize,2006,18.0,26.0,2.5
auto,5,midsize,2006,18.0,26.0,2.4
manual,5,midsize,2006,19.0,26.0,2.4
manual,5,midsize,2006,18.0,24.0,2.4
auto,5,midsize,2006,18.0,26.0,2.4
auto,5,midsize,2006,18.0,26.0,2.5
manual,5,midsize,2006,16.0,22.0,2.5
auto,5,midsize,2006,16.0,23.0,2.5
auto,8,large,2006,16.0,20.0,5.3
auto,6,large,2006,15.0,20.0,4.3
manual,6,large,2006,15.0,20.0,4.3
auto,8,large,2006,15.0,20.0,4.8
manual,8,large,2006,15.0,20.0,4.8
auto,8,large,2006,15.0,19.0,5.3
auto,8,large,2006,11.0,15.0,5.3
auto,8,large,2006,15.0,19.0,5.3
auto,8,large,2006,13.0,17.0,6.0
auto,4,large,2006,15.0,21.0,2.8
manual,4,large,2006,18.0,25.0,2.8
auto,5,large,2006,17.0,22.0,3.5
manual,5,large,2006,17.0,23.0,3.5
auto,5,large,2006,15.0,20.0,3.5
auto,4,large,2006,15.0,21.0,2.8
manual,4,large,2006,18.0,25.0,2.8
auto,5,large,2006,17.0,22.0,3.5
auto,8,large,2006,14.0,17.0,6.0
manual,8,large,2006,11.0,19.0,6.0
auto,6,large,2006,15.0,20.0,3.7
manual,6,large,2006,15.0,20.0,3.7
auto,8,large,2006,14.0,19.0,4.7
manual,8,large,2006,14.0,19.0,4.7
auto,6,large,2006,15.0,20.0,3.7
manual,6,large,2006,15.0,20.0,3.7
auto,8,large,2006,13.0,17.0,4.7
auto,8,large,2006,8.0,10.0,4.7
auto,8,large,2006,11.0,14.0,4.7
manual,8,large,2006,13.0,17.0,4.7
auto,8,large,2006,14.0,17.0,5.7
auto,10,large,2006,8.0,11.0,8.3
manual,10,large,2006,8.0,14.0,8.3
auto,6,large,2006,15.0,19.0,4.2
manual,6,large,2006,14.0,19.0,4.2
auto,8,large,2006,14.0,17.0,4.6
auto,8,large,2006,13.0,17.0,5.4
auto,4,large,2006,18.0,24.0,2.3
manual,4,large,2006,21.0,26.0,2.3
auto,6,large,2006,15.0,21.0,3.0
manual,6,large,2006,16.0,21.0,3.0
auto,6,large,2006,15.0,20.0,4.0
manual,6,large,2006,15.0,21.0,4.0
auto,8,large,2006,16.0,20.0,5.3
auto,6,large,2006,15.0,20.0,4.3
manual,6,large,2006,15.0,20.0,4.3
auto,8,large,2006,15.0,20.0,4.8
manual,8,large,2006,15.0,20.0,4.8
auto,8,large,2006,15.0,19.0,5.3
auto,8,large,2006,11.0,15.0,5.3
auto,8,large,2006,15.0,19.0,5.3
auto,8,large,2006,13.0,17.0,6.0
auto,4,large,2006,15.0,21.0,2.8
manual,4,large,2006,18.0,25.0,2.8
auto,5,large,2006,17.0,22.0,3.5
manual,5,large,2006,17.0,23.0,3.5
auto,5,large,2006,15.0,20.0,3.5
auto,4,large,2006,15.0,21.0,2.8
manual,4,large,2006,18.0,25.0,2.8
auto,5,large,2006,17.0,22.0,3.5
auto,4,large,2006,15.0,21.0,2.8
manual,4,large,2006,18.0,25.0,2.8
auto,8,large,2006,14.0,17.0,5.4
auto,4,large,2006,18.0,24.0,2.3
manual,4,large,2006,21.0,26.0,2.3
auto,6,large,2006,15.0,21.0,3.0
manual,6,large,2006,16.0,21.0,3.0
auto,6,large,2006,15.0,20.0,4.0
manual,6,large,2006,15.0,21.0,4.0
auto,6,large,2006,15.0,20.0,3.7
manual,6,large,2006,15.0,20.0,3.7
auto,8,large,2006,14.0,19.0,4.7
manual,8,large,2006,14.0,19.0,4.7
auto,4,large,2006,17.0,22.0,2.5
manual,4,large,2006,19.0,23.0,2.5
auto,6,large,2006,15.0,19.0,4.0
manual,6,large,2006,15.0,20.0,4.0
auto,8,large,2006,13.0,17.0,5.6
auto,8,large,2006,9.0,13.0,5.6
auto,8,large,2006,13.0,17.0,5.6
auto,4,large,2006,18.0,24.0,2.7
manual,4,large,2006,18.0,25.0,2.7
auto,6,large,2006,16.0,20.0,4.0
manual,6,large,2006,15.0,20.0,4.0
auto,6,large,2006,16.0,20.0,4.0
manual,6,large,2006,15.0,19.0,4.0
auto,8,large,2006,15.0,17.0,4.7
auto,4,large,2006,15.0,20.0,2.8
manual,4,large,2006,16.0,21.0,2.8
auto,5,large,2006,16.0,20.0,3.5
manual,5,large,2006,17.0,22.0,3.5
auto,4,large,2006,15.0,20.0,2.8
manual,4,large,2006,16.0,21.0,2.8
auto,5,large,2006,15.0,20.0,3.5
auto,8,large,2006,15.0,17.0,5.3
auto,6,large,2006,14.0,17.0,4.3
manual,6,large,2006,14.0,19.0,4.3
auto,8,large,2006,14.0,17.0,4.8
manual,8,large,2006,14.0,17.0,4.8
auto,8,large,2006,14.0,17.0,5.3
auto,8,large,2006,10.0,13.0,5.3
auto,8,large,2006,14.0,17.0,5.3
auto,8,large,2006,13.0,16.0,6.0
auto,6,large,2006,14.0,17.0,3.7
manual,6,large,2006,15.0,19.0,3.7
auto,8,large,2006,14.0,19.0,4.7
manual,8,large,2006,14.0,17.0,4.7
auto,8,large,2006,13.0,17.0,4.7
auto,8,large,2006,8.0,10.0,4.7
auto,8,large,2006,11.0,14.0,4.7
manual,8,large,2006,13.0,17.0,4.7
auto,8,large,2006,13.0,17.0,5.7
auto,8,large,2006,13.0,17.0,4.6
auto,8,large,2006,13.0,17.0,5.4
auto,6,large,2006,15.0,19.0,3.0
manual,6,large,2006,15.0,20.0,3.0
auto,6,large,2006,14.0,17.0,4.0
manual,6,large,2006,15.0,17.0,4.0
auto,4,large,2006,15.0,20.0,2.8
manual,4,large,2006,16.0,21.0,2.8
auto,5,large,2006,16.0,20.0,3.5
manual,5,large,2006,17.0,22.0,3.5
auto,4,large,2006,15.0,20.0,2.8
manual,4,large,2006,16.0,21.0,2.8
auto,5,large,2006,15.0,20.0,3.5
auto,8,large,2006,15.0,17.0,5.3
auto,6,large,2006,14.0,17.0,4.3
manual,6,large,2006,14.0,19.0,4.3
auto,8,large,2006,14.0,17.0,4.8
manual,8,large,2006,14.0,17.0,4.8
auto,8,large,2006,14.0,17.0,5.3
auto,8,large,2006,10.0,13.0,5.3
auto,8,large,2006,14.0,17.0,5.3
auto,8,large,2006,13.0,16.0,6.0
auto,8,large,2006,11.0,16.0,6.0
auto,6,large,2006,15.0,20.0,3.5
auto,5,large,2006,15.0,20.0,3.5
auto,8,large,2006,13.0,17.0,5.4
auto,6,large,2006,14.0,17.0,4.0
manual,6,large,2006,15.0,17.0,4.0
auto,6,large,2006,14.0,17.0,3.7
manual,6,large,2006,15.0,19.0,3.7
auto,8,large,2006,14.0,19.0,4.7
manual,8,large,2006,14.0,17.0,4.7
auto,6,large,2006,14.0,19.0,4.0
manual,6,large,2006,15.0,20.0,4.0
auto,8,large,2006,13.0,17.0,5.6
auto,8,large,2006,9.0,12.0,5.6
auto,8,large,2006,13.0,17.0,5.6
manual,4,large,2006,17.0,21.0,2.7
auto,6,large,2006,15.0,20.0,4.0
manual,6,large,2006,15.0,19.0,4.0
auto,8,large,2006,14.0,17.0,4.7
auto,6,large,2006,13.0,17.0,4.3
auto,8,large,2006,13.0,17.0,5.3
auto,6,large,2006,14.0,19.0,4.3
auto,8,large,2006,14.0,19.0,5.3
auto,8,large,2006,13.0,17.0,5.3
auto,8,large,2006,13.0,17.0,5.3
auto,8,large,2006,14.0,17.0,4.6
auto,8,large,2006,13.0,16.0,5.4
auto,6,large,2006,13.0,17.0,4.3
auto,8,large,2006,13.0,17.0,5.3
auto,6,large,2006,14.0,19.0,4.3
auto,8,large,2006,14.0,19.0,5.3
auto,8,large,2006,13.0,17.0,5.3
auto,8,large,2006,13.0,17.0,5.3
auto,6,large,2006,14.0,17.0,4.3
auto,8,large,2006,13.0,17.0,5.3
auto,8,large,2006,13.0,17.0,5.3
auto,8,large,2006,13.0,17.0,4.6
auto,8,large,2006,11.0,16.0,5.4
auto,6,large,2006,14.0,17.0,4.3
auto,8,large,2006,13.0,17.0,5.3
auto,8,large,2006,13.0,17.0,5.3
auto,6,large,2006,16.0,23.0,3.5
auto,6,large,2006,16.0,23.0,3.9
auto,6,large,2006,16.0,23.0,3.5
auto,6,large,2006,16.0,23.0,3.9
auto,6,large,2006,16.0,23.0,3.8
